TA_video,TA_text,Teacher_video,Teacher_text,id,week,clustered_label
0,19,0,74,101102025,week3,4634
0,0,0,328,101102025,week4,4620
0,0,0,1547,101102025,week5,4610
0,0,10,2828,101102025,week6,4260
0,0,0,38,101102025,week7,4634
0,5,0,1684,101102025,week8,4610
0,5,0,39,101102025,week9,4634
0,38,0,36,101102025,week10,4634
0,0,0,21,101102025,week11,4633
0,0,0,436,101102025,week12,4620
0,0,0,0,101102025,week13,4633
0,0,0,89,101102025,week14,4634
0,84,0,11,101102025,week15,4633
0,6,0,45,101102025,week16,4634
0,63,0,9,101102025,week17,4633
0,1200,0,0,101102025,week18,4650
0,0,0,0,101102025,week19,4633
0,0,0,51,101102025,week20,4634
0,0,0,0,101102025,week21,4633
0,0,4034,81,101102025,week22,4400
0,0,5484,206,101102025,week23,2100
0,0,0,0,101102025,week24,4633
0,0,0,0,101102025,week25,4633
0,0,0,31,101102025,week26,4634
0,0,496,192,101102025,week27,4640
0,0,48,118,101102025,week28,4632
63,0,0,43,101102025,week29,4634
0,0,0,53,101102025,week30,4634
0,0,0,0,101102025,week31,4633
0,0,3653,96,101102025,week32,4400
0,0,0,40,101102025,week33,4634
0,0,0,77,101102025,week34,4634
0,0,1668,0,101102025,week35,4500
0,0,0,0,101102025,week36,4633
0,0,0,0,101102026,week1,4633
0,0,0,0,101102026,week2,4633
0,0,0,74,101102026,week3,4634
0,0,0,29,101102026,week4,4633
0,0,0,54,101102026,week5,4634
0,7,86,699,101102026,week6,4620
0,0,0,0,101102026,week7,4633
0,0,0,0,101102026,week8,4633
0,0,0,0,101102026,week9,4633
0,0,0,0,101102026,week10,4633
0,0,0,0,101102026,week11,4633
0,20,2676,582,101102026,week12,4500
0,0,0,0,101102026,week13,4633
0,0,0,0,101102026,week14,4633
0,0,0,0,101102026,week15,4633
0,0,0,0,101102026,week16,4633
0,0,0,0,101102026,week17,4633
0,0,0,222,101102026,week18,4632
0,0,0,0,101102026,week19,4633
0,0,0,0,101102026,week20,4633
0,0,0,0,101102026,week21,4633
0,0,0,681,101102026,week22,4620
0,0,4164,167,101102026,week23,4400
0,0,0,0,101102026,week24,4633
0,0,0,0,101102026,week25,4633
0,0,0,417,101102026,week26,4620
0,0,0,0,101102026,week27,4633
0,0,0,0,101102026,week28,4633
828,0,1265,0,101102026,week29,4500
0,0,0,0,101102026,week30,4633
0,0,0,0,101102026,week31,4633
0,0,0,0,101102026,week32,4633
0,0,0,0,101102026,week33,4633
0,0,0,0,101102026,week34,4633
0,0,88,4424,101102026,week35,4250
0,0,0,0,101102026,week36,4633
0,0,0,0,101103034,week1,4633
0,21,10,30,101103034,week2,4634
0,0,0,0,101103034,week3,4633
0,20,0,23,101103034,week4,4633
0,0,0,20,101103034,week5,4633
0,0,0,67,101103034,week6,4634
0,0,0,0,101103034,week7,4633
0,93,0,0,101103034,week8,4633
2948,54,39,97,101103034,week9,5100
0,0,0,0,101103034,week10,4633
0,0,0,67,101103034,week11,4634
532,3074,235,29,101103034,week12,4300
0,0,0,0,101103034,week13,4633
0,81,0,0,101103034,week14,4633
0,0,0,0,101103034,week15,4633
0,12,0,0,101103034,week16,4633
0,0,0,94,101103034,week17,4634
30,447,50,2520,101103034,week18,4260
0,0,0,0,101103034,week19,4633
0,0,0,0,101103034,week20,4633
0,0,0,0,101103034,week21,4633
0,0,0,0,101103034,week22,4633
0,0,7330,116,101103034,week23,2400
0,0,0,0,101103034,week24,4633
0,0,0,48,101103034,week25,4634
0,0,0,0,101103034,week26,4633
0,0,0,0,101103034,week27,4633
0,0,0,0,101103034,week28,4633
0,0,0,0,101103034,week29,4633
0,0,0,60,101103034,week30,4634
0,0,0,0,101103034,week31,4633
0,0,0,43,101103034,week32,4634
0,0,0,0,101103034,week33,4633
0,0,0,0,101103034,week34,4633
0,0,0,0,101103034,week35,4633
0,0,0,0,101103034,week36,4633
0,0,0,0,101203054,week1,4633
0,25,7,38,101203054,week2,4634
0,0,0,0,101203054,week3,4633
7811,16,154,9,101203054,week4,5500
5,0,0,17,101203054,week5,4633
0,5,6,100,101203054,week6,4634
0,0,0,5,101203054,week7,4633
0,0,0,10,101203054,week8,4633
0,1080,0,0,101203054,week9,4650
0,5,0,0,101203054,week10,4633
0,10,0,114,101203054,week11,4632
21234,17,0,43,101203054,week12,6500
0,0,0,0,101203054,week13,4633
0,0,0,0,101203054,week14,4633
0,5,0,16,101203054,week15,4633
0,0,0,0,101203054,week16,4633
0,0,0,0,101203054,week17,4633
0,0,0,0,101203054,week18,4633
0,0,0,0,101203054,week19,4633
0,0,0,0,101203054,week20,4633
0,0,0,0,101203054,week21,4633
0,0,7083,0,101203054,week22,2100
0,0,0,0,101203054,week23,4633
0,0,0,154,101203054,week24,4632
0,0,0,0,101203054,week25,4633
0,0,0,212,101203054,week26,4632
0,0,0,172,101203054,week27,4632
2918,0,0,0,101203054,week28,4100
0,0,0,0,101203054,week29,4633
0,0,0,696,101203054,week30,4620
0,0,0,0,101203054,week31,4633
0,0,0,0,101203054,week32,4633
0,0,0,79,101203054,week33,4634
0,0,114,0,101203054,week34,4636
0,126,71,35,101203054,week35,4631
0,0,836,0,101203054,week36,4500
0,0,0,0,101204026,week1,4633
0,10,17,292,101204026,week2,4620
0,7,0,110,101204026,week3,4634
0,5,0,4263,101204026,week4,4250
0,0,0,285,101204026,week5,4620
0,0,0,20,101204026,week6,4633
0,6,0,15,101204026,week7,4633
0,9,0,8,101204026,week8,4633
0,122,0,107,101204026,week9,4634
0,5,0,6,101204026,week10,4633
199,7,21601,146,101204026,week11,3100
727,0,0,6,101204026,week12,4660
0,95,0,1845,101204026,week13,4260
0,160,0,7,101204026,week14,4631
0,0,0,16,101204026,week15,4633
0,0,0,10,101204026,week16,4633
0,0,0,0,101204026,week17,4633
21601,0,0,7,101204026,week18,6500
0,0,0,0,101204026,week19,4633
21601,0,2951,0,101204026,week20,6500
0,0,0,0,101204026,week21,4633
0,0,56,33,101204026,week22,4634
0,0,0,0,101204026,week23,4633
0,0,0,0,101204026,week24,4633
161,161,938,39,101204026,week25,4500
0,0,0,0,101204026,week26,4633
0,0,0,858,101204026,week27,4620
232,0,1115,0,101204026,week28,4500
0,0,0,0,101204026,week29,4633
0,0,0,275,101204026,week30,4620
0,0,0,0,101204026,week31,4633
0,0,0,0,101204026,week32,4633
0,0,0,0,101204026,week33,4633
0,0,0,0,101204026,week34,4633
0,0,0,0,101204026,week35,4633
0,0,0,0,101204026,week36,4633
0,0,0,0,101205029,week1,4633
0,35,27,203,101205029,week2,4632
1546,0,0,219,101205029,week3,4100
0,0,0,11,101205029,week4,4633
0,0,0,104,101205029,week5,4634
8,26,0,3262,101205029,week6,4250
36,6,0,35,101205029,week7,4634
5,0,0,6,101205029,week8,4633
776,0,0,32,101205029,week9,4660
61,7,0,206,101205029,week10,4632
6498,23,0,13,101205029,week11,5500
2506,0,0,2899,101205029,week12,4220
15,0,0,5,101205029,week13,4633
5908,0,0,60,101205029,week14,5100
2512,0,0,0,101205029,week15,4100
0,0,0,50,101205029,week16,4634
19,0,0,33,101205029,week17,4634
0,0,0,8,101205029,week18,4633
0,0,0,36,101205029,week19,4634
3837,0,0,68,101205029,week20,5100
2498,0,0,32,101205029,week21,4100
3881,0,0,0,101205029,week22,5100
7114,0,967,728,101205029,week23,5500
558,2750,1533,1681,101205029,week24,4500
0,0,0,0,101205029,week25,4633
0,0,0,0,101205029,week26,4633
0,0,0,1698,101205029,week27,4610
2862,0,0,78,101205029,week28,4100
0,0,1562,1247,101205029,week29,4500
0,39,0,0,101205029,week30,4633
0,0,0,0,101205029,week31,4633
3795,795,0,33,101205029,week32,5100
0,0,0,0,101205029,week33,4633
1433,0,0,66,101205029,week34,4100
0,0,0,0,101205029,week35,4633
0,0,690,1628,101205029,week36,4610
0,0,23,39,101205043,week1,4634
0,21,9,35,101205043,week2,4634
0,0,0,0,101205043,week3,4633
0,9,0,38,101205043,week4,4634
0,0,0,12,101205043,week5,4633
0,0,7940,0,101205043,week6,2400
0,0,0,0,101205043,week7,4633
0,0,13,0,101205043,week8,4633
0,171,0,861,101205043,week9,4620
0,6,0,10,101205043,week10,4633
0,0,0,0,101205043,week11,4633
13,34,252,0,101205043,week12,4640
0,67,15,73,101205043,week13,4634
0,0,0,31,101205043,week14,4634
0,0,0,0,101205043,week15,4633
0,0,0,0,101205043,week16,4633
0,0,0,0,101205043,week17,4633
0,0,10749,429,101205043,week18,2500
0,0,0,0,101205043,week19,4633
0,0,0,0,101205043,week20,4633
0,0,0,0,101205043,week21,4633
0,0,0,0,101205043,week22,4633
0,0,0,0,101205043,week23,4633
0,0,0,0,101205043,week24,4633
0,0,0,0,101205043,week25,4633
0,0,0,0,101205043,week26,4633
0,0,0,0,101205043,week27,4633
0,0,0,0,101205043,week28,4633
0,0,0,0,101205043,week29,4633
0,0,0,0,101205043,week30,4633
0,0,0,0,101205043,week31,4633
0,0,0,0,101205043,week32,4633
0,0,0,0,101205043,week33,4633
0,0,0,0,101205043,week34,4633
0,0,0,0,101205043,week35,4633
0,0,0,14235,101205043,week36,1200
0,0,0,9,101205093,week1,4633
0,19,0,59,101205093,week2,4634
0,30,13,7,101205093,week3,4633
0,24,0,1667,101205093,week4,4610
0,0,0,251,101205093,week5,4632
7,8,35,391,101205093,week6,4620
0,0,0,0,101205093,week7,4633
0,0,0,0,101205093,week8,4633
0,0,0,0,101205093,week9,4633
0,0,0,41,101205093,week10,4634
0,77,5626,36,101205093,week11,2100
5122,17184,684,15518,101205093,week12,1500
0,0,0,1000,101205093,week13,4610
0,0,0,178,101205093,week14,4632
874,0,0,19,101205093,week15,4660
0,0,0,0,101205093,week16,4633
0,0,0,0,101205093,week17,4633
1942,6,23717,19,101205093,week18,3100
1851,0,0,402,101205093,week19,4100
0,0,0,0,101205093,week20,4633
136,0,0,0,101205093,week21,4635
1547,0,0,0,101205093,week22,4100
0,0,0,0,101205093,week23,4633
18759,543,275,35,101205093,week24,6400
0,0,0,0,101205093,week25,4633
0,0,0,0,101205093,week26,4633
0,0,0,0,101205093,week27,4633
291,0,8153,0,101205093,week28,2400
0,0,73,0,101205093,week29,4633
0,0,0,0,101205093,week30,4633
0,0,0,0,101205093,week31,4633
13267,0,0,0,101205093,week32,6100
0,0,0,0,101205093,week33,4633
0,0,0,0,101205093,week34,4633
0,0,0,0,101205093,week35,4633
0,0,22877,140,101205093,week36,3100
0,0,0,0,101208002,week1,4633
0,589,20,769,101208002,week2,4620
0,1905,0,9,101208002,week3,4650
0,0,0,0,101208002,week4,4633
0,0,0,5851,101208002,week5,4240
0,0,97,19,101208002,week6,4636
0,0,0,0,101208002,week7,4633
0,0,7,0,101208002,week8,4633
0,0,0,0,101208002,week9,4633
0,0,0,0,101208002,week10,4633
0,0,0,0,101208002,week11,4633
1449,5,1579,221,101208002,week12,4500
0,0,0,9,101208002,week13,4633
0,0,0,0,101208002,week14,4633
0,0,0,0,101208002,week15,4633
0,0,0,1019,101208002,week16,4610
30,0,0,26,101208002,week17,4633
0,0,0,18,101208002,week18,4633
0,0,0,0,101208002,week19,4633
0,0,0,0,101208002,week20,4633
0,0,0,0,101208002,week21,4633
0,0,0,0,101208002,week22,4633
0,0,26282,0,101208002,week23,3200
0,0,2050,0,101208002,week24,4500
0,0,0,0,101208002,week25,4633
0,0,0,0,101208002,week26,4633
0,0,0,0,101208002,week27,4633
0,0,54,0,101208002,week28,4633
1416,179,5445,0,101208002,week29,2100
0,0,0,0,101208002,week30,4633
0,0,0,0,101208002,week31,4633
0,0,0,0,101208002,week32,4633
0,0,0,0,101208002,week33,4633
0,0,0,0,101208002,week34,4633
0,0,252,0,101208002,week35,4640
0,0,0,0,101208002,week36,4633
0,0,0,0,101208003,week1,4633
0,0,0,0,101208003,week2,4633
0,0,0,0,101208003,week3,4633
0,0,0,0,101208003,week4,4633
0,0,0,0,101208003,week5,4633
1153,0,46,7,101208003,week6,4100
0,0,0,0,101208003,week7,4633
0,0,0,0,101208003,week8,4633
0,0,0,0,101208003,week9,4633
0,0,0,0,101208003,week10,4633
0,0,0,0,101208003,week11,4633
2566,0,24,21,101208003,week12,4100
0,0,0,0,101208003,week13,4633
0,0,0,0,101208003,week14,4633
0,0,0,0,101208003,week15,4633
0,0,0,0,101208003,week16,4633
0,0,0,0,101208003,week17,4633
0,0,0,0,101208003,week18,4633
0,0,0,0,101208003,week19,4633
0,0,0,0,101208003,week20,4633
0,0,0,0,101208003,week21,4633
0,0,0,0,101208003,week22,4633
0,0,0,0,101208003,week23,4633
23948,0,0,0,101208003,week24,6500
0,0,0,0,101208003,week25,4633
0,0,0,0,101208003,week26,4633
0,0,0,0,101208003,week27,4633
0,0,0,0,101208003,week28,4633
806,97,1470,38,101208003,week29,4500
0,0,0,0,101208003,week30,4633
0,0,0,0,101208003,week31,4633
0,0,0,0,101208003,week32,4633
0,0,0,0,101208003,week33,4633
0,0,0,0,101208003,week34,4633
0,0,0,0,101208003,week35,4633
13588,0,10591,0,101208003,week36,6200
0,0,0,0,101208004,week1,4633
0,13,0,43,101208004,week2,4634
0,16,0,31,101208004,week3,4634
0,54,0,107,101208004,week4,4634
0,0,0,60,101208004,week5,4634
0,0,0,194,101208004,week6,4632
0,0,0,0,101208004,week7,4633
0,0,0,5,101208004,week8,4633
0,0,0,0,101208004,week9,4633
0,0,0,0,101208004,week10,4633
0,0,0,9,101208004,week11,4633
0,0,3424,39,101208004,week12,4400
0,0,0,36,101208004,week13,4634
0,0,0,71,101208004,week14,4634
0,0,0,26,101208004,week15,4633
0,0,0,0,101208004,week16,4633
0,0,0,0,101208004,week17,4633
0,0,0,0,101208004,week18,4633
0,0,0,0,101208004,week19,4633
0,0,0,0,101208004,week20,4633
0,0,0,0,101208004,week21,4633
0,0,0,0,101208004,week22,4633
0,0,0,47,101208004,week23,4634
0,0,0,0,101208004,week24,4633
0,0,0,80,101208004,week25,4634
0,0,0,0,101208004,week26,4633
0,0,0,0,101208004,week27,4633
0,0,0,0,101208004,week28,4633
49,0,9406,0,101208004,week29,2400
0,0,0,3944,101208004,week30,4250
0,0,0,0,101208004,week31,4633
0,0,0,0,101208004,week32,4633
0,0,0,0,101208004,week33,4633
0,0,0,0,101208004,week34,4633
0,0,0,0,101208004,week35,4633
0,0,0,0,101208004,week36,4633
0,0,0,0,101208005,week1,4633
0,0,0,0,101208005,week2,4633
0,0,0,0,101208005,week3,4633
0,0,0,0,101208005,week4,4633
0,1844,0,1732,101208005,week5,4230
0,0,0,5,101208005,week6,4633
0,0,0,0,101208005,week7,4633
0,0,0,41,101208005,week8,4634
0,0,0,0,101208005,week9,4633
0,0,0,0,101208005,week10,4633
0,0,0,0,101208005,week11,4633
1263,449,0,525,101208005,week12,4100
0,0,0,0,101208005,week13,4633
0,0,0,0,101208005,week14,4633
0,0,0,0,101208005,week15,4633
0,0,1162,0,101208005,week16,4500
0,0,0,0,101208005,week17,4633
0,98,0,0,101208005,week18,4633
0,0,0,0,101208005,week19,4633
0,0,0,0,101208005,week20,4633
0,0,0,0,101208005,week21,4633
0,0,0,0,101208005,week22,4633
0,0,7924,0,101208005,week23,2400
0,0,206,0,101208005,week24,4636
0,0,0,0,101208005,week25,4633
0,0,0,0,101208005,week26,4633
0,0,0,0,101208005,week27,4633
0,0,0,0,101208005,week28,4633
0,0,2765,0,101208005,week29,4400
0,0,0,0,101208005,week30,4633
0,0,0,0,101208005,week31,4633
0,0,0,0,101208005,week32,4633
0,0,0,0,101208005,week33,4633
0,0,0,0,101208005,week34,4633
0,0,0,0,101208005,week35,4633
0,0,0,0,101208005,week36,4633
0,0,0,0,101208008,week1,4633
0,0,0,0,101208008,week2,4633
0,0,0,0,101208008,week3,4633
0,0,0,0,101208008,week4,4633
0,7,0,416,101208008,week5,4620
0,0,0,96,101208008,week6,4634
0,0,0,0,101208008,week7,4633
0,0,0,0,101208008,week8,4633
0,0,0,0,101208008,week9,4633
0,0,0,0,101208008,week10,4633
0,0,0,0,101208008,week11,4633
0,0,0,0,101208008,week12,4633
0,0,0,0,101208008,week13,4633
0,0,0,0,101208008,week14,4633
0,0,0,0,101208008,week15,4633
0,0,0,0,101208008,week16,4633
0,0,0,0,101208008,week17,4633
489,0,0,0,101208008,week18,4660
0,0,0,0,101208008,week19,4633
0,0,0,0,101208008,week20,4633
0,0,0,0,101208008,week21,4633
0,0,0,0,101208008,week22,4633
0,0,0,0,101208008,week23,4633
0,0,0,0,101208008,week24,4633
0,0,0,0,101208008,week25,4633
0,0,0,0,101208008,week26,4633
0,0,0,0,101208008,week27,4633
0,0,399,0,101208008,week28,4640
0,0,482,70,101208008,week29,4640
0,0,0,0,101208008,week30,4633
0,0,0,0,101208008,week31,4633
0,0,0,0,101208008,week32,4633
0,0,0,0,101208008,week33,4633
0,0,0,0,101208008,week34,4633
0,0,1377,0,101208008,week35,4500
0,0,2897,0,101208008,week36,4400
0,0,0,0,101208015,week1,4633
0,0,0,0,101208015,week2,4633
0,0,0,0,101208015,week3,4633
0,0,0,0,101208015,week4,4633
0,944,0,305,101208015,week5,4650
0,0,1596,757,101208015,week6,4500
0,0,0,0,101208015,week7,4633
