201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,CUSTOMER_NUM
7442,7420,7350,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7420,8400,1200,7442,7442,97760
8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90581
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,90344
8200,8200,0,0,0,7442,0,0,0,0,0,7442,0,0,0,0,0,0,89942
7442,8100,7442,7442,7442,7442,7442,7442,7442,7442,0,8200,7442,7442,7330,7320,8200,8200,89067
0,0,7442,7442,0,0,0,0,0,0,0,8200,0,0,0,0,7442,0,88632
7442,7442,7442,7330,7310,8100,1200,7200,5500,3500,3600,7110,7110,7110,7110,7110,7110,7110,8785
0,7360,0,8200,0,7442,7442,8200,7442,0,8200,0,1100,1100,7200,5300,0,0,87671
7442,7420,7442,7200,7443,7442,7442,7442,7442,7442,8100,7442,8400,7420,7442,7442,7442,7442,87585
8200,0,7442,8200,7200,5300,3500,3600,7110,7110,0,0,0,0,0,0,0,0,86964
7442,8200,7350,0,7442,7442,7442,0,7442,0,0,0,0,7442,0,7442,7442,7442,86928
0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86056
5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85298
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,85107
0,0,7442,8200,7330,7442,8200,7442,0,7420,7442,0,0,7442,7442,8200,0,0,83255
0,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,80641
0,0,0,0,0,8200,1100,7200,5300,3500,3600,7110,7110,7110,7110,7110,7110,7110,79760
7442,7442,7430,7442,7442,7420,7430,7430,7449,7449,7410,7410,7410,7410,7410,7140,7110,7110,79182
8200,8200,0,7442,7442,0,7442,7442,7442,7442,7442,7442,7420,0,7442,8100,7442,0,78918
0,7442,0,0,0,0,7442,7442,0,0,7442,7442,0,0,0,0,0,0,77940
0,0,0,0,0,0,0,0,7442,0,7442,7442,0,0,0,0,7442,0,74175
0,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,72032
7330,7320,7442,7442,7442,7442,7350,7310,7350,7320,8100,7445,7330,7310,7310,7430,7340,5500,7172
7442,0,7442,0,7442,7442,7442,7442,7442,7320,7442,7350,7420,7442,7420,7442,7442,7442,71411
7442,7420,1200,7200,5500,7442,7442,7442,7442,7442,7442,7441,7442,8100,7445,7442,7442,7442,66601
7442,7442,7442,7442,7442,7442,7430,7443,7443,7449,7449,7410,7410,7410,7410,7410,7140,7130,63424
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,61884
7442,7330,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7441,7442,7442,7442,7442,5924
7442,7320,7442,7442,7460,7442,7442,7445,7442,7441,7442,7442,8200,0,7442,0,0,0,5883
0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7441,7442,7442,7442,7442,7442,58661
1200,8100,8200,1100,7200,5300,3500,7442,7442,7450,7443,7460,1100,7460,7442,1510,7443,7460,57850
7445,7442,7442,7442,7442,7442,7445,7430,7443,7350,7449,7410,7410,7410,7130,7130,7140,7140,57643
7442,7442,7442,7442,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7350,7442,7442,5516
0,7442,8200,0,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,53763
0,7442,7442,7442,7442,7442,7442,0,7442,7442,7442,7442,0,7442,7442,7442,7442,7442,53663
7320,0,7442,7442,0,0,0,8200,0,0,8200,7442,0,8200,0,0,7442,8200,5056
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7320,7442,7442,7442,7442,48444
7442,7320,7320,7420,7310,7420,7310,7442,7442,7442,7420,7320,7330,8100,7420,7350,7350,7330,4735
0,0,7442,0,7442,8200,8200,0,0,0,0,8200,0,0,8200,8200,0,7442,4681
7330,7200,5600,7420,3600,3500,7120,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,44740
7442,7442,7442,7460,7446,7320,7442,7442,7450,7442,7443,7443,0,7442,7442,7442,7442,7442,3836
7442,7350,7442,7320,7420,7360,7320,7350,7320,7350,7350,7320,7320,7360,7420,7420,7445,7320,35330
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7446,7442,7442,7442,7442,7442,7442,7442,34044
5500,3500,7410,7130,7130,7130,7130,7130,7130,7130,7110,7110,0,0,0,0,0,0,3339
0,0,0,0,0,0,0,0,0,0,0,0,7442,0,0,7442,0,0,3297
0,0,7442,0,0,0,7442,0,7442,0,0,7442,0,7442,0,7442,0,7442,3259
7442,8400,7442,7441,7442,7442,7442,7442,7441,7442,7442,7442,0,7441,7446,7420,7442,7442,29939
8200,7442,0,0,7442,7442,7442,7442,0,0,0,0,0,0,0,0,0,0,28286
0,0,7442,7442,0,0,0,0,0,0,7442,0,0,0,0,7442,0,0,2504
0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,20653
7442,7320,0,0,7442,8200,8200,0,7442,8200,0,7360,0,0,0,0,0,0,18048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,0,173194
0,7442,7442,7442,7442,7442,7442,7430,7350,7430,7420,7449,7442,7430,7443,7442,7430,7442,170802
0,0,0,0,0,0,0,7442,7442,7330,8200,0,0,0,0,7442,7442,0,169919
0,0,0,0,0,0,0,0,0,0,7442,0,0,0,7442,6400,7200,0,169858
0,7442,7442,7442,7420,7442,7442,7442,7360,7442,7442,7442,7445,7442,7442,7442,7420,7442,169523
0,0,0,0,0,0,0,7442,0,7442,7442,7442,0,7442,7442,7442,7442,7442,169018
7442,7420,1200,7320,7442,7442,7445,7445,7442,7430,7442,7442,7442,7330,7430,7442,7442,7442,168657
0,0,0,7442,7442,0,7442,7442,0,7320,7360,7330,0,7442,7442,0,0,0,168204
8200,8200,8200,7442,0,8200,0,8200,8200,0,0,8200,0,7442,0,0,0,7442,167147
1100,7442,7460,4000,7442,7442,7442,7460,8100,0,7442,1200,7200,7442,7442,7442,7442,0,166427
3500,7442,7442,7360,7430,7443,8100,1200,7200,5500,3500,3600,7110,7110,7110,7110,7110,7110,166255
0,0,8200,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164373
0,0,0,8200,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,163604
0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,162318
0,7360,7430,7200,7449,8100,1200,7200,5500,3500,3600,7110,7110,7110,7110,7110,7110,7110,162270
8200,8200,0,7442,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,162046
7442,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161842
7442,8100,1200,7200,3500,3600,7130,7110,7110,7130,7130,7130,7130,7130,7130,7130,7110,7130,161423
7442,7442,7460,7460,7460,7448,7441,7460,7448,7448,7460,4000,7460,7448,8200,7446,4000,7442,160495
0,7442,7442,0,0,7442,0,0,0,0,7442,0,0,0,0,0,0,0,160459
0,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159516
7442,7441,7441,7446,7448,7442,7441,7441,7460,7442,7442,7442,7441,7442,7442,7442,7442,7442,159128
0,0,0,0,0,0,0,8200,0,0,0,0,0,8200,0,8200,0,0,158652
7442,7420,7442,7442,7420,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,158247
0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156335
7442,7442,7442,7442,8200,1100,0,0,0,0,0,0,0,0,0,0,0,0,155982
7442,7442,7442,7442,7330,1200,7200,7449,7449,7442,7410,7410,7410,7410,7410,7410,7410,7410,155102
0,0,0,0,0,0,7442,7442,0,0,0,0,0,0,0,0,0,0,152111
7442,8100,7442,7442,7442,7442,7320,8400,7442,7442,7442,1200,8100,7442,7442,7442,7350,7420,150746
0,0,0,0,0,7442,8200,0,0,0,0,0,0,8200,8200,8200,0,7442,150714
0,0,0,0,0,0,0,0,0,0,0,7442,0,0,7442,7442,7442,0,148057
7442,8200,0,0,0,0,0,0,0,0,7442,0,0,7442,0,7442,0,0,148037
0,0,0,0,0,0,0,0,0,0,0,0,0,7442,0,0,0,0,147480
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,8200,0,0,147295
7442,7442,7442,7442,7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,147246
8200,7442,7442,7442,0,7442,7442,7442,7442,7442,7442,0,0,7442,7442,7442,0,0,147210
7442,8100,1100,0,0,0,0,0,0,0,0,0,0,0,7442,7442,0,0,147092
7442,7330,7430,7200,7449,7449,7410,7140,7110,7110,7110,7110,7110,7130,7140,7410,7410,7410,146707
7442,7442,7442,7442,7430,7420,7449,7449,7410,7410,7140,7140,7140,7140,7140,7140,7140,7130,146287
7442,8200,1100,7200,3500,7410,7130,7140,7410,7410,7410,7410,7410,7410,7140,7410,7410,7140,146223
7442,7442,7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,7442,137760
0,0,8200,0,0,7442,7442,7442,8400,7442,7442,7442,7442,7442,1100,0,0,0,135799
7442,7350,7442,7442,7442,7442,8200,7442,7442,7442,7420,7442,7320,7441,7442,7442,7442,7442,131839
0,0,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,125859
7442,7442,7442,7442,8200,1100,7200,7110,7110,7442,7442,7442,0,0,0,0,0,7442,123323
0,7442,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118723
1200,1200,7200,7442,8400,8200,8200,8200,8200,7460,8200,8200,8200,7460,8200,8200,8200,8200,115306
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,8100,114605
7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,113620
0,0,0,7442,0,7442,7442,8200,7442,8200,0,0,0,0,0,0,0,0,109622
0,7442,0,0,0,7442,0,0,0,0,7442,0,0,0,0,0,0,0,104282
7442,0,0,8200,0,0,8200,7442,7442,0,7442,0,0,8200,0,8200,0,7442,102839
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9997
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,7442,7442,7442,7442,7442,9992
7420,7442,7442,7420,7350,7442,8200,7442,8100,7442,7442,7442,7360,7442,7442,7442,7420,7442,99900
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9987
7130,7130,7110,7110,8200,1100,7200,5300,3500,3600,7110,0,8200,1100,7200,0,0,0,99822
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9982
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9979
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9976
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9974
0,0,0,7442,8200,1100,0,0,0,0,0,0,0,0,0,0,0,0,99721
0,0,0,0,7442,0,0,0,7442,8200,1100,0,0,0,0,0,7442,7330,99679
0,0,7442,7442,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,99659
7442,7442,7442,7441,7448,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9964
7442,7443,7443,7110,7110,7110,7110,7110,0,7110,7110,0,7110,7110,0,7110,7110,0,9962
0,0,7442,7442,7442,0,0,7442,0,0,0,0,7442,0,0,7442,8200,0,9959
0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,8200,0,99479
0,0,0,0,0,0,0,0,0,7442,0,0,0,0,0,7442,7442,0,99460
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,9944
7110,7110,7110,7110,7110,7110,0,0,0,0,0,0,8200,1100,7200,5300,3500,3600,99419
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9935
7442,7320,7360,7442,7442,7442,7442,7442,7442,8200,0,7442,0,7442,7442,7442,8400,7442,99341
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9928
0,0,0,0,0,0,0,0,0,0,0,0,0,7442,0,0,7442,0,99259
7442,7442,7442,0,0,7442,7442,7442,7442,0,0,0,0,0,0,7442,7442,7442,9925
0,7442,7442,7442,7442,7442,7442,0,0,0,7442,7442,0,7442,7442,7442,7442,7442,9920
8400,7442,7442,8100,7442,8200,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,99179
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,9915
7442,7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,8400,7442,7442,9905
8100,8200,7442,8100,8200,7442,7360,7330,8400,8200,7442,7420,8200,0,7442,8400,1100,0,99022
7442,7442,7442,7350,7430,7442,1200,7442,7442,7442,7442,7442,7430,7420,7442,7442,7442,7330,98980
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9898
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9891
0,0,0,0,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,0,9887
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,98841
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9882
8200,1200,1200,5600,5500,3500,3600,7110,7110,7110,7110,0,0,0,0,0,0,0,98780
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9866
0,0,0,0,0,8200,1200,7200,0,0,0,0,0,0,0,0,0,0,98620
0,7442,7442,0,7442,0,0,7442,0,7442,0,7442,7442,7442,7442,0,7442,7442,9859
7442,7442,7442,7442,7442,7442,0,0,0,0,0,0,0,0,0,0,0,0,98581
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9852
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9849
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9839
0,0,0,0,0,0,7442,7442,7442,7442,0,0,0,7442,0,0,0,0,9832
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9827
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,98260
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9817
7442,7442,7442,7442,7442,7442,7442,7445,7350,7443,7442,1100,7200,7200,3500,3600,7110,7110,98160
0,0,0,0,0,0,0,0,8200,0,7442,0,0,0,0,0,0,0,98123
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9807
7442,7442,7420,7442,7350,8400,7442,7442,7442,7442,7442,7442,7442,0,0,0,0,0,98039
7442,7442,0,7442,7442,7442,7442,7442,7442,7442,7442,7442,7350,7442,7442,7442,7442,7442,9803
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9801
7442,7442,7442,7420,7445,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7441,7446,98001
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7441,7446,7442,7442,7442,7442,7441,9798
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,97964
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,9790
0,0,0,8200,0,0,0,0,0,0,7442,0,0,0,0,0,0,0,97861
7442,0,0,0,0,0,0,0,7442,0,0,7442,7442,7442,0,0,0,0,97859
0,0,0,0,0,0,0,0,0,7442,7442,0,7442,7442,7442,7442,0,0,9782
0,0,0,0,0,7442,8200,0,0,0,7442,7442,7360,8200,0,0,0,7442,97799
0,0,0,7442,7442,7442,7442,7442,7442,7442,7442,0,7442,7442,7442,7442,7442,7442,9771
7442,0,0,7442,7442,7442,7442,7442,7442,7442,7442,0,7442,7442,7442,7442,7442,7442,9764
7442,7442,7442,7360,8100,7330,7350,8100,7360,7442,7442,7350,8100,8100,7442,7420,7330,7442,97560
0,0,0,0,0,0,0,0,7442,7442,7442,7442,0,0,7442,7442,7442,0,9751
7442,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,9748
0,0,0,7442,7442,7442,7442,7442,7442,0,7442,0,0,0,7442,7442,7442,0,9745
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,9736
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,0,0,7442,7442,97241
0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,97179
