id,week1,week10,week11,week12,week13,week14,week15,week16,week17,week18,week2,week3,week4,week5,week6,week7,week8,week9,clustered_label
101208087,6461,6461,6461,5100,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,0.6411
102205089,6461,6461,6461,6420,6464,6461,6461,6461,6461,6450,6461,6461,6461,6461,6461,6461,6461,6461,0.6426
101208066,6461,6461,6465,6461,6463,6463,6461,6463,3300,6461,6461,6461,6450,6450,6461,6461,6461,6465,0.33
101208030,6461,6420,6461,6461,6463,6420,6464,6461,6461,6461,6420,6464,6461,6461,6461,6464,6461,6461,0.6426
102208075,6461,6461,6461,6600,6461,6461,6461,6461,6461,5100,6461,6461,6100,6463,4500,6463,6461,6461,0.834
102205037,6461,6420,6310,5100,6461,6461,6461,6461,6420,6520,6461,6461,6461,6461,6461,6461,6461,6461,0.6411
102104031,6461,6420,6465,6600,6461,6463,6559,6461,6461,3640,6461,6465,6463,6320,6461,6461,6464,6320,0.612
101208085,6461,6461,6461,6465,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,0.6426
101208069,6461,6463,6463,6600,6462,6461,6461,6464,3650,6409,6461,6440,6310,6465,6440,6461,4500,6450,0.31
102208088,6461,6461,6461,6520,6461,6461,6461,6461,6461,5500,6461,6461,6461,6461,3400,6461,6462,6461,0.834
102208081,6461,6450,6461,6461,6461,6461,6461,6463,6461,6409,6461,6461,6461,6461,6461,6461,6465,6461,0.6426
102208058,6461,6461,6461,6509,6461,6461,6461,6461,6461,5400,6461,6461,6461,6461,6440,6461,6461,6461,0.643
102208049,6461,6461,6461,6330,6461,6461,6461,6461,6461,6462,6461,6461,6461,6461,4400,6440,6310,6462,0.8366
102208033,6461,6461,6461,6320,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,4100,6461,6461,6461,0.8363
102208008,6461,6461,6461,6461,6461,6461,6461,6461,6465,6465,6461,6461,6440,6440,6461,6461,6461,6461,0.6426
101208074,6461,6461,6463,6600,6461,6463,6463,6461,6463,6240,6461,6461,6461,6461,6440,6461,6461,6461,0.6426
99304030,6461,6100,6465,1400,6461,6463,6464,6461,6463,6430,6461,6463,6461,6465,6463,6461,6461,6450,0.521
99203054,6461,6220,6509,6210,6461,6461,6559,6461,6461,6461,6450,6559,6450,6461,6430,6461,6461,6600,0.6423
103302104,6461,6465,6464,3200,6461,6461,6461,6461,6461,1400,6100,6461,6464,6461,1400,6461,6463,6465,0.13
103302103,6461,6461,6240,3200,6461,6240,6461,6461,6220,3620,6463,6461,6100,6461,6210,6461,6461,6461,0.114
102306046,6461,6461,6210,5300,1300,6450,6240,6461,6464,5100,6461,6559,6465,6450,6440,6461,6450,6463,0.63
102306041,6461,6461,6220,6430,6461,6461,6461,6461,1400,6509,6461,6210,6450,6450,6461,6461,6420,6461,0.34
102209035,6461,6409,6409,1200,6461,6465,6464,6461,6461,6600,6463,6420,6463,6461,6540,6465,6463,6464,0.521
102208090,6461,6450,6461,6409,6461,6463,6420,6463,6461,3640,6461,6464,6465,6463,3640,6450,3620,3100,0.44
102208089,6461,6461,6465,6409,6461,6461,3300,6461,6461,6461,6464,6464,6463,6465,4400,6464,6461,6420,0.832
102208086,6461,6450,6100,6463,6450,6450,6450,6461,6461,6210,6461,6461,6461,6220,6450,6461,6450,6463,0.6422
102208085,6461,6461,6461,6462,6461,6461,6461,6461,6461,6461,6461,6461,6440,6465,3650,6461,6461,6430,0.8364
102208084,6461,6461,6350,6450,6461,6461,6461,3640,6461,3500,6461,6240,6461,6461,6450,6461,6461,6461,0.611
102208083,6461,6409,6464,6600,6240,6420,6461,6461,6463,6600,6420,6420,6461,6461,4500,6463,6461,6540,0.8365
102208082,6461,6461,6440,6559,6463,6461,6461,6461,6461,6430,6461,6461,6465,6450,6310,6461,6463,6461,0.6426
102208078,6461,6461,6450,6465,3640,6420,6220,6461,6463,5200,6420,6420,6461,6465,4500,6463,6463,6461,0.833
102208074,6461,6461,6440,4600,6461,6461,6461,6465,6461,5400,6461,6461,6465,6461,6464,6461,6461,6463,0.6413
102208073,6461,6461,6461,5100,6461,6461,6461,6461,6461,6465,6461,4500,6320,6461,6430,6350,6461,6430,0.66
102208068,6461,6461,6461,6540,6461,6461,6463,6461,6450,6430,6461,6220,6463,6461,4300,6463,6461,6465,0.8366
102208066,6461,6461,6440,6220,6461,6420,6520,6461,6465,5400,6220,6420,6463,6450,3300,6409,6463,6450,0.834
102208065,6461,6461,6463,6461,6461,6463,6210,6461,6461,6461,6461,6463,6450,6461,6464,6461,6465,6461,0.6426
102208064,6461,6461,6461,3100,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6310,6461,6461,6461,0.54
102208063,6461,6461,4200,6600,6461,1300,6463,1100,6461,1300,6461,6420,6210,6450,6440,6461,6450,6461,0.21
102208062,6461,3650,6450,3400,6461,6461,6461,6461,6465,6461,6461,6420,6461,6461,6440,6461,6461,6461,0.53
