PERIOD,CUSTOMER_NUM,AR_AMT,CURRENT_AMT,P1_1-30_amt,P2_31-60_amt,P3_61-90_amt,P4_91-120_amt,P5_121-150_amt,P6_151-180_amt,P7_over180_amt,refund,clustered_label
201602,10462,481232.7,0.948213515,0.051786485,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10462,294563.96,0.968186027,0.031813972999999995,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10462,286827.09,0.998059528,0.0019404720000000002,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10462,294675.67,0.986889824,0.013110176000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10462,288866.15,0.998648509,0.001351491,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10462,249256.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10462,213205.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,10462,199782.31,0.999254489,0.000745511,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,10462,160048.87,0.9859685359999999,0.014031463999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10462,182012.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10462,200907.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,10462,183391.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,10462,158059.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,10462,171864.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,10462,133207.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,10462,131268.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,10462,116447.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,104641,121.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,104641,244.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,104641,1098.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,104679,21013.13,0.24726778,0.75273222,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201602,104679,8528.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,104679,6382.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,104679,16809.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,104679,14153.3,0.42252478200000004,0.577475218,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201607,104679,2214.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,104679,11125.46,0.6782667859999999,0.321733214,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201609,104679,5512.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,104679,5231.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,104679,6895.31,0.260332023,0.739667977,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201612,104679,13690.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,104679,10438.31,0.8182905090000001,0.18170949100000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201702,104679,18287.58,0.539218967,0.46078103299999995,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201703,104679,4902.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,104679,16029.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,104679,13910.45,0.322546,0.677454,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201706,104679,3105.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201603,104824,514.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,104824,342.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,104824,345.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201705,104824,561.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10491,27040.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,10491,35821.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10491,37951.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10491,38600.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10491,19156.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10491,6034.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10491,16073.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10491,39052.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,10491,36664.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,10491,31181.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10491,23987.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10491,30427.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,10491,32702.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,10491,28244.91,1.00577343,-0.00577343,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,10491,42750.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,10491,80960.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,10491,48759.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,10491,32712.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,104941,541.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,104941,3637.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,104941,369.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,104941,2272.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,104941,350.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,104941,3645.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,104941,245.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,104941,322.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,104941,642.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,104941,643.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,104941,530.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,104941,3006.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,105020,152152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105020,152152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,105020,298132.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105020,298132.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,105020,186.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,105020,137998.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105034,41412.1,0.9858101859999999,0.014189813999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105034,38053.56,0.99441524,0.00558476,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105034,12208.15,0.760774565,0.239225435,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201604,105034,49751.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105034,49482.71,0.7567621090000001,0.243237891,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201606,105034,61369.78,0.615401913,0.38459808700000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201607,105034,47688.32,0.32851922699999997,0.671480773,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201608,105034,50868.19,0.6923391609999999,0.30766083899999996,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201609,105034,70318.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105034,78042.63,0.44452551100000004,0.555474489,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201611,105034,49332.27,0.446785035,0.553214965,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201612,105034,114912.77,0.823025848,0.176974152,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201701,105034,140200.09,0.390094971,0.609905029,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201702,105034,158345.5,0.43649368,0.56350632,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201703,105034,98359.06,0.27503689,0.72496311,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201704,105034,84507.65,0.595491769,0.034824895,0.36968333600000003,0.0,0.0,0.0,0.0,0.0,0,0.74
201705,105034,64696.39,0.6822584690000001,0.317741531,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201706,105034,92703.75,0.7018522979999999,0.298147702,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201601,105059,11218.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105059,5831.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105059,2049.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105059,2049.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105059,25.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,105059,841.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,105059,2731.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105059,2731.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,105059,1890.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,105059,2394.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105123,3103.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105123,849.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105123,849.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201605,105123,849.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.11
201606,105123,677.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105123,2439.36,0.8240604090000001,0.175939591,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201608,105123,5077.46,0.8427639020000001,0.155428108,0.0018079910000000001,0.0,0.0,0.0,0.0,0.0,0,0.76
201609,105123,7511.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105123,10295.23,0.992607256,0.007392744000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,105123,6352.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,105123,3148.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105123,3993.29,0.211665068,0.788334932,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201706,105123,567.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10513,1840.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,10513,829.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10513,624.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10513,569.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10513,563.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10513,676.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10513,238.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10513,229.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,10513,229.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,10513,120.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10513,97.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105165,8435.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105165,9482.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105165,3003.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105165,8452.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105165,8416.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,105165,6419.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105165,22138.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,105165,9013.96,0.398892385,0.601107615,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201609,105165,13662.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105165,9404.78,0.42332516,0.57667484,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201611,105165,5668.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,105165,21857.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105165,8689.1,0.522586919,0.477413081,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201702,105165,9490.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,105165,5579.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,105165,11220.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,105165,11155.46,0.597495755,0.402504245,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201706,105165,4837.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105280,667.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,105280,1558.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105280,210.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,105280,1324.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105303,122047.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105303,138787.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105303,101483.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105303,61183.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105303,114247.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,105303,151388.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105303,50906.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,105303,101534.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,105303,84230.75,0.928767107,0.07123289299999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105303,39699.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,105303,22583.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,105303,26873.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105303,13216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,105303,16870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,105303,15554.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,105303,25826.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,105303,20587.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,105303,11531.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10531,5832.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,10531,5931.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10531,1079.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10531,922.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10531,304.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10531,1726.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10531,1736.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10531,3405.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,10531,3478.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,10531,58.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105339,107100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105339,78200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105339,57800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105339,29178.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105339,46728.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,105339,89228.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105339,59500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,105339,27200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10537,175.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,10537,150.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10537,155.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10537,69.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10537,68.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10537,44.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10537,73.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10537,91.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,10537,94.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10540,2596.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,10540,5131.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10540,9123.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,10540,6355.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,10540,2015.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10540,3540.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10540,26997.61,1.036659541,-0.036659541000000004,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10540,33074.73,1.03010788,0.0,-0.03010788,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,10540,12146.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,10540,6794.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10540,10459.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10540,8879.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,10540,10421.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,10540,21051.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,10540,19590.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,10540,11548.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,10540,11577.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,10540,14062.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105401,584632.98,0.0,0.0,0.522571409,0.24491447600000002,0.232514115,0.0,0.0,0.0,0,0.12
201602,105401,148952.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105401,340783.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105401,339922.5,0.558528782,0.44147121799999994,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76
201605,105401,334734.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.11
201606,105401,331152.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.71
201601,105466,3695.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105466,1092.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105466,4575.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105466,2283.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,105466,485.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,105466,502.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,105466,113.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105499,26528.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105499,43192.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201604,105499,16464.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201605,105499,12466.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,105499,27574.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,105499,5163.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8
201608,105499,12719.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,105499,11852.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,105499,5869.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,105499,14421.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,105499,26856.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,105499,3493.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,105499,3517.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,105499,3400.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,10551,130074.38,1.000062349,-3.0799999999999996e-05,0.0,0.0,-3.15e-05,0.0,0.0,0.0,0,0.75
201602,10551,124400.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,10551,145693.58,1.000028553,0.0,0.0,-2.8600000000000004e-05,0.0,0.0,0.0,0.0,0,0.75
201604,10551,179285.3,1.000023147,0.0,0.0,0.0,-2.3100000000000002e-05,0.0,0.0,0.0,0,0.75
201605,10551,155049.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201606,10551,135588.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201607,10551,163120.57,0.995986956,0.0,0.004013044,0.0,0.0,0.0,0.0,0.0,0,0.75
201608,10551,118348.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201609,10551,103735.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201610,10551,133517.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201611,10551,88669.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201612,10551,115533.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201701,10551,142341.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201702,10551,123190.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201703,10551,75647.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201704,10551,109541.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201705,10551,92161.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201706,10551,113149.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201601,105562,31065.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
201602,105562,57438.68,0.8357700770000001,0.07275115,0.091478774,0.0,0.0,0.0,0.0,0.0,0,0.75
201603,105562,101380.68,0.7635666870000001,0.0,0.1846047,0.0,0.051828612999999996,0.0,0.0,0.0,0,0.74
201604,105562,111975.39,0.78593716,0.0,0.0,0.167138065,0.0,0.046924775,0.0,0.0,0,0.75
201605,105562,130335.73,0.816092103,0.0,0.0,0.0,0.11153211800000001,0.032061277,0.040314502,0.0,0,0.75
201606,105562,72836.37,0.670909327,0.0,0.0,0.0,0.0,0.199579139,0.057371475,0.072140059,0,0.75
201607,105562,60277.6,0.602343657,0.0,0.0,0.0,0.0,0.0,0.241161227,0.156495116,0,0.75
201608,105562,32280.43,0.257451961,0.0,0.0,0.0,0.0,0.0,0.0,0.7425480390000001,0,0.72
201609,105562,37445.69,0.35987906799999997,0.0,0.0,0.0,0.0,0.0,0.0,0.640120932,0,0.72
201610,105562,37249.0,0.35649896600000003,0.0,0.0,0.0,0.0,0.0,0.0,0.643501034,0,0.72
201611,105562,31069.93,0.22852191800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.771478082,0,0.72
201612,105562,25236.76,0.050204147000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.949795853,0,0.72
201701,105562,25264.59,0.051250385999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.948749614,0,0.72
201702,105562,25260.74,0.051105787,0.0,0.0,0.0,0.0,0.0,0.0,0.948894213,0,0.72
201703,105562,31478.58,0.23853712600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.761462874,0,0.72
201704,105562,36900.67,0.350424532,0.0,0.0,0.0,0.0,0.0,0.0,0.649575468,0,0.72
