,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,cluster,cluster_count,mean,std
0,0,0,0,0.0,0.125,0.0,0.625,0.0,0.0,0.25,100,8,70.125,18.29916323223551
1,0,0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,110,5,71.2,14.218298069740976
2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120,1,42.0,0.0
3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130,1,99.0,0.0
4,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140,1,64.0,0.0
5,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200,2,66.0,2.0
6,0,0,0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,300,7,76.42857142857143,12.431034238746909
7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,400,4,91.0,8.0
8,0,0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,500,9,59.55555555555556,15.391997279330372
9,0,0,0,0.028985507246376812,0.014492753623188406,0.043478260869565216,0.2028985507246377,0.13043478260869565,0.14492753623188406,0.43478260869565216,600,69,80.20289855072464,16.612008673791195
10,0,0,0,0.038461538461538464,0.0,0.057692307692307696,0.23076923076923078,0.15384615384615385,0.09615384615384616,0.4230769230769231,610,52,79.23076923076923,17.614040929605636
11,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,611,1,73.0,0.0
12,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,612,1,66.0,0.0
13,0,0,0,0.0,0.0,0.125,0.375,0.25,0.125,0.125,613,8,71.625,10.605865122657368
14,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,614,1,79.0,0.0
15,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,615,1,33.0,0.0
16,0,0,0,0.025,0.0,0.05,0.2,0.1,0.1,0.525,616,40,82.4,17.33320512773099
17,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,620,1,82.0,0.0
18,0,0,0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,630,9,78.22222222222223,14.695258326547059
19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,640,3,90.0,0.816496580927726
20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,650,2,89.5,5.5
21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,660,2,89.5,9.5
22,0,0,0,0.0,0.0,0.2,0.1,0.1,0.4,0.2,700,10,78.2,13.607350954539243
23,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,710,1,53.0,0.0
24,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,720,2,87.0,0.0
25,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,730,1,83.0,0.0
26,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,740,1,74.0,0.0
27,0,0,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,750,3,72.66666666666667,14.522013940527977
28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,760,2,90.0,3.0
29,0,0,0,0.03571428571428571,0.0,0.14285714285714285,0.25,0.10714285714285714,0.21428571428571427,0.25,800,28,75.21428571428571,16.338729498729485
30,0,0,0,0.0625,0.0,0.125,0.3125,0.125,0.1875,0.1875,810,16,72.25,16.712644913358268
31,0,0,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,820,7,82.57142857142857,13.65762103167671
32,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,830,1,83.0,0.0
33,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,840,2,67.0,5.0
34,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,850,1,56.0,0.0
35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,860,1,99.0,0.0
