clustered_label,0,1
5510,1,0
1653,1,1
2000,1,1
1653,1,1
6140,1,0
1419,1,1
1430,1,1
1653,1,1
1100,1,1
3540,1,1
1653,1,1
3520,1,1
6120,1,1
6120,1,1
1653,1,1
1652,1,0
1460,1,1
5629,1,1
1639,1,1
1653,1,1
1653,1,1
3100,1,1
5629,1,0
1658,1,1
5300,1,0
2000,1,1
4300,0,0
5610,0,0
1655,1,1
6500,1,1
1653,1,1
1655,1,1
1653,1,1
6140,1,0
1651,1,0
3240,1,1
3400,1,1
1210,1,0
1653,1,1
6120,1,1
3240,1,1
1653,1,1
1460,1,1
3310,0,0
1460,1,1
6400,1,1
1610,0,0
5539,1,1
4100,0,0
3210,0,0
1653,1,0
3540,1,1
6110,1,1
6400,1,1
6130,1,0
1440,1,1
6600,1,1
1660,1,0
1658,1,1
1240,1,1
1655,1,1
5510,1,1
3100,1,1
6300,1,1
1300,1,0
1220,1,0
1656,1,1
5529,1,1
1630,1,0
1653,1,1
1419,1,1
1660,0,0
5400,0,0
3530,1,0
5529,1,1
3339,1,1
1653,1,1
6110,1,0
1653,1,1
1653,1,0
1653,1,1
1658,1,0
5510,0,0
1409,1,1
1419,1,1
3229,1,0
1653,1,1
6110,1,1
6200,0,0
1653,1,1
4400,0,0
1653,1,1
1651,1,1
1653,1,1
1460,1,0
1500,0,0
6400,1,1
5520,1,1
1653,1,1
5100,1,0
1656,1,1
1653,1,1
1653,1,1
1653,1,1
1653,1,1
1300,1,0
1653,1,1
1450,1,1
5200,0,0
5620,0,0
1100,1,0
5620,1,0
1620,1,0
5620,1,1
5100,1,1
1653,1,1
1639,1,1
6600,1,0
4200,0,0
5620,1,1
1653,1,1
1653,1,1
1651,1,1
1651,1,1
1651,1,1
4200,0,0
3510,1,0
3600,1,1
1660,0,0
3339,1,0
5510,0,0
1653,1,1
1656,1,1
1653,1,1
1655,1,1
1653,1,1
2000,1,0
2000,1,1
5529,1,0
1651,1,1
1654,1,1
3600,1,1
3600,1,1
1653,1,1
