id,week,TA_video,TA_text,Teacher_video,Teacher_text,clustered_label
100101021,week1,0.0,0.0,0.0,0.0,0.2331
100101021,week2,0.0,0.0,0.0001762356074253936,0.003964571910586251,0.2334
100101021,week3,0.0006455629077997832,0.0027776491829081987,9.790867079188532e-05,0.0018557570645297344,0.232
100101021,week4,0.0,0.0003703532243877598,0.0,0.004386334879797554,0.234
100101021,week5,0.0,0.004073885468265358,0.0,0.0008435259384226066,0.232
100101021,week6,0.0007838978166140227,0.0,0.00015665387326701654,0.010839308308730491,0.234
100101021,week7,0.0,0.002268413499375029,0.0,0.0019822859552931253,0.2335
100101021,week8,0.0,0.0,0.0,0.001940109658371995,0.2333
100101021,week9,0.0,0.002453590111568909,0.0,0.0016448755799240828,0.232
100101021,week10,0.0,0.0015740012036479793,0.0,0.002066638549135386,0.2335
100101021,week11,0.0,0.001898060274987269,0.0,0.0018135807676086038,0.2335
100101021,week12,0.0,0.0,0.01770188767917287,0.0,0.231
100101021,week13,0.0,0.0017591778158418591,0.0001174904049502624,0.0019822859552931253,0.2335
100101021,week14,0.0,0.011758714874311372,0.0,0.0014761703922395613,0.236
100101021,week15,0.0,0.004120179621313828,0.0,0.0016448755799240828,0.232
100101021,week16,0.0,0.0,0.0,0.01294812315478701,0.234
100101021,week17,0.0,0.0,0.045194642437534266,0.002741459299873471,0.25
100101021,week18,0.0,0.0,0.0,0.0,0.2331
100104041,week1,0.0,0.0,0.0,0.0,0.2331
100104041,week2,0.0,0.0,0.0,0.003711514129059469,0.2334
100104041,week3,0.0,0.0010647655201148094,0.0,0.0006748207507380852,0.2335
100104041,week4,0.0,0.0,0.0,0.0005482918599746941,0.2331
100104041,week5,0.0,0.0006018239896301098,0.0,0.0022353437368199075,0.2334
100104041,week6,0.0,0.0,0.0,0.0,0.2331
100104041,week7,0.0,0.0,0.0,0.015816111345423867,0.234
100104041,week8,0.0,0.0005555298365816396,0.0,0.0012652889076339095,0.2333
100104041,week9,0.0,0.002268413499375029,0.06393436202710112,0.058793757908055674,0.33
100104041,week10,0.0,0.0007407064487755196,0.0,0.08266554196541544,0.36
100104041,week11,0.0,0.030646729318087124,0.0013315579227696404,0.026866301138760016,0.242
100104041,week12,0.0,0.0003703532243877598,0.00013707213910863948,0.00021088148460565162,0.2331
100104041,week13,0.0,0.009397713068839405,0.0,0.00042176296921130323,0.232
100104041,week14,0.0,0.00032405907133928986,0.0,0.005018979333614509,0.234
100104041,week15,0.0,0.004536826998750057,0.0,0.0033741037536904263,0.232
100104041,week16,0.0,0.005138650988380168,0.0,0.0013496415014761704,0.232
100104041,week17,0.0,0.0,0.0,0.000506115563053564,0.2331
100104041,week18,0.0,0.0014814128975510392,0.0,0.2989877688738929,0.54
100202044,week1,0.0,0.0,0.0,0.0,0.2331
100202044,week2,0.0,0.0,0.0,0.0,0.2331
100202044,week3,0.0,0.0,0.0,0.004723745255166597,0.234
100202044,week4,0.0,0.0,0.0,0.05191902150991143,0.245
100202044,week5,0.0,0.0,0.0,0.00257275411218895,0.2334
100202044,week6,0.0,0.0,0.0,0.0,0.2331
100202044,week7,0.0,0.0,0.0,0.0016448755799240828,0.2333
100202044,week8,0.0,0.0,0.0,0.001012231126107128,0.2333
100202044,week9,0.0,0.0,0.0,0.0051455082243779,0.234
100202044,week10,0.0,0.0,0.0,0.00042176296921130323,0.2331
100202044,week11,0.0,0.084810888384797,0.0,0.00037958667229017287,0.26
100202044,week12,0.0,0.0002777649182908198,0.0012140675178193784,0.1632644453816955,0.32
100202044,week13,0.0,0.0,0.0,0.0002952340784479123,0.2331
100202044,week14,0.0,0.0,0.0,0.0018135807676086038,0.2333
100202044,week15,0.0,0.0,0.0,0.00518768452129903,0.234
100202044,week16,0.0,0.0,0.0,0.001560522986081822,0.2333
100202044,week17,0.0,0.0,0.0,0.0,0.2331
100202044,week18,0.0,0.0,0.0,0.6185997469422185,0.53
100206009,week1,0.0,0.0,0.0,0.0,0.2331
100206009,week2,0.0,0.0,0.0,0.0,0.2331
100206009,week3,0.0,0.0,0.020658729537087802,0.0008435259384226066,0.25
100206009,week4,0.0,0.0,0.0,0.0,0.2331
100206009,week5,0.0,0.0,0.015782877731651917,0.0006748207507380852,0.231
100206009,week6,0.07981924238581606,0.0,0.03559959269992951,0.0,0.214
100206009,week7,0.0,0.0,0.0,0.0,0.2331
100206009,week8,0.0,0.0437942687838526,0.0,0.0037536904259805994,0.241
100206009,week9,0.0,0.0,0.0,0.0,0.2331
100206009,week10,0.0,0.0002777649182908198,0.0,0.00037958667229017287,0.2331
100206009,week11,0.0,0.0,0.0,0.0,0.2331
100206009,week12,0.04007101191985798,0.0,0.00440589018563484,0.0043019822859552935,0.235
100206009,week13,0.0,0.0003703532243877598,0.0,0.012062420919443274,0.234
100206009,week14,0.0,0.0,0.0,0.003078869675242514,0.2334
100206009,week15,0.016992137966015727,0.0,0.0,0.0007169970476592156,0.235
100206009,week16,0.0,0.0,0.0,0.003964571910586251,0.2334
100206009,week17,0.0,0.0,0.0,0.00383804301982286,0.2334
100206009,week18,0.00025361399949277205,0.011342067496875144,0.0,0.005609447490510335,0.236
100208053,week1,0.0,0.0,0.0,0.0,0.2331
100208053,week2,0.0,0.013240127771862413,0.0,0.002319696330662168,0.236
100208053,week3,0.0,0.0,0.0,0.0,0.2331
100208053,week4,0.0,0.0,0.0001174904049502624,0.0014761703922395613,0.2333
100208053,week5,0.0,0.0,0.0001762356074253936,0.0006748207507380852,0.2333
100208053,week6,0.0,0.0,0.02778648077073706,0.0,0.25
100208053,week7,0.0,0.0,0.0,0.0007591733445803457,0.2333
100208053,week8,0.0,0.0,0.0,0.0006748207507380852,0.2333
100208053,week9,0.0,0.0,0.0,0.001012231126107128,0.2333
100208053,week10,0.0,0.0,0.0,0.0,0.2331
100208053,week11,0.0,0.0,0.0,0.0009700548291859977,0.2333
100208053,week12,0.0,0.0,0.08474974543745595,0.0002952340784479123,0.22
100208053,week13,0.0,0.0,0.0,0.0,0.2331
100208053,week14,0.0,0.0,0.0,0.0033741037536904263,0.2334
100208053,week15,0.0,0.0,0.0,0.002699283002952341,0.2334
100208053,week16,0.0,0.0,0.0,0.0,0.2331
100208053,week17,0.0,0.0,0.0,0.023112610712779414,0.246
100208053,week18,0.0,0.0,0.0,0.0003374103753690426,0.2331
100401044,week1,0.0,0.0,0.0,0.0,0.2331
100401044,week2,0.0,0.0,0.0,0.0,0.2331
100401044,week3,0.0,0.005879357437155687,0.0001174904049502624,0.004259805989034163,0.232
100401044,week4,0.0,0.0,0.0,0.0,0.2331
100401044,week5,0.0,0.0,0.0,0.0009700548291859977,0.2333
100401044,week6,0.08191732183616536,0.0019906485810842088,0.06448265058353568,0.006157739350485028,0.214
100401044,week7,0.0,0.006481181426785797,0.0,0.0005904681568958246,0.232
100401044,week8,0.00011527909067853274,0.0003703532243877598,0.01127907887522519,0.0018557570645297344,0.231
100401044,week9,0.0,0.0,0.0,0.0,0.2331
100401044,week10,0.0,0.0,0.0,0.0,0.2331
100401044,week11,0.0,0.0,0.0,0.0,0.2331
100401044,week12,0.3067346044774399,0.002916531642053609,0.0,0.19907212146773515,0.42
100401044,week13,0.0,0.0,0.0,0.0002952340784479123,0.2331
100401044,week14,0.0,0.00041664737743622976,0.0,0.0,0.2331
100401044,week15,0.0,0.0,0.0,0.0,0.2331
100401044,week16,0.0,0.0,0.0,0.0,0.2331
100401044,week17,0.0,0.0437942687838526,0.0,0.17629692113032475,0.34
100401044,week18,0.11507158831531138,0.0018517661219387988,0.0,0.0,0.211
100401072,week1,0.0,0.0,0.0,0.0,0.2331
100401072,week2,0.0,0.0,0.0,0.0,0.2331
100401072,week3,0.0,0.0007407064487755196,0.0,0.003331927456769296,0.2334
100401072,week4,0.0,0.0024072959585204386,0.00041121641732591834,0.001560522986081822,0.232
100401072,week5,0.0,0.0012499421323086894,0.0,0.012062420919443274,0.234
