id,week,TA_video,TA_text,Teacher_video,Teacher_text,point_x,point_y
100101021,week1,0.0,0.0,0.0,0.0,31/48,137/216
100101021,week2,0.0,0.0,0.0001762356074253936,0.003964571910586251,31/48,137/216
100101021,week3,0.0006455629077997832,0.0027776491829081987,9.790867079188532e-05,0.0018557570645297344,5/8,11/18
100101021,week4,0.0,0.0003703532243877598,0.0,0.004386334879797554,5/8,11/18
100101021,week5,0.0,0.004073885468265358,0.0,0.0008435259384226066,5/8,11/18
100101021,week6,0.0007838978166140227,0.0,0.00015665387326701654,0.010839308308730491,5/8,11/18
100101021,week7,0.0,0.002268413499375029,0.0,0.0019822859552931253,31/48,137/216
100101021,week8,0.0,0.0,0.0,0.001940109658371995,31/48,137/216
100101021,week9,0.0,0.002453590111568909,0.0,0.0016448755799240828,5/8,11/18
100101021,week10,0.0,0.0015740012036479793,0.0,0.002066638549135386,31/48,137/216
100101021,week11,0.0,0.001898060274987269,0.0,0.0018135807676086038,31/48,137/216
100101021,week12,0.0,0.0,0.01770188767917287,0.0,5/8,11/18
100101021,week13,0.0,0.0017591778158418591,0.0001174904049502624,0.0019822859552931253,31/48,137/216
100101021,week14,0.0,0.011758714874311372,0.0,0.0014761703922395613,5/8,11/18
100101021,week15,0.0,0.004120179621313828,0.0,0.0016448755799240828,5/8,11/18
100101021,week16,0.0,0.0,0.0,0.01294812315478701,5/8,11/18
100101021,week17,0.0,0.0,0.045194642437534266,0.002741459299873471,7/12,7/12
100101021,week18,0.0,0.0,0.0,0.0,31/48,137/216
100104041,week1,0.0,0.0,0.0,0.0,31/48,137/216
100104041,week2,0.0,0.0,0.0,0.003711514129059469,31/48,137/216
100104041,week3,0.0,0.0010647655201148094,0.0,0.0006748207507380852,31/48,137/216
100104041,week4,0.0,0.0,0.0,0.0005482918599746941,31/48,137/216
100104041,week5,0.0,0.0006018239896301098,0.0,0.0022353437368199075,31/48,137/216
100104041,week6,0.0,0.0,0.0,0.0,31/48,137/216
100104041,week7,0.0,0.0,0.0,0.015816111345423867,5/8,11/18
100104041,week8,0.0,0.0005555298365816396,0.0,0.0012652889076339095,31/48,137/216
100104041,week9,0.0,0.002268413499375029,0.06393436202710112,0.058793757908055674,17/18,73/72
100104041,week10,0.0,0.0007407064487755196,0.0,0.08266554196541544,17/18,73/72
100104041,week11,0.0,0.030646729318087124,0.0013315579227696404,0.026866301138760016,5/8,11/18
100104041,week12,0.0,0.0003703532243877598,0.00013707213910863948,0.00021088148460565162,31/48,137/216
100104041,week13,0.0,0.009397713068839405,0.0,0.00042176296921130323,5/8,11/18
100104041,week14,0.0,0.00032405907133928986,0.0,0.005018979333614509,5/8,11/18
100104041,week15,0.0,0.004536826998750057,0.0,0.0033741037536904263,5/8,11/18
100104041,week16,0.0,0.005138650988380168,0.0,0.0013496415014761704,5/8,11/18
100104041,week17,0.0,0.0,0.0,0.000506115563053564,31/48,137/216
100104041,week18,0.0,0.0014814128975510392,0.0,0.2989877688738929,7/12,5/8
100202044,week1,0.0,0.0,0.0,0.0,31/48,137/216
100202044,week2,0.0,0.0,0.0,0.0,31/48,137/216
100202044,week3,0.0,0.0,0.0,0.004723745255166597,5/8,11/18
100202044,week4,0.0,0.0,0.0,0.05191902150991143,5/8,11/18
100202044,week5,0.0,0.0,0.0,0.00257275411218895,31/48,137/216
100202044,week6,0.0,0.0,0.0,0.0,31/48,137/216
100202044,week7,0.0,0.0,0.0,0.0016448755799240828,31/48,137/216
100202044,week8,0.0,0.0,0.0,0.001012231126107128,31/48,137/216
100202044,week9,0.0,0.0,0.0,0.0051455082243779,5/8,11/18
100202044,week10,0.0,0.0,0.0,0.00042176296921130323,31/48,137/216
100202044,week11,0.0,0.084810888384797,0.0,0.00037958667229017287,7/12,7/12
100202044,week12,0.0,0.0002777649182908198,0.0012140675178193784,0.1632644453816955,17/18,73/72
100202044,week13,0.0,0.0,0.0,0.0002952340784479123,31/48,137/216
100202044,week14,0.0,0.0,0.0,0.0018135807676086038,31/48,137/216
