,actual_grade,predict_grade,torrance,week,id
0,55,76.58854700854702,21.588547008547025,9,101208087
1,55,76.87695999999995,21.876959999999954,10,101208087
2,55,77.4479999999999,22.447999999999894,11,101208087
3,55,64.875,9.875,12,101208087
4,55,64.875,9.875,13,101208087
5,55,65.072,10.072000000000003,14,101208087
6,55,65.072,10.072000000000003,15,101208087
7,55,65.072,10.072000000000003,16,101208087
8,55,64.875,9.875,17,101208087
9,55,64.875,9.875,18,101208087
10,91,76.58854700854702,-14.411452991452975,9,102205089
11,91,76.87695999999995,-14.123040000000046,10,102205089
12,91,77.4479999999999,-13.552000000000106,11,102205089
13,91,79.37844919786109,-11.621550802138913,12,102205089
14,91,80.14326530612256,-10.856734693877442,13,102205089
15,91,80.77482084690568,-10.225179153094317,14,102205089
16,91,80.86569105691072,-10.13430894308928,15,102205089
17,91,80.84617715617729,-10.15382284382271,16,102205089
18,91,81.07917695473263,-9.920823045267369,17,102205089
19,91,81.25243494423802,-9.747565055761982,18,102205089
20,77,66.96823529411768,-10.031764705882324,9,101208066
21,77,67.38999999999999,-9.610000000000014,10,101208066
22,77,68.24357142857143,-8.756428571428572,11,101208066
23,77,73.10098360655734,-3.8990163934426647,12,101208066
24,77,75.82222222222218,-1.1777777777778198,13,101208066
25,77,77.46574257425735,0.465742574257348,14,101208066
26,77,77.6029230769231,0.6029230769231049,15,101208066
27,77,77.69006289308182,0.6900628930818158,16,101208066
28,77,77.71950310559012,0.7195031055901211,17,101208066
29,77,77.74822085889576,0.7482208588957633,18,101208066
30,99,81.91256756756762,-17.08743243243238,9,101208030
31,99,82.3747872340427,-16.6252127659573,10,101208030
32,99,80.24071428571423,-18.759285714285767,11,101208030
33,99,80.82927927927938,-18.170720720720624,12,101208030
34,99,80.16629139072867,-18.833708609271326,13,101208030
35,99,80.76993589743607,-18.23006410256393,14,101208030
36,99,81.33608695652188,-17.663913043478118,15,101208030
37,99,81.86813253012059,-17.13186746987941,16,101208030
38,99,82.36906432748545,-16.630935672514553,17,101208030
39,99,82.01540540540546,-16.98459459459454,18,101208030
40,74,80.06,6.060000000000002,9,102208075
41,74,80.06,6.060000000000002,10,102208075
42,74,80.06,6.060000000000002,11,102208075
43,74,80.06,6.060000000000002,12,102208075
44,74,80.06,6.060000000000002,13,102208075
45,74,80.06,6.060000000000002,14,102208075
46,74,80.06000000000002,6.0600000000000165,15,102208075
47,74,80.06,6.060000000000002,16,102208075
48,74,80.06,6.060000000000002,17,102208075
49,74,80.05999999999999,6.059999999999988,18,102208075
50,66,76.58854700854702,10.588547008547025,9,102205037
51,66,81.17802469135802,15.178024691358019,10,102205037
52,66,80.99121951219513,14.99121951219513,11,102205037
53,66,80.80891566265062,14.80891566265062,12,102205037
54,66,80.63095238095241,14.630952380952408,13,102205037
55,66,60.65,-5.350000000000001,14,102205037
56,66,60.65,-5.350000000000001,15,102205037
57,66,60.65,-5.350000000000001,16,102205037
58,66,62.38666666666666,-3.613333333333337,17,102205037
59,66,63.254999999999995,-2.7450000000000045,18,102205037
60,83,80.06,-2.9399999999999977,9,102104031
61,83,80.06,-2.9399999999999977,10,102104031
62,83,80.05999999999999,-2.940000000000012,11,102104031
63,83,80.05999999999997,-2.940000000000026,12,102104031
64,83,80.05999999999997,-2.940000000000026,13,102104031
65,83,80.05999999999996,-2.9400000000000404,14,102104031
66,83,80.05999999999996,-2.9400000000000404,15,102104031
67,83,80.05999999999996,-2.9400000000000404,16,102104031
68,83,80.05999999999996,-2.9400000000000404,17,102104031
69,83,80.05999999999996,-2.9400000000000404,18,102104031
70,71,76.58854700854702,5.588547008547025,9,101208085
71,71,76.87695999999995,5.876959999999954,10,101208085
72,71,77.4479999999999,6.447999999999894,11,101208085
73,71,79.320142180095,8.320142180095004,12,101208085
74,71,79.78268965517256,8.782689655172561,13,101208085
75,71,79.93649859943989,8.936498599439886,14,101208085
76,71,79.84917647058835,8.849176470588347,15,101208085
77,71,79.78594320486825,8.785943204868246,16,101208085
78,71,79.94751798561158,8.947517985611583,17,101208085
79,71,79.75421900161038,8.75421900161038,18,101208085
80,89,89.44,0.4399999999999977,9,101208069
81,89,89.44,0.4399999999999977,10,101208069
82,89,89.44000000000001,0.44000000000001194,11,101208069
83,89,89.44000000000003,0.44000000000002615,12,101208069
84,89,89.44000000000003,0.44000000000002615,13,101208069
85,89,89.44000000000004,0.44000000000004036,14,101208069
86,89,89.44000000000004,0.44000000000004036,15,101208069
87,89,89.44000000000004,0.44000000000004036,16,101208069
88,89,89.44000000000004,0.44000000000004036,17,101208069
89,89,89.44000000000004,0.44000000000004036,18,101208069
90,56,55.44,-0.5600000000000023,9,102208088
91,56,55.44,-0.5600000000000023,10,102208088
92,56,55.44,-0.5600000000000023,11,102208088
93,56,55.44,-0.5600000000000023,12,102208088
94,56,55.44,-0.5600000000000023,13,102208088
95,56,55.44,-0.5600000000000023,14,102208088
96,56,55.440000000000005,-0.5599999999999952,15,102208088
