,actual_grade,predict_grade,torrance,week,id
0,55,77.99670778391946,22.99670778391946,9,101208087
1,55,65.98090293453744,10.98090293453744,10,101208087
2,55,65.98398148148168,10.983981481481678,11,101208087
3,55,55.44,0.4399999999999977,12,101208087
4,55,55.44,0.4399999999999977,13,101208087
5,55,60.423478260869544,5.423478260869544,14,101208087
6,55,62.18235294117644,7.18235294117644,15,101208087
7,55,62.18235294117644,7.18235294117644,16,101208087
8,55,55.44,0.4399999999999977,17,101208087
9,55,55.44,0.4399999999999977,18,101208087
10,91,77.99670778391946,-13.003292216080538,9,102205089
11,91,78.07105912930312,-12.928940870696877,10,102205089
12,91,78.11699868593699,-12.883001314063009,11,102205089
13,91,78.00773898386446,-12.992261016135544,12,102205089
14,91,77.91537436125036,-13.084625638749642,13,102205089
15,91,77.83626727159964,-13.163732728400362,14,102205089
16,91,77.76775447373205,-13.232245526267945,15,102205089
17,91,77.70784129846425,-13.292158701535755,16,102205089
18,91,77.65500424231853,-13.344995757681474,17,102205089
19,91,77.6080596058295,-13.391940394170504,18,102205089
20,77,74.12664310954081,-2.873356890459192,9,101208066
21,77,78.1970212765957,1.1970212765957058,10,101208066
22,77,80.24305506216758,3.243055062167585,11,101208066
23,77,80.22950657894815,3.229506578948147,12,101208066
24,77,80.21782542113404,3.2178254211340374,13,101208066
25,77,80.20765042980004,3.20765042980004,14,101208066
26,77,80.19078680203111,3.1907868020311128,15,101208066
27,77,80.17738041002333,3.177380410023332,16,101208066
28,77,80.16646694214904,3.166466942149043,17,101208066
29,77,80.15741020793958,3.157410207939577,18,101208066
30,99,82.23582294264273,-16.764177057357273,9,101208030
31,99,83.5638691159578,-15.4361308840422,10,101208030
32,99,85.45353148614512,-13.546468513854876,11,101208030
33,99,87.27030198446903,-11.729698015530971,12,101208030
34,99,87.92938110749195,-11.070618892508051,13,101208030
35,99,88.51833461834896,-10.481665381651041,14,101208030
36,99,89.52632752613138,-9.473672473868618,15,101208030
37,99,90.35745708836359,-8.642542911636411,16,101208030
38,99,91.05451782583046,-7.945482174169541,17,101208030
39,99,91.64752839372412,-7.352471606275884,18,101208030
40,74,80.05999999999997,6.059999999999974,9,102208075
41,74,80.05999999999997,6.059999999999974,10,102208075
42,74,80.05999999999997,6.059999999999974,11,102208075
43,74,80.05999999999997,6.059999999999974,12,102208075
44,74,80.05999999999997,6.059999999999974,13,102208075
45,74,80.05999999999997,6.059999999999974,14,102208075
46,74,80.05999999999997,6.059999999999974,15,102208075
47,74,80.05999999999997,6.059999999999974,16,102208075
48,74,80.05999999999997,6.059999999999974,17,102208075
49,74,80.05999999999997,6.059999999999974,18,102208075
50,66,77.99670778391946,11.996707783919462,9,102205037
51,66,65.13335092348308,-0.8666490765169215,10,102205037
52,66,65.1538461538464,-0.846153846153598,11,102205037
53,66,65.17321695760624,-0.8267830423937568,12,102205037
54,66,65.19155339805852,-0.8084466019414833,13,102205037
55,66,60.423478260869544,-5.576521739130456,14,102205037
56,66,62.18235294117644,-3.8176470588235603,15,102205037
57,66,62.18235294117644,-3.8176470588235603,16,102205037
58,66,63.627142857142886,-2.3728571428571144,17,102205037
59,66,64.25692307692306,-1.7430769230769414,18,102205037
60,83,80.05999999999996,-2.9400000000000404,9,102104031
61,83,80.05999999999996,-2.9400000000000404,10,102104031
62,83,80.0600000000001,-2.9399999999998983,11,102104031
63,83,80.06000000000017,-2.939999999999827,12,102104031
64,83,80.06000000000003,-2.9399999999999693,13,102104031
65,83,80.05999999999995,-2.9400000000000546,14,102104031
66,83,80.05999999999986,-2.94000000000014,15,102104031
67,83,80.06000000000014,-2.9399999999998556,16,102104031
68,83,80.06000000000034,-2.9399999999996567,17,102104031
69,83,80.06000000000049,-2.9399999999995146,18,102104031
70,71,77.99670778391946,6.996707783919462,9,101208085
71,71,78.07105912930312,7.071059129303123,10,101208085
72,71,78.11699868593699,7.116998685936991,11,101208085
73,71,78.13171040723721,7.1317104072372075,12,101208085
74,71,78.12553907815365,7.1255390781536505,13,101208085
75,71,78.03997751966757,7.039977519667573,14,101208085
76,71,77.82167496138383,6.821674961383835,15,101208085
77,71,77.63717542748284,6.637175427482845,16,101208085
78,71,77.46201183431694,6.4620118343169395,17,101208085
79,71,77.30843975568973,6.308439755689733,18,101208085
80,89,89.43999999999994,0.4399999999999409,9,101208069
81,89,89.43999999999996,0.4399999999999551,10,101208069
82,89,89.44000000000014,0.44000000000013983,11,101208069
83,89,89.43999999999986,0.4399999999998556,12,101208069
84,89,89.43999999999961,0.43999999999961403,13,101208069
85,89,89.43999999999946,0.4399999999994577,14,101208069
86,89,89.44000000000004,0.44000000000004036,15,101208069
87,89,89.4400000000005,0.4400000000004951,16,101208069
88,89,89.44000000000081,0.44000000000080774,17,101208069
89,89,89.44000000000102,0.4400000000010209,18,101208069
90,56,55.44000000000004,-0.5599999999999596,9,102208088
91,56,55.43999999999985,-0.5600000000001515,10,102208088
92,56,55.43999999999998,-0.5600000000000165,11,102208088
93,56,55.44000000000012,-0.5599999999998815,12,102208088
