id,week1,week10,week11,week12,week13,week14,week15,week16,week17,week18,week2,week3,week4,week5,week6,week7,week8,week9,Exam1,Exam2,Final,semester
101208087,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.512,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,9.0,9.0,19.0,55
102205089,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6435,0.64651,0.6461399999999999,0.64613,0.6461100000000001,0.6461100000000001,0.6423,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,18.5,14.0,35.5,91
101208066,0.6461100000000001,0.64613,0.6466,0.6461100000000001,0.64645,0.64645,0.64613,0.64645,0.333,0.64613,0.6461100000000001,0.6461100000000001,0.6426,0.6423,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6466,14.5,15.0,23.0,77
101208030,0.6461100000000001,0.6435,0.6461100000000001,0.6461100000000001,0.64642,0.6434,0.64651,0.6461399999999999,0.6461100000000001,0.6461100000000001,0.6433,0.64652,0.6461100000000001,0.6461399999999999,0.6461100000000001,0.64653,0.6461100000000001,0.6461100000000001,22.5,23.5,33.5,99
102208075,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.662,0.6461100000000001,0.6461100000000001,0.64613,0.6461100000000001,0.6461100000000001,0.5143,0.6461100000000001,0.6461100000000001,0.613,0.64641,0.456,0.64641,0.64613,0.64613,10.0,10.0,24.0,74
102205037,0.6461100000000001,0.6435,0.6314,0.513,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6434,0.654,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461399999999999,0.6461100000000001,0.6461100000000001,0.6461100000000001,15.0,7.5,18.0,66
102104031,0.6461100000000001,0.6436,0.6466,0.664,0.64613,0.64644,0.6564,0.6461100000000001,0.6461100000000001,0.3623,0.64642,0.6466,0.64644,0.633,0.64612,0.6461399999999999,0.64656,0.633,17.0,13.0,25.5,83
101208085,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6463,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,14.0,12.0,16.5,71
101208069,0.6461100000000001,0.64641,0.64644,0.6632,0.6462,0.6461100000000001,0.6461100000000001,0.64654,0.364,0.6412,0.6461100000000001,0.6445,0.6313,0.6463,0.6442,0.6461100000000001,0.453,0.6425,15.5,17.5,28.5,89
102208088,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.654,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.55,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.342,0.6461100000000001,0.6462,0.6461100000000001,10.0,7.5,7.0,56
102208081,0.6461100000000001,0.6425,0.6461100000000001,0.64613,0.6461100000000001,0.6461100000000001,0.64613,0.64644,0.64613,0.6413,0.64613,0.6461399999999999,0.64613,0.64613,0.6461100000000001,0.6461100000000001,0.6466,0.64613,20.0,12.5,21.0,81
102208058,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6514,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.541,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6441,0.6461100000000001,0.6461100000000001,0.6461100000000001,4.0,4.0,2.0,33
102208049,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.635,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6462,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.442,0.6443,0.6313,0.6463,8.0,6.5,12.0,53
102208033,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.632,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.413,0.6461100000000001,0.6461100000000001,0.6461100000000001,14.5,9.0,20.0,67
102208008,0.6461100000000001,0.6461100000000001,0.64612,0.64612,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.6463,0.6463,0.6461100000000001,0.6461100000000001,0.6442,0.6442,0.6461100000000001,0.64612,0.64612,0.6461100000000001,18.5,17.0,33.0,92
101208074,0.6461100000000001,0.6461100000000001,0.64644,0.662,0.64613,0.64641,0.64641,0.6461100000000001,0.64644,0.621,0.6461100000000001,0.6461100000000001,0.6461100000000001,0.64612,0.6446,0.6461100000000001,0.64641,0.6461100000000001,11.5,7.5,17.0,63
99304030,0.6461100000000001,0.612,0.6466,0.14400000000000002,0.64613,0.64642,0.64653,0.6461100000000001,0.64642,0.6451,0.6461100000000001,0.64644,0.6461100000000001,0.6466,0.64644,0.6461100000000001,0.6461100000000001,0.6423,0.0,3.0,12.0,33
99203054,0.6461100000000001,0.6243,0.6513,0.622,0.6461100000000001,0.6461100000000001,0.6565,0.6461399999999999,0.6461100000000001,0.6461100000000001,0.6426,0.6564,0.6421,0.6461100000000001,0.6454,0.6461100000000001,0.64613,0.6609999999999999,22.0,24.0,36.0,99
