id,week,TA_video,TA_text,Teacher_video,Teacher_text
100101021,week1,0.0,0.0,0.0,0.0
100101021,week2,0.0,0.0,0.0001762356074253936,0.003964571910586251
100101021,week3,0.0006455629077997833,0.0027776491829081987,9.790867079188533e-05,0.0018557570645297344
100101021,week4,0.0,0.0003703532243877598,0.0,0.004386334879797554
100101021,week5,0.0,0.004073885468265358,0.0,0.0008435259384226065
100101021,week6,0.0007838978166140226,0.0,0.00015665387326701654,0.010839308308730493
100101021,week7,0.0,0.0022684134993750287,0.0,0.0019822859552931253
100101021,week8,0.0,0.0,0.0,0.001940109658371995
100101021,week9,0.0,0.002453590111568909,0.0,0.0016448755799240828
100101021,week10,0.0,0.0015740012036479791,0.0,0.002066638549135386
100101021,week11,0.0,0.001898060274987269,0.0,0.001813580767608604
100101021,week12,0.0,0.0,0.01770188767917287,0.0
100101021,week13,0.0,0.0017591778158418591,0.00011749040495026241,0.0019822859552931253
100101021,week14,0.0,0.011758714874311373,0.0,0.0014761703922395613
100101021,week15,0.0,0.0041201796213138275,0.0,0.0016448755799240828
100101021,week16,0.0,0.0,0.0,0.01294812315478701
100101021,week17,0.0,0.0,0.04519464243753427,0.002741459299873471
100101021,week18,0.0,0.0,0.0,0.0
100104041,week1,0.0,0.0,0.0,0.0
100104041,week2,0.0,0.0,0.0,0.003711514129059469
100104041,week3,0.0,0.0010647655201148094,0.0,0.0006748207507380852
100104041,week4,0.0,0.0,0.0,0.0005482918599746942
100104041,week5,0.0,0.0006018239896301097,0.0,0.0022353437368199075
100104041,week6,0.0,0.0,0.0,0.0
100104041,week7,0.0,0.0,0.0,0.01581611134542387
100104041,week8,0.0,0.0005555298365816397,0.0,0.0012652889076339097
100104041,week9,0.0,0.0022684134993750287,0.06393436202710112,0.058793757908055674
100104041,week10,0.0,0.0007407064487755196,0.0,0.08266554196541544
100104041,week11,0.0,0.030646729318087124,0.0013315579227696406,0.026866301138760016
100104041,week12,0.0,0.0003703532243877598,0.00013707213910863948,0.00021088148460565162
100104041,week13,0.0,0.009397713068839405,0.0,0.00042176296921130323
100104041,week14,0.0,0.00032405907133928986,0.0,0.005018979333614509
