id,week,TA_video,TA_text,Teacher_video,Teacher_text
100101021.0,week1,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100101021.0,week2,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.1010948872768925
100101021.0,week3,-0.17745570047148873,0.0210990987477031,-0.17879279879470272,-0.14286314557192328
100101021.0,week4,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.06915445446304543
100101021.0,week5,-0.17745570047148873,0.10715791426987349,-0.17879279879470272,-0.19691618571843372
100101021.0,week6,-0.14908228065526302,-0.12233226045591422,-0.17879279879470272,0.09669010053192978
100101021.0,week7,-0.17745570047148873,0.005452041380035758,-0.17879279879470272,-0.13917771101647938
100101021.0,week8,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.14040618920162737
100101021.0,week9,-0.17745570047148873,0.015883412958480652,-0.17879279879470272,-0.14900553649766313
100101021.0,week10,-0.17745570047148873,-0.0336656020391326,-0.17879279879470272,-0.13672075464618347
100101021.0,week11,-0.17745570047148873,-0.01541070177685403,-0.17879279879470272,-0.14409162375707127
100101021.0,week12,-0.17745570047148873,-0.12233226045591422,0.51920022053219,-0.19691618571843372
100101021.0,week13,-0.17745570047148873,-0.02323423046068771,-0.17879279879470272,-0.13917771101647938
100101021.0,week14,-0.17745570047148873,0.5400598347753367,-0.17879279879470272,-0.15391944923825496
100101021.0,week15,-0.17745570047148873,0.10976575716448474,-0.17879279879470272,-0.14900553649766313
100101021.0,week16,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,0.16917031345565964
100101021.0,week17,-0.17745570047148873,-0.12233226045591422,1.6032513257699748,-0.19691618571843372
100101021.0,week18,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week1,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week2,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.11952206005411196
100104041.0,week3,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week4,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week5,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.14900553649766313
100104041.0,week6,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week7,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,0.2637631337120529
100104041.0,week8,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week9,-0.17745570047148873,-0.04148913072296627,2.3421665022034217,1.4529300169352821
100104041.0,week10,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,2.190016928024061
100104041.0,week11,-0.17745570047148873,1.6040597357767163,-0.12628889911082142,0.537713769000049
100104041.0,week12,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week13,-0.17745570047148873,0.40705984715016436,-0.17879279879470272,-0.19691618571843372
100104041.0,week14,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.050727281685825965
100104041.0,week15,-0.17745570047148873,0.09151085690220616,-0.17879279879470272,-0.15391944923825496
100104041.0,week16,-0.17745570047148873,0.1671383008459317,-0.17879279879470272,-0.15760488379369889
100104041.0,week17,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100104041.0,week18,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,8.498252408758857
100202044.0,week1,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week2,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week3,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.14593434103479322
100202044.0,week4,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,0.5592121372401383
100202044.0,week5,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.1631330356268647
100202044.0,week6,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week7,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.1729608611080484
100202044.0,week8,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week9,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.12197901642440791
100202044.0,week10,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week11,-0.17745570047148873,2.266451831007967,-0.17879279879470272,-0.19691618571843372
100202044.0,week12,-0.17745570047148873,-0.12233226045591422,-0.15485719746822743,2.158076495210214
100202044.0,week13,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week14,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.17050390473775248
100202044.0,week15,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.12627869007242576
100202044.0,week16,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week17,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100202044.0,week18,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,8.812128585064162
100206009.0,week1,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week2,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week3,-0.17745570047148873,-0.12233226045591422,0.2284984818412883,-0.19691618571843372
100206009.0,week4,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week5,-0.17745570047148873,-0.12233226045591422,0.13237001844947627,-0.19691618571843372
100206009.0,week6,1.2670851731134127,-0.12233226045591422,0.5025997228380218,-0.19691618571843372
100206009.0,week7,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week8,-0.17745570047148873,1.0864029211963881,-0.17879279879470272,-0.16620423108973462
100206009.0,week9,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week10,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week11,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week12,0.5477355295373381,-0.12233226045591422,-0.09192972946475203,-0.17480357838577038
100206009.0,week13,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.02124380524227483
100206009.0,week14,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.16251879653429072
100206009.0,week15,0.13006209959554543,-0.12233226045591422,-0.17879279879470272,-0.19691618571843372
100206009.0,week16,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.13917771101647938
100206009.0,week17,-0.17745570047148873,-0.12233226045591422,-0.17879279879470272,-0.14102042829420136
