id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36
101208087,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.61,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.44,0.46399999999999997
102205089,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633,0.4633,0.4633,0.4633,0.462,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633,0.4634,0.4633,0.4633,0.4633,0.4633,0.4633,0.4635,0.4633,0.4633,0.4633,0.4633
101208066,0.4633,0.4633,0.4633,0.462,0.462,0.4633,0.4633,0.4633,0.4632,0.4633,0.4632,0.4633,0.4634,0.4634,0.4633,0.4634,0.424,0.4633,0.4633,0.426,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.41,0.4633,0.4634,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633
101208030,0.4633,0.4631,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633,0.4633,0.4633,0.4633,0.4634,0.4634,0.4633,0.4633,0.4633,0.4633,0.4633,0.4631,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633,0.4633,0.4633,0.4632,0.4633,0.4633,0.4634,0.4633,0.4633,0.4633
102208075,0.4633,0.4633,0.4633,0.4631,0.4633,0.24,0.4634,0.4633,0.4633,0.4633,0.4633,0.56,0.4633,0.4633,0.4633,0.4633,0.4633,0.55,0.4633,0.4633,0.4634,0.4633,0.31,0.21,0.4633,0.4634,0.4633,0.4633,0.23,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.25
102205037,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4634,0.44,0.56,0.4633,0.4633,0.4633,0.4633,0.4634,0.51,0.4633,0.4633,0.4633,0.4633,0.25,0.51,0.4633,0.4633,0.4633,0.4633,0.4635,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633
102104031,0.4633,0.4633,0.4632,0.4634,0.21,0.4636,0.4633,0.4634,0.21,0.4631,0.4632,0.55,0.4633,0.4634,0.41,0.4633,0.4633,0.425,0.65,0.426,0.55,0.4632,0.11,0.4633,0.461,0.4634,0.64,0.54,0.4633,0.4633,0.4633,0.11,0.4634,0.41,0.45,0.4636
101208085,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.46399999999999997,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.26,0.4633,0.4633,0.4633,0.4633,0.26,0.4633,0.4633,0.4633,0.4633,0.4633,0.4636,0.4633
101208069,0.4633,0.4633,0.45,0.44,0.46399999999999997,0.45,0.4633,0.24,0.4632,0.4634,0.4634,0.51,0.4635,0.4633,0.4633,0.4634,0.425,0.45,0.55,0.51,0.51,0.466,0.21,0.461,0.21,0.21,0.4631,0.4633,0.4633,0.4633,0.4633,0.51,0.4633,0.4633,0.4633,0.4633
102208088,0.4633,0.4633,0.4633,0.4633,0.4633,0.465,0.4633,0.4635,0.4633,0.4633,0.4633,0.41,0.4633,0.4633,0.4633,0.4633,0.4633,0.65,0.4633,0.466,0.65,0.66,0.4636,0.51,0.4633,0.4633,0.4633,0.55,0.46399999999999997,0.4633,0.4633,0.4633,0.4633,0.4633,0.11,0.55
102208081,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4632,0.4633,0.4633,0.4633,0.4633,0.4633,0.4634,0.4633,0.4631,0.4633,0.4633,0.4633,0.4633,0.24,0.4633,0.4633,0.4633,0.462,0.4634,0.466,0.4633,0.4633,0.4633,0.4634,0.4633,0.466,0.4633
102208058,0.4633,0.4633,0.4633,0.4633,0.4633,0.45,0.4633,0.4633,0.4633,0.4633,0.4633,0.51,0.4633,0.4633,0.4633,0.4633,0.4633,0.64,0.4633,0.4633,0.4633,0.4633,0.4633,0.61,0.4633,0.4633,0.4633,0.4633,0.4633,0.4632,0.4633,0.4633,0.4633,0.4632,0.45,0.31
102208033,0.4633,0.4633,0.4633,0.4633,0.4633,0.34,0.4633,0.4633,0.4633,0.4633,0.4633,0.21,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.34,0.25,0.45,0.4633,0.4633,0.45,0.33,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.24
102208008,0.4633,0.4633,0.4633,0.45,0.45,0.4633,0.4636,0.4636,0.4633,0.4633,0.4636,0.4636,0.4633,0.4633,0.4633,0.4633,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.4636,0.4633,0.46399999999999997,0.4636,0.4633,0.4636,0.4636,0.46399999999999997,0.45,0.4636,0.4633,0.4633,0.4633,0.4633,0.4633,0.4636,0.4633
101208074,0.4633,0.4633,0.4633,0.4633,0.4636,0.45,0.4633,0.4633,0.4633,0.4633,0.4634,0.56,0.4633,0.4634,0.4634,0.4633,0.4634,0.461,0.4633,0.4634,0.46399999999999997,0.51,0.26,0.45,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633
99203054,0.4633,0.462,0.41,0.462,0.4633,0.466,0.4633,0.4633,0.55,0.461,0.51,0.461,0.4633,0.4633,0.41,0.4633,0.4633,0.4633,0.4632,0.4634,0.4633,0.4633,0.4633,0.4634,0.4633,0.4633,0.41,0.462,0.462,0.4634,0.4633,0.4633,0.4633,0.4633,0.4632,0.4633
102209035,0.4633,0.4634,0.4634,0.4634,0.4633,0.41,0.4632,0.4634,0.4634,0.4631,0.4631,0.14,0.4633,0.4634,0.4633,0.4633,0.4633,0.51,0.4633,0.4633,0.4633,0.4633,0.4633,0.52,0.4633,0.4634,0.4633,0.4634,0.11,0.4634,0.4633,0.4634,0.4633,0.4634,0.62,0.4633
102208090,0.4633,0.4633,0.4634,0.4632,0.4634,0.425,0.4632,0.426,0.43,0.462,0.4633,0.4631,0.4633,0.4634,0.4631,0.4634,0.4633,0.425,0.4633,0.4633,0.4633,0.462,0.31,0.461,0.4633,0.4633,0.462,0.41,0.41,0.4633,0.4633,0.462,0.4633,0.4634,0.4636,0.4633
102208089,0.4633,0.4633,0.4634,0.4634,0.4632,0.26,0.4633,0.4633,0.462,0.4633,0.4632,0.466,0.4633,0.4633,0.424,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.425,0.45,0.4632,0.4634,0.4633,0.24,0.21,0.4633,0.4633,0.4633,0.4633,0.4633,0.32,0.4633
102208086,0.4633,0.4633,0.4633,0.4633,0.461,0.462,0.4633,0.462,0.4634,0.462,0.461,0.4634,0.462,0.462,0.462,0.4633,0.4633,0.461,0.4633,0.4633,0.4633,0.462,0.4632,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633
102208085,0.4633,0.4633,0.4633,0.45,0.46399999999999997,0.425,0.4633,0.4633,0.466,0.4633,0.4633,0.466,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.51,0.4633,0.4633,0.4633,0.51,0.26,0.44,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633
102208084,0.4633,0.4633,0.426,0.4633,0.4633,0.462,0.4633,0.4633,0.4633,0.4633,0.24,0.462,0.4633,0.4633,0.4633,0.425,0.4633,0.423,0.4633,0.4633,0.426,0.4633,0.4633,0.462,0.4633,0.462,0.4633,0.31,0.466,0.4633,0.4633,0.4633,0.4633,0.4633,0.44,0.26
102208083,0.4633,0.4631,0.4634,0.4636,0.4633,0.25,0.4634,0.4633,0.41,0.4631,0.4634,0.51,0.461,0.4634,0.4633,0.4633,0.4634,0.51,0.4633,0.41,0.4633,0.63,0.44,0.45,0.4635,0.31,0.45,0.4633,0.41,0.4633,0.4633,0.31,0.4633,0.4632,0.24,0.4633
102208082,0.4633,0.4633,0.4633,0.46399999999999997,0.462,0.44,0.4633,0.4634,0.4633,0.4633,0.46399999999999997,0.41,0.4634,0.4633,0.4633,0.4633,0.4633,0.466,0.4633,0.4633,0.4636,0.4634,0.46399999999999997,0.4633,0.4633,0.4633,0.4633,0.466,0.4633,0.4633,0.4633,0.4634,0.41,0.4633,0.46399999999999997,0.4633
102208078,0.4633,0.4634,0.4634,0.4633,0.4632,0.25,0.4634,0.4634,0.4633,0.4633,0.462,0.4634,0.425,0.4634,0.462,0.4633,0.4634,0.61,0.4633,0.4634,0.4633,0.4633,0.55,0.55,0.4633,0.4633,0.45,0.4636,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.426,0.466
102208074,0.4633,0.4633,0.4633,0.4632,0.4633,0.4634,0.4633,0.4633,0.4634,0.4633,0.45,0.23,0.4633,0.4633,0.4633,0.4634,0.4633,0.64,0.4633,0.45,0.21,0.44,0.61,0.4635,0.4633,0.4633,0.4633,0.31,0.4633,0.4633,0.41,0.4633,0.4633,0.4633,0.56,0.4633
102208073,0.4633,0.4633,0.24,0.21,0.4633,0.466,0.24,0.4633,0.466,0.4633,0.4633,0.55,0.4633,0.4633,0.4633,0.4633,0.4633,0.4632,0.4633,0.4633,0.4633,0.4633,0.4636,0.4633,0.46399999999999997,0.4636,0.4634,0.44,0.4633,0.46399999999999997,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633
102208068,0.4633,0.4633,0.461,0.4634,0.4633,0.25,0.4634,0.4633,0.4634,0.4633,0.4633,0.41,0.4633,0.4633,0.4634,0.4633,0.462,0.466,0.4633,0.4633,0.4633,0.4633,0.21,0.4633,0.4633,0.4633,0.4633,0.33,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.56,0.4633
