id,TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18,Group,Group Project,Exam1,Exam2,Final,Attendance,TA,original,semester,total_hw_missed,PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8
100101021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,1.8333333333333333,0.0,1.4666666666666666,0.0,0.0,0.0,3.466666666666667,0.0,2.933333333333333,0.0,0.0,1.1333333333333333,0.0,0.0,7.966666666666667,0.0,1.6333333333333333,0.0,1.5666666666666667,0.0,0.0,0.0,1.5333333333333334,0.0,1.7666666666666666,0.0,1.3,0.0,1.1333333333333333,0.0,1.6333333333333333,0.0,1.3666666666666667,0.0,1.4333333333333333,0.0,0.0,30.133333333333333,0.0,0.0,1.2666666666666666,0.0,1.5666666666666667,0.0,8.466666666666667,0.0,1.1666666666666667,0.0,2.966666666666667,0.0,1.3,0.0,0.0,0.0,9.933333333333334,0.0,0.0,76.93333333333334,0.0,0.0,0.0,0.0,0.0,2,13.5,19.0,15.5,36.0,0,3.0,85.8,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100104041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,108.83333333333333,44.766666666666666,0.0,0.0,0.0,64.76666666666667,0.0,22.066666666666666,2.2666666666666666,19.933333333333334,0.0,0.0,0.0,0.0,0.0,6.766666666666667,0.0,0.0,0.0,0.0,0.0,3.966666666666667,0.0,2.7333333333333334,0.0,1.1666666666666667,0.0,3.7,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.93333333333334,10,14.9,15.0,20.5,29.0,0,3.0,81.4,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100202044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3833333333333333,0.0,0.0,0.0,20.516666666666666,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.0,0.0,0.0,0.0,0.0,30.533333333333335,0.0,0.0,0.0,0.0,1.0333333333333334,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.45,1,8.0,12.0,7.0,23.0,1,2.0,54.2,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100206009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.433333333333334,0.0,57.7,0.0,29.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,15.45,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.966666666666665,0.0,3.75,0.6,0.0,0.0,0.0,4.766666666666667,0.0,0.0,0.0,0.9333333333333333,12.283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.5666666666666667,0.0,0.0,0.0,1.5166666666666666,0.0,4.083333333333333,0.0,2.216666666666667,11,13.0,18.5,25.0,35.5,5,0.5,88.1,99,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
100208053,0.0,0.0,0.0,0.0,0.0,4.766666666666667,0.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2166666666666666,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133333333333333,0.0,0.0,0.0,0.0,4,13.1,22.0,22.5,32.0,3,0.0,83.8,96,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
100401044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21666666666667,0.5166666666666667,54.88333333333333,1.4,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.73333333333332,0.5166666666666667,0.0,77.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.766666666666667,0.0,69.08333333333333,82.15,0.6666666666666666,0.0,0.0,3,13.5,13.5,9.5,28.0,4,3.0,65.7,78,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
100401072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,4.766666666666667,0.0,0.0,76.55,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,15.75,0.6,0.0,0.0,0.0,3.1166666666666667,0.0,4.8,114.55,0.0,170.63333333333333,16.066666666666666,65.4,3.9833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,105.45,1.2666666666666666,0.0,1.45,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,170.98333333333332,60.38333333333333,8.05,0.0,6.6,4,13.3,13.5,16.5,27.2,8,0.0,68.1,81,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100508018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.0,13.433333333333334,0.0,0.6666666666666666,0.0,5.6,0.8,3.933333333333333,0.0,0.0,0.0,44.55,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.7666666666666666,2.75,0.8166666666666667,0.0,0.0,0.0,1.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.416666666666668,0.0,0.0,0.0,137.96666666666667,0.0,0.0,0.0,0.0,5,13.0,13.5,13.5,31.5,2,3.0,73.1,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101101050,0.0,0.0,0.0,0.0,0.0,0.0,1.1166666666666667,1.1166666666666667,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.5,10.5,19.0,25.0,0,1.0,68.8,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101102025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,0.0,0.0,0.0,5.216666666666667,0.0,0.0,0.0,25.783333333333335,0.0,0.0,0.0,47.13333333333333,0.0,0.0,0.0,0.55,0.0,0.0,0.0,27.483333333333334,0.0,0.0,0.0,0.65,0.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.0,1.05,0.0,0.0,0.0,20.0,0.0,0.0,12,12.7,17.5,18.5,33.0,0,3.0,81.7,94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
