,PERIOD,CUSTOMER_NUM,AR_AMT,CURRENT_AMT,P1_1-30_amt,P2_31-60_amt,P3_61-90_amt,P4_91-120_amt,P5_121-150_amt,P6_151-180_amt,P7_over180_amt,refund
19611,201605,168147,-2432.88,0,-2432.88,0,0,0,0,0,0,0
19612,201601,168152,65326.9,65326.9,0,0,0,0,0,0,0,0
19613,201602,168152,95154.6,95154.6,0,0,0,0,0,0,0,0
19614,201603,168152,132406.7,129706.7,0,2700,0,0,0,0,0,0
19615,201604,168152,231433.8,231433.8,0,0,0,0,0,0,0,0
19616,201605,168152,297665.84,257967.14,0,39698.7,0,0,0,0,0,0
19617,201606,168152,282375.48,282375.48,0,0,0,0,0,0,0,0
19618,201607,168152,376146.68,376146.68,0,0,0,0,0,0,0,0
19619,201608,168152,391419.78,391419.78,0,0,0,0,0,0,0,0
19620,201609,168152,404694.13,403599.13,1095,0,0,0,0,0,0,0
19621,201610,168152,428816.47,428816.47,0,0,0,0,0,0,0,0
19622,201611,168152,450111.63,450111.63,0,0,0,0,0,0,0,0
19623,201612,168152,459889.38,459889.38,0,0,0,0,0,0,0,0
19624,201701,168152,477644.23,477644.23,0,0,0,0,0,0,0,0
19625,201702,168152,486613.21,486613.21,0,0,0,0,0,0,0,0
19626,201703,168152,494259.99,494259.99,0,0,0,0,0,0,0,0
19627,201704,168152,456221.54,456221.54,0,0,0,0,0,0,0,0
19628,201705,168152,443777.31,443777.31,0,0,0,0,0,0,0,0
19629,201706,168152,526472.35,526472.35,0,0,0,0,0,0,0,0
19630,201601,168168,47899,47899,0,0,0,0,0,0,0,0
19631,201602,168168,140127.5,140127.5,0,0,0,0,0,0,0,0
19632,201603,168168,132440,132440,0,0,0,0,0,0,0,0
19633,201604,168168,106425,106425,0,0,0,0,0,0,0,0
19634,201605,168168,55527,55527,0,0,0,0,0,0,0,0
19635,201606,168168,153118.5,153118.5,0,0,0,0,0,0,0,0
19636,201607,168168,73464,73464,0,0,0,0,0,0,0,0
19637,201608,168168,106414,106414,0,0,0,0,0,0,0,0
19638,201609,168168,175485,175485,0,0,0,0,0,0,0,0
19639,201610,168168,96123.5,96123.5,0,0,0,0,0,0,0,0
19640,201611,168168,104173,104173,0,0,0,0,0,0,0,0
19641,201612,168168,137211,137211,0,0,0,0,0,0,0,0
19642,201701,168168,179295,179295,0,0,0,0,0,0,0,0
19643,201702,168168,117537.5,117537.5,0,0,0,0,0,0,0,0
19644,201703,168168,71235,71235,0,0,0,0,0,0,0,0
19645,201704,168168,4779.5,4779.5,0,0,0,0,0,0,0,0
19646,201705,168168,11239,11239,0,0,0,0,0,0,0,0
19647,201706,168168,77104.5,77104.5,0,0,0,0,0,0,0,0
19648,201606,168210,2972.31,2972.31,0,0,0,0,0,0,0,0
19649,201607,168210,1351.13,1351.13,0,0,0,0,0,0,0,0
19650,201608,168210,3120.98,3120.98,0,0,0,0,0,0,0,0
19651,201609,168210,4525.41,4525.41,0,0,0,0,0,0,0,0
19652,201610,168210,11761.8,11761.8,0,0,0,0,0,0,0,0
19653,201611,168210,8914.31,8914.31,0,0,0,0,0,0,0,0
19654,201612,168210,29918.16,29918.16,0,0,0,0,0,0,0,0
19655,201701,168210,15265.64,15265.64,0,0,0,0,0,0,0,0
19656,201702,168210,24712.79,24712.79,0,0,0,0,0,0,0,0
19657,201703,168210,17577.37,17577.37,0,0,0,0,0,0,0,0
19658,201704,168210,6409.71,6409.71,0,0,0,0,0,0,0,0
19659,201705,168210,6938.83,6938.83,0,0,0,0,0,0,0,0
19660,201706,168210,4992.49,3202.71,1789.78,0,0,0,0,0,0,0
19661,201603,168220,1.85,1.85,0,0,0,0,0,0,0,0
19662,201602,168249,1755.08,0,1755.08,0,0,0,0,0,0,0
19663,201603,168249,5225.35,0,3452.67,1772.68,0,0,0,0,0,0
19664,201604,168249,10909.69,5697.54,0,3443.95,1768.2,0,0,0,0,0
19665,201605,168249,11370.46,5610.59,5610.59,0,0,149.28,0,0,0,0
19666,201606,168249,6530.05,6530.05,0,0,0,0,0,0,0,0
19667,201607,168249,1959.14,1959.14,0,0,0,0,0,0,0,0
19668,201605,168255,9761.51,0,9761.51,0,0,0,0,0,0,0
19669,201603,168316,3675,3675,0,0,0,0,0,0,0,0
19670,201607,168321,44290.56,44290.56,0,0,0,0,0,0,0,0
19671,201611,168321,0,0,0,0,0,0,0,0,0,0
19672,201612,168321,0,0,0,0,0,0,0,0,0,0
19673,201601,168337,768,768,0,0,0,0,0,0,0,0
19674,201602,168337,768,768,0,0,0,0,0,0,0,0
19675,201606,168337,1045.8,1045.8,0,0,0,0,0,0,0,0
19676,201607,168337,1045.8,1045.8,0,0,0,0,0,0,0,0
19677,201703,168337,28350,28350,0,0,0,0,0,0,0,0
19678,201704,168337,28350,28350,0,0,0,0,0,0,0,0
19679,201705,168337,28350,28350,0,0,0,0,0,0,0,0
19680,201706,168337,12600,12600,0,0,0,0,0,0,0,0
19681,201601,168420,30.71,30.71,0,0,0,0,0,0,0,0
19682,201605,168420,13.4,0,13.4,0,0,0,0,0,0,0
19683,201606,168420,13.54,0,0,13.54,0,0,0,0,0,0
19684,201603,168446,19428.4,19428.4,0,0,0,0,0,0,0,0
19685,201604,168446,16940.84,16940.84,0,0,0,0,0,0,0,0
19686,201605,168446,10189.36,10189.36,0,0,0,0,0,0,0,0
19687,201606,168446,10208.64,10208.64,0,0,0,0,0,0,0,0
19688,201607,168446,41472.87,41472.87,0,0,0,0,0,0,0,0
19689,201608,168446,19973.35,19973.35,0,0,0,0,0,0,0,0
19690,201609,168446,49205.41,49205.41,0,0,0,0,0,0,0,0
19691,201610,168446,20463.73,20463.73,0,0,0,0,0,0,0,0
19692,201611,168446,14303.18,14303.18,0,0,0,0,0,0,0,0
19693,201702,168446,14846.92,14846.92,0,0,0,0,0,0,0,0
19694,201601,168455,10832.06,10832.06,0,0,0,0,0,0,0,0
19695,201603,168455,6545.2,6545.2,0,0,0,0,0,0,0,0
19696,201605,168455,9600,9600,0,0,0,0,0,0,0,0
19697,201610,168455,12172,12172,0,0,0,0,0,0,0,0
19698,201612,168455,7046.74,7046.74,0,0,0,0,0,0,0,0
19699,201702,168455,25870.24,25870.24,0,0,0,0,0,0,0,0
19700,201703,168455,2624,2624,0,0,0,0,0,0,0,0
19701,201704,168455,23768.96,23768.96,0,0,0,0,0,0,0,0
19702,201705,168455,21075.2,21075.2,0,0,0,0,0,0,0,0
19703,201706,168455,26963.2,12800,14163.2,0,0,0,0,0,0,0
19704,201601,168490,4094.39,4094.39,0,0,0,0,0,0,0,0
19705,201602,168490,3183.41,3183.41,0,0,0,0,0,0,0,0
19706,201603,168490,8230.43,8230.43,0,0,0,0,0,0,0,0
19707,201604,168490,11070.43,11070.43,0,0,0,0,0,0,0,0
19708,201605,168490,5796.73,5796.73,0,0,0,0,0,0,0,0
19709,201606,168490,10349.92,10340.16,9.76,0,0,0,0,0,0,0
19710,201607,168490,13079.68,13385.48,-305.8,0,0,0,0,0,0,0
19711,201608,168490,20045.75,20020.48,332.95,-307.68,0,0,0,0,0,0
19712,201609,168490,21222.83,21222.83,0,0,0,0,0,0,0,0
19713,201610,168490,36336.53,27213.24,9123.29,0,0,0,0,0,0,0
19714,201611,168490,30079.67,20510.63,9569.04,0,0,0,0,0,0,0
19715,201612,168490,25697.6,16169.14,9528.46,0,0,0,0,0,0,0
19716,201701,168490,21975.85,20539.02,4047.07,-2610.24,0,0,0,0,0,0
19717,201702,168490,23423.7,15507.86,7915.84,0,0,0,0,0,0,0
19718,201703,168490,14045.42,14045.42,0,0,0,0,0,0,0,0
19719,201704,168490,28170.71,28170.71,0,0,0,0,0,0,0,0
19720,201705,168490,29942.44,29942.44,0,0,0,0,0,0,0,0
19721,201706,168490,47140.6,35772.21,11368.39,0,0,0,0,0,0,0
19722,201601,168520,1822.31,0,1822.31,0,0,0,0,0,0,0
19723,201605,168520,4256.31,4256.31,0,0,0,0,0,0,0,0
19724,201606,168520,4210.76,4210.76,0,0,0,0,0,0,0,0
19725,201607,168520,4211.01,0,0,4211.01,0,0,0,0,0,0
19726,201608,168520,4192.69,0,0,0,4192.69,0,0,0,0,0
19727,201609,168520,4192.69,0,0,0,0,4192.69,0,0,0,0
19728,201610,168520,4136.4,0,0,0,0,0,4136.4,0,0,0
19729,201611,168520,4064.48,0,0,0,0,0,0,4064.48,0,0
19730,201608,168527,1260,1260,0,0,0,0,0,0,0,0
19731,201610,168527,2000,2000,0,0,0,0,0,0,0,0
19732,201601,168537,96330,96330,0,0,0,0,0,0,0,0
19733,201602,168537,96330,46980,49350,0,0,0,0,0,0,0
19734,201603,168537,96330,0,46980,49350,0,0,0,0,0,0
19735,201601,168563,463.91,0,463.91,0,0,0,0,0,0,0
19736,201602,168563,289.78,289.78,0,0,0,0,0,0,0,0
19737,201603,168563,324.13,324.13,0,0,0,0,0,0,0,0
19738,201605,168563,480.23,480.23,0,0,0,0,0,0,0,0
19739,201607,168563,768.26,768.26,0,0,0,0,0,0,0,0
19740,201608,168563,767.46,0,767.46,0,0,0,0,0,0,0
19741,201609,168563,396.77,0,0,396.77,0,0,0,0,0,0
19742,201601,168627,302300,302300,0,0,0,0,0,0,0,0
19743,201602,168627,621650,342550,279100,0,0,0,0,0,0,0
19744,201603,168627,555550,390850,164700,0,0,0,0,0,0,0
19745,201604,168627,362106.6,361969.9,136.7,0,0,0,0,0,0,0
19746,201605,168627,338940,338940,0,0,0,0,0,0,0,0
19747,201606,168627,286140,37200,248940,0,0,0,0,0,0,0
19748,201607,168627,129968.85,129750,218.85,0,0,0,0,0,0,0
19749,201608,168627,305411.67,305411.67,0,0,0,0,0,0,0,0
19750,201609,168627,305998.04,305998.04,0,0,0,0,0,0,0,0
19751,201610,168627,305999.6,305999.6,0,0,0,0,0,0,0,0
19752,201611,168627,305994.67,305994.67,0,0,0,0,0,0,0,0
19753,201612,168627,305072.42,305072.42,0,0,0,0,0,0,0,0
19754,201701,168627,305479.16,305420,59.16,0,0,0,0,0,0,0
19755,201702,168627,679749.76,679749.76,0,0,0,0,0,0,0,0
19756,201706,168627,-37.5,0,-37.5,0,0,0,0,0,0,0
19757,201601,168639,12893.04,12893.04,0,0,0,0,0,0,0,0
19758,201602,168639,19505.49,19500.9,4.59,0,0,0,0,0,0,0
19759,201603,168639,19696.44,19696.44,0,0,0,0,0,0,0,0
19760,201605,168639,12124.03,12124.03,0,0,0,0,0,0,0,0
19761,201606,168639,13525.47,13525.47,0,0,0,0,0,0,0,0
19762,201607,168639,14802.36,14802.36,0,0,0,0,0,0,0,0
19763,201608,168639,12705.12,12705.12,0,0,0,0,0,0,0,0
19764,201609,168639,6364.58,6364.58,0,0,0,0,0,0,0,0
19765,201610,168639,32211.27,32211.27,0,0,0,0,0,0,0,0
19766,201611,168639,79672.42,79672.42,0,0,0,0,0,0,0,0
19767,201612,168639,79323.84,79323.84,0,0,0,0,0,0,0,0
19768,201701,168639,38184.19,38184.19,0,0,0,0,0,0,0,0
19769,201702,168639,33835.09,33795.08,40.01,0,0,0,0,0,0,0
19770,201703,168639,55251.85,55251.85,0,0,0,0,0,0,0,0
19771,201704,168639,80614.56,80614.56,0,0,0,0,0,0,0,0
19772,201705,168639,77624.62,77624.62,0,0,0,0,0,0,0,0
19773,201706,168639,98431.43,98431.43,0,0,0,0,0,0,0,0
19774,201602,168652,18444.41,0,18444.41,0,0,0,0,0,0,0
19775,201604,168652,16923.03,0,16923.03,0,0,0,0,0,0,0
19776,201601,168670,6186,6186,0,0,0,0,0,0,0,0
19777,201602,168670,6186,6186,0,0,0,0,0,0,0,0
19778,201605,168670,3954,3954,0,0,0,0,0,0,0,0
19779,201606,168670,3954,3954,0,0,0,0,0,0,0,0
19780,201608,168670,2685,2685,0,0,0,0,0,0,0,0
19781,201609,168670,4047,4047,0,0,0,0,0,0,0,0
19782,201610,168670,23292.3,23292.3,0,0,0,0,0,0,0,0
19783,201611,168670,21930.3,21930.3,0,0,0,0,0,0,0,0
19784,201705,168670,1059,1059,0,0,0,0,0,0,0,0
19785,201706,168670,1059,1059,0,0,0,0,0,0,0,0
19786,201705,168685,524.29,524.29,0,0,0,0,0,0,0,0
19787,201706,168685,524.29,524.29,0,0,0,0,0,0,0,0
19788,201601,168698,1180039,1180039,0,0,0,0,0,0,0,0
19789,201602,168698,887300,1010300,-123000,0,0,0,0,0,0,0
19790,201603,168698,747825,756641,-8816,0,0,0,0,0,0,0
19791,201604,168698,1402975,1411791,0,-8816,0,0,0,0,0,0
19792,201605,168698,1724053,1732869,0,0,-8816,0,0,0,0,0
19793,201606,168698,1829358,1829358,0,0,0,0,0,0,0,0
19794,201607,168698,2304501,2304501,0,0,0,0,0,0,0,0
19795,201608,168698,2363112,2363112,0,0,0,0,0,0,0,0
19796,201609,168698,2653675,2733675,-80000,0,0,0,0,0,0,0
19797,201610,168698,3285417,3285417,0,0,0,0,0,0,0,0
19798,201611,168698,2694180,2694180,0,0,0,0,0,0,0,0
19799,201612,168698,1701285,1701285,0,0,0,0,0,0,0,0
19800,201701,168698,1441665.01,947070,494595.01,0,0,0,0,0,0,0
19801,201702,168698,1471155.01,616140,360420,494595.01,0,0,0,0,0,0
19802,201703,168698,1320590,910650,429380,-19440,0,0,0,0,0,0
19803,201704,168698,1275110,1275110,0,0,0,0,0,0,0,0
19804,201705,168698,1528620,1540470,-11850,0,0,0,0,0,0,0
19805,201706,168698,1151810,1193010,-41200,0,0,0,0,0,0,0
19806,201601,168700,14734.5,13204.5,1530,0,0,0,0,0,0,0
19807,201602,168700,17133,17133,0,0,0,0,0,0,0,0
19808,201603,168700,17760,17870,-110,0,0,0,0,0,0,0
19809,201604,168700,11847,12467,0,-620,0,0,0,0,0,0
19810,201605,168700,14344,11545.5,0,3418.5,-620,0,0,0,0,0
19811,201606,168700,13971.5,13971.5,620,0,0,-620,0,0,0,0
19812,201607,168700,13376,13376,0,0,0,0,0,0,0,0
19813,201608,168700,16868.5,16868.5,0,0,0,0,0,0,0,0
19814,201609,168700,21430,17737.25,3692.75,0,0,0,0,0,0,0
19815,201610,168700,14685.5,17331.75,0,-2646.25,0,0,0,0,0,0
19816,201611,168700,21255,24195.25,-294,0,-2646.25,0,0,0,0,0
19817,201612,168700,30647.5,30941.5,0,2352.25,0,-2646.25,0,0,0,0
19818,201701,168700,36409.75,36409.75,0,0,0,0,0,0,0,0
19819,201702,168700,40506,27947,12559,0,0,0,0,0,0,0
19820,201703,168700,19240.5,19240.5,0,0,0,0,0,0,0,0
19821,201704,168700,9553.75,9763.75,-210,0,0,0,0,0,0,0
19822,201705,168700,5457.5,5667.5,0,-210,0,0,0,0,0,0
19823,201706,168700,5457.5,5667.5,0,0,-210,0,0,0,0,0
19824,201603,168751,323.51,323.51,0,0,0,0,0,0,0,0
19825,201604,168751,652.63,652.63,0,0,0,0,0,0,0,0
19826,201604,168754,375.92,375.92,0,0,0,0,0,0,0,0
19827,201607,168754,752.68,752.68,0,0,0,0,0,0,0,0
19828,201608,168754,751.9,0,751.9,0,0,0,0,0,0,0
19829,201603,168763,63800,63800,0,0,0,0,0,0,0,0
19830,201604,168763,139400,139400,0,0,0,0,0,0,0,0
19831,201605,168763,371576.8,371576.8,0,0,0,0,0,0,0,0
19832,201606,168763,535181.3,535181.3,0,0,0,0,0,0,0,0
19833,201607,168763,560541.3,560541.3,0,0,0,0,0,0,0,0
19834,201608,168763,454838.4,454838.4,0,0,0,0,0,0,0,0
19835,201609,168763,530623.4,530623.4,0,0,0,0,0,0,0,0
19836,201610,168763,495273.6,495273.6,0,0,0,0,0,0,0,0
19837,201611,168763,534146.4,534146.4,0,0,0,0,0,0,0,0
19838,201612,168763,611501,611501,0,0,0,0,0,0,0,0
19839,201701,168763,742574.1,742574.1,0,0,0,0,0,0,0,0
19840,201702,168763,805935.19,805935.19,0,0,0,0,0,0,0,0
19841,201703,168763,525372.49,523679.99,0,1692.5,0,0,0,0,0,0
19842,201704,168763,503013.89,503013.89,0,0,0,0,0,0,0,0
19843,201705,168763,589564.69,589564.69,0,0,0,0,0,0,0,0
19844,201706,168763,812668.35,812668.35,0,0,0,0,0,0,0,0
19845,201601,168787,11100,11100,0,0,0,0,0,0,0,0
19846,201602,168787,18870,18870,0,0,0,0,0,0,0,0
19847,201603,168787,465.85,465.85,0,0,0,0,0,0,0,0
19848,201604,168787,1850,1850,0,0,0,0,0,0,0,0
19849,201605,168787,4010,4010,0,0,0,0,0,0,0,0
19850,201606,168787,9660,9660,0,0,0,0,0,0,0,0
19851,201607,168787,2100,2100,0,0,0,0,0,0,0,0
19852,201608,168787,2100,2100,0,0,0,0,0,0,0,0
19853,201609,168787,17280,17280,0,0,0,0,0,0,0,0
19854,201610,168787,10080,10080,0,0,0,0,0,0,0,0
19855,201611,168787,9000,9000,0,0,0,0,0,0,0,0
19856,201612,168787,40025,40025,0,0,0,0,0,0,0,0
19857,201701,168787,26081,26081,0,0,0,0,0,0,0,0
19858,201702,168787,29287,29287,0,0,0,0,0,0,0,0
19859,201703,168787,22792,22792,0,0,0,0,0,0,0,0
19860,201704,168787,42082,42082,0,0,0,0,0,0,0,0
19861,201705,168787,49308,49308,0,0,0,0,0,0,0,0
19862,201706,168787,68888,68888,0,0,0,0,0,0,0,0
19863,201601,168820,3300.88,3300.88,0,0,0,0,0,0,0,0
19864,201602,168820,4102.32,4102.32,0,0,0,0,0,0,0,0
19865,201603,168820,2971.65,2928.57,43.08,0,0,0,0,0,0,0
19866,201604,168820,7888.69,7888.69,0,0,0,0,0,0,0,0
19867,201605,168820,1798.89,1798.89,0,0,0,0,0,0,0,0
19868,201606,168820,1370.05,1370.05,0,0,0,0,0,0,0,0
19869,201607,168820,2478.32,2478.32,0,0,0,0,0,0,0,0
19870,201608,168820,1650.76,1650.76,0,0,0,0,0,0,0,0
19871,201609,168820,4020.49,4020.49,0,0,0,0,0,0,0,0
19872,201610,168820,2379.69,2379.69,0,0,0,0,0,0,0,0
19873,201611,168820,2510.02,2510.02,0,0,0,0,0,0,0,0
19874,201612,168820,6181.23,6181.23,0,0,0,0,0,0,0,0
19875,201702,168820,1719.68,1719.68,0,0,0,0,0,0,0,0
19876,201703,168820,2573.08,2573.08,0,0,0,0,0,0,0,0
19877,201704,168820,3543.18,3543.18,0,0,0,0,0,0,0,0
19878,201705,168820,11817.62,11817.62,0,0,0,0,0,0,0,0
19879,201706,168820,4547.12,4547.12,0,0,0,0,0,0,0,0
19880,201608,168827,146632.06,146632.06,0,0,0,0,0,0,0,0
19881,201609,168827,266225.98,266225.98,0,0,0,0,0,0,0,0
19882,201610,168827,196300.75,196300.75,0,0,0,0,0,0,0,0
19883,201611,168827,254071.65,254071.65,0,0,0,0,0,0,0,0
19884,201612,168827,101251.39,101251.39,0,0,0,0,0,0,0,0
19885,201704,168827,74194.91,74194.91,0,0,0,0,0,0,0,0
19886,201705,168827,255221.87,255221.87,0,0,0,0,0,0,0,0
19887,201706,168827,179686.27,179686.27,0,0,0,0,0,0,0,0
19888,201601,168829,58156.06,58156.06,0,0,0,0,0,0,0,0
19889,201602,168829,37984.38,30833.48,7150.9,0,0,0,0,0,0,0
19890,201603,168829,18411,18411,0,0,0,0,0,0,0,0
19891,201604,168829,18661.88,9316.88,9345,0,0,0,0,0,0,0
19892,201605,168829,30416.38,30416.38,0,0,0,0,0,0,0,0
19893,201606,168829,38331.5,38331.5,0,0,0,0,0,0,0,0
19894,201607,168829,34151.4,34151.4,0,0,0,0,0,0,0,0
19895,201608,168829,16890.4,16890.4,0,0,0,0,0,0,0,0
19896,201609,168829,9638,9638,0,0,0,0,0,0,0,0
19897,201610,168829,10523,10523,0,0,0,0,0,0,0,0
19898,201612,168829,8550,8550,0,0,0,0,0,0,0,0
19899,201701,168829,28810.08,28810.08,0,0,0,0,0,0,0,0
19900,201702,168829,46988.96,18178.88,28810.08,0,0,0,0,0,0,0
19901,201703,168829,80310.92,80310.92,0,0,0,0,0,0,0,0
19902,201704,168829,130109.44,122885.44,7224,0,0,0,0,0,0,0
19903,201705,168829,131099.64,131099.64,0,0,0,0,0,0,0,0
19904,201706,168829,255364.7,255364.7,0,0,0,0,0,0,0,0
19905,201602,168863,8400,8400,0,0,0,0,0,0,0,0
19906,201603,168863,7807.81,0,7807.81,0,0,0,0,0,0,0
19907,201604,168863,3433.19,3433.19,0,0,0,0,0,0,0,0
19908,201605,168863,5895.46,2494.23,3401.23,0,0,0,0,0,0,0
19909,201606,168863,38.67,0,38.67,0,0,0,0,0,0,0
19910,201607,168863,7858.38,7858.38,0,0,0,0,0,0,0,0
19911,201608,168863,20186.16,20186.16,0,0,0,0,0,0,0,0
19912,201609,168863,20290.53,0,20290.53,0,0,0,0,0,0,0
19913,201611,168863,7287.16,7287.16,0,0,0,0,0,0,0,0
19914,201612,168863,7353.64,0,7353.64,0,0,0,0,0,0,0
19915,201702,168863,56473.14,56473.14,0,0,0,0,0,0,0,0
19916,201703,168863,58262.41,0,58262.41,0,0,0,0,0,0,0
19917,201704,168863,43291.79,0,0,43291.79,0,0,0,0,0,0
19918,201603,168918,1025,0,1025,0,0,0,0,0,0,0
19919,201704,168927,22.25,22.25,0,0,0,0,0,0,0,0
19920,201706,168927,3113.95,3113.95,0,0,0,0,0,0,0,0
19921,201601,168944,4540530,4540530,0,0,0,0,0,0,0,0
19922,201602,168944,1611480,1571580,39900,0,0,0,0,0,0,0
19923,201603,168944,3458635,3607950,-262115,112800,0,0,0,0,0,0
19924,201604,168944,8352715,8502030,0,-149315,0,0,0,0,0,0
19925,201605,168944,6980343.4,6677208.4,-628300,1080750,-149315,0,0,0,0,0
19926,201606,168944,2415053,2462498.4,-0.4,-47445,0,0,0,0,0,0
19927,201607,168944,1567805,934200,0,681050,-47445,0,0,0,0,0
19928,201608,168944,642590,1091590,-467000,18000,0,0,0,0,0,0
19929,201609,168944,3749239.99,3731239.99,0,0,18000,0,0,0,0,0
19930,201610,168944,4173872.79,4084072.8,-135400,207199.99,0,18000,0,0,0,0
19931,201611,168944,4540110.8,1527260.8,3012850,0,0,0,0,0,0,0
19932,201612,168944,1910400,1618500,-47700,339600,0,0,0,0,0,0
19933,201701,168944,1846416,1240416,0,606000,0,0,0,0,0,0
19934,201702,168944,1767816,470916,690900,606000,0,0,0,0,0,0
19935,201703,168944,1640400,0,-117000,1151400,606000,0,0,0,0,0
19936,201704,168944,1009200,3300,0,-117000,516900,606000,0,0,0,0
19937,201705,168944,548700.01,3300,0,0,0,135000,0,410400.01,0,0
19938,201706,168944,1354595.98,1354595.98,0,0,0,0,0,0,0,0
19939,201606,169000,3313,3313,0,0,0,0,0,0,0,0
19940,201611,169000,15486,15486,0,0,0,0,0,0,0,0
19941,201612,169000,9888,0,9888,0,0,0,0,0,0,0
19942,201702,169000,19440,0,19440,0,0,0,0,0,0,0
19943,201703,169000,19440,0,19440,0,0,0,0,0,0,0
19944,201706,169000,3600,3600,0,0,0,0,0,0,0,0
19945,201608,169056,1023445.54,1023445.54,0,0,0,0,0,0,0,0
19946,201609,169056,256164.71,0,256164.71,0,0,0,0,0,0,0
19947,201601,169083,479.38,479.38,0,0,0,0,0,0,0,0
19948,201602,169083,1841.71,1841.71,0,0,0,0,0,0,0,0
19949,201603,169083,2565.48,2565.48,0,0,0,0,0,0,0,0
19950,201604,169083,4524.62,4524.62,0,0,0,0,0,0,0,0
19951,201605,169083,6213.05,6213.05,0,0,0,0,0,0,0,0
19952,201606,169083,5503.06,5503.06,0,0,0,0,0,0,0,0
19953,201607,169083,8541.37,8541.37,0,0,0,0,0,0,0,0
19954,201608,169083,5535.6,5535.6,0,0,0,0,0,0,0,0
19955,201609,169083,8078.53,8078.53,0,0,0,0,0,0,0,0
19956,201610,169083,3828.81,3828.81,0,0,0,0,0,0,0,0
19957,201611,169083,3223.27,3223.27,0,0,0,0,0,0,0,0
19958,201612,169083,4430.8,4430.8,0,0,0,0,0,0,0,0
19959,201701,169083,1769.52,1769.52,0,0,0,0,0,0,0,0
19960,201702,169083,3951.94,3951.94,0,0,0,0,0,0,0,0
19961,201703,169083,10195.49,10195.49,0,0,0,0,0,0,0,0
19962,201704,169083,5268.86,4068.66,1200.2,0,0,0,0,0,0,0
19963,201705,169083,3503.84,3503.84,0,0,0,0,0,0,0,0
19964,201706,169083,5850.22,5850.22,0,0,0,0,0,0,0,0
19965,201601,169104,140.33,0,140.33,0,0,0,0,0,0,0
19966,201602,169107,1234.24,1234.24,0,0,0,0,0,0,0,0
19967,201603,169107,642.69,238.89,403.8,0,0,0,0,0,0,0
19968,201604,169107,894.09,894.09,0,0,0,0,0,0,0,0
19969,201605,169107,1542.44,1096.13,446.31,0,0,0,0,0,0,0
19970,201606,169107,844.2,844.2,0,0,0,0,0,0,0,0
19971,201608,169107,470.23,470.23,0,0,0,0,0,0,0,0
19972,201610,169107,607.52,607.52,0,0,0,0,0,0,0,0
19973,201601,169113,4433.17,4433.17,0,0,0,0,0,0,0,0
19974,201602,169113,41512.34,41512.34,0,0,0,0,0,0,0,0
19975,201603,169113,18035.94,18035.94,0,0,0,0,0,0,0,0
19976,201604,169113,31542.98,31542.98,0,0,0,0,0,0,0,0
19977,201605,169113,21403.73,21403.73,0,0,0,0,0,0,0,0
19978,201607,169113,4256.78,4256.78,0,0,0,0,0,0,0,0
19979,201608,169113,4256.78,0,4256.78,0,0,0,0,0,0,0
19980,201609,169113,28628.42,28628.42,0,0,0,0,0,0,0,0
19981,201610,169113,46671.99,46671.99,0,0,0,0,0,0,0,0
19982,201611,169113,40630.18,13587.64,27042.54,0,0,0,0,0,0,0
19983,201612,169113,958.25,958.25,0,0,0,0,0,0,0,0
19984,201701,169113,1575,1575,0,0,0,0,0,0,0,0
19985,201702,169113,14713.12,13138.12,1575,0,0,0,0,0,0,0
19986,201703,169113,46201.63,41263.51,4938.12,0,0,0,0,0,0,0
19987,201704,169113,31160,3280,27880,0,0,0,0,0,0,0
19988,201705,169113,19550,19550,0,0,0,0,0,0,0,0
19989,201601,169129,1278.23,1278.23,0,0,0,0,0,0,0,0
19990,201602,169129,1284.77,1284.77,0,0,0,0,0,0,0,0
19991,201603,169129,1297.65,0,0,1297.65,0,0,0,0,0,0
19992,201604,169129,3020.2,3020.2,0,0,0,0,0,0,0,0
19993,201605,169129,3429.32,3429.32,0,0,0,0,0,0,0,0
19994,201606,169129,6094.72,6094.72,0,0,0,0,0,0,0,0
19995,201607,169129,3152.64,3152.64,0,0,0,0,0,0,0,0
19996,201608,169129,3138.92,3138.92,0,0,0,0,0,0,0,0
19997,201609,169129,3138.92,0,3138.92,0,0,0,0,0,0,0
19998,201702,169140,15984,0,15984,0,0,0,0,0,0,0
19999,201602,169209,256.16,256.16,0,0,0,0,0,0,0,0
20000,201605,169209,576.14,576.14,0,0,0,0,0,0,0,0
20001,201608,169213,496500,496500,0,0,0,0,0,0,0,0
20002,201609,169213,1371090,1348590,22500,0,0,0,0,0,0,0
20003,201610,169213,557248,448250,108998,0,0,0,0,0,0,0
20004,201611,169213,176400,176400,0,0,0,0,0,0,0,0
20005,201612,169213,121613.11,121613.11,0,0,0,0,0,0,0,0
20006,201701,169213,254000,135500,118500,0,0,0,0,0,0,0
20007,201702,169213,117692.33,117692.33,0,0,0,0,0,0,0,0
20008,201703,169213,-9628.47,0,-9628.47,0,0,0,0,0,0,0
20009,201704,169213,-15189.47,0,-5561,-9628.47,0,0,0,0,0,0
20010,201705,169213,-20178.87,0,-4989.4,-5561,-9628.47,0,0,0,0,0
20011,201706,169213,-4635.2,0,-4635.2,0,0,0,0,0,0,0
20012,201603,169259,4500,4500,0,0,0,0,0,0,0,0
20013,201611,169259,-1764,0,-1764,0,0,0,0,0,0,0
20014,201612,169259,-294,0,0,-294,0,0,0,0,0,0
