,PERIOD,CUSTOMER_NUM,AR_AMT,CURRENT_AMT,P1_1-30_amt,P2_31-60_amt,P3_61-90_amt,P4_91-120_amt,P5_121-150_amt,P6_151-180_amt,P7_over180_amt,refund
15698,201702,160237,16515.93,0,0,0,0,0,0,0,16515.93,0
15699,201703,160237,51427.65,34911.72,0,0,0,0,0,0,16515.93,0
15700,201704,160237,49897.88,33381.95,0,0,0,0,0,0,16515.93,0
15701,201705,160237,26949.43,10433.5,0,0,0,0,0,0,16515.93,0
15702,201706,160237,22924.92,6408.99,0,0,0,0,0,0,16515.93,0
15703,201610,160265,225,225,0,0,0,0,0,0,0,0
15704,201611,160265,225,225,0,0,0,0,0,0,0,0
15705,201601,160273,1334969,1338389,-3420,0,0,0,0,0,0,0
15706,201602,160273,654881,654881,0,0,0,0,0,0,0,0
15707,201603,160273,665670,665670,0,0,0,0,0,0,0,0
15708,201604,160273,682094,682094,0,0,0,0,0,0,0,0
15709,201605,160273,119925,119925,0,0,0,0,0,0,0,0
15710,201606,160273,130355,130355,0,0,0,0,0,0,0,0
15711,201607,160273,246030,246030,0,0,0,0,0,0,0,0
15712,201608,160273,267620,267620,0,0,0,0,0,0,0,0
15713,201609,160273,261070,261070,0,0,0,0,0,0,0,0
15714,201610,160273,304735,304735,0,0,0,0,0,0,0,0
15715,201611,160273,197500,197500,0,0,0,0,0,0,0,0
15716,201612,160273,375495,375495,0,0,0,0,0,0,0,0
15717,201701,160273,240750,240750,0,0,0,0,0,0,0,0
15718,201702,160273,134145,134145,0,0,0,0,0,0,0,0
15719,201703,160273,77570,77570,0,0,0,0,0,0,0,0
15720,201704,160273,102975,102975,0,0,0,0,0,0,0,0
15721,201705,160273,97225,97225,0,0,0,0,0,0,0,0
15722,201706,160273,97600,97600,0,0,0,0,0,0,0,0
15723,201601,160299,4184.63,4184.63,0,0,0,0,0,0,0,0
15724,201602,160299,4237.55,2923.01,1314.54,0,0,0,0,0,0,0
15725,201603,160299,1314.54,0,0,1314.54,0,0,0,0,0,0
15726,201604,160299,3622.63,2308.09,0,0,1314.54,0,0,0,0,0
15727,201605,160299,4041.41,2726.87,0,0,0,1314.54,0,0,0,0
15728,201606,160299,1763.67,449.13,0,0,0,0,1314.54,0,0,0
15729,201607,160299,1763.7,0,449.16,0,0,0,0,1314.54,0,0
15730,201608,160299,1761.74,447.2,0,0,0,0,0,0,1314.54,0
15731,201609,160299,8735.17,7420.63,0,0,0,0,0,0,1314.54,0
15732,201610,160299,19416.62,18102.08,0,0,0,0,0,0,1314.54,0
15733,201611,160299,14738.81,12120.89,1303.38,0,0,0,0,0,1314.54,0
15734,201612,160299,2386.73,1072.19,0,0,0,0,0,0,1314.54,0
15735,201701,160299,2774.57,1460.03,0,0,0,0,0,0,1314.54,0
15736,201702,160299,2770.23,1455.69,0,0,0,0,0,0,1314.54,0
15737,201703,160299,1314.54,0,0,0,0,0,0,0,1314.54,0
15738,201704,160299,1314.54,0,0,0,0,0,0,0,1314.54,0
15739,201705,160299,1314.54,0,0,0,0,0,0,0,1314.54,0
15740,201706,160299,1314.54,0,0,0,0,0,0,0,1314.54,0
15741,201601,160329,800508.65,800508.65,0,0,0,0,0,0,0,0
15742,201602,160329,505665.45,505665.45,0,0,0,0,0,0,0,0
15743,201603,160329,785411.4,785411.4,0,0,0,0,0,0,0,0
15744,201604,160329,1011185.65,1027453.65,-16268,0,0,0,0,0,0,0
15745,201605,160329,980389.45,1000887.45,-4230,-16268,0,0,0,0,0,0
15746,201606,160329,912125.45,916355.45,0,-4230,0,0,0,0,0,0
15747,201607,160329,936875.4,946257.4,-9382,0,0,0,0,0,0,0
15748,201608,160329,1480164.65,1489546.65,0,-9382,0,0,0,0,0,0
15749,201609,160329,2072104.65,2072104.65,0,0,0,0,0,0,0,0
15750,201610,160329,2040494.75,2040494.75,0,0,0,0,0,0,0,0
15751,201611,160329,2587582.1,2587582.1,0,0,0,0,0,0,0,0
15752,201612,160329,2834517.6,2834517.6,0,0,0,0,0,0,0,0
15753,201701,160329,1901580.7,1906524.7,-4944,0,0,0,0,0,0,0
15754,201702,160329,2130994.95,948023.25,1187915.7,-4944,0,0,0,0,0,0
15755,201703,160329,661336.75,661336.75,0,0,0,0,0,0,0,0
15756,201704,160329,894971.05,695256.8,199714.25,0,0,0,0,0,0,0
15757,201705,160329,325910.4,325910.4,0,0,0,0,0,0,0,0
15758,201706,160329,464416.35,464416.35,0,0,0,0,0,0,0,0
15759,201601,160334,18587.21,18587.21,0,0,0,0,0,0,0,0
15760,201602,160334,32137.84,26390.63,5747.21,0,0,0,0,0,0,0
15761,201603,160334,43224.89,31190.28,0,12034.61,0,0,0,0,0,0
15762,201604,160334,44819.63,29798.03,2986.99,0,12034.61,0,0,0,0,0
15763,201605,160334,57540.87,42519.27,0,0,2986.99,6287.4,5747.21,0,0,0
15764,201606,160334,60019.11,44997.51,0,0,0,2986.99,6287.4,5747.21,0,0
15765,201607,160334,54547.22,39525.62,0,0,0,0,2986.99,6287.4,5747.21,0
15766,201608,160334,49927.98,34906.38,0,0,0,0,0,2986.99,12034.61,0
15767,201609,160334,41314.5,26292.9,0,0,0,0,0,0,15021.6,0
15768,201610,160334,38678.36,23656.76,0,0,0,0,0,0,15021.6,0
15769,201611,160334,36273.22,21251.62,0,0,0,0,0,0,15021.6,0
15770,201612,160334,33153.76,18132.16,0,0,0,0,0,0,15021.6,0
15771,201701,160334,35826.63,20805.03,0,0,0,0,0,0,15021.6,0
15772,201702,160334,38833.59,23811.99,0,0,0,0,0,0,15021.6,0
15773,201703,160334,42477.42,27455.82,0,0,0,0,0,0,15021.6,0
15774,201704,160334,34268.04,19246.44,0,0,0,0,0,0,15021.6,0
15775,201705,160334,34132.06,19110.46,0,0,0,0,0,0,15021.6,0
15776,201706,160334,32444.52,17422.92,0,0,0,0,0,0,15021.6,0
15777,201601,160361,9090,9090,0,0,0,0,0,0,0,0
15778,201602,160361,9090,0,9090,0,0,0,0,0,0,0
15779,201603,160361,2310,2310,0,0,0,0,0,0,0,0
15780,201604,160361,2310,2310,0,0,0,0,0,0,0,0
15781,201605,160361,2310,0,2310,0,0,0,0,0,0,0
15782,201611,160372,4706.46,4706.46,0,0,0,0,0,0,0,0
15783,201612,160372,4650,4650,0,0,0,0,0,0,0,0
15784,201701,160372,2576.84,0,0,2576.84,0,0,0,0,0,0
15785,201702,160372,2569.18,0,0,2569.18,0,0,0,0,0,0
15786,201705,160372,1646.82,1646.82,0,0,0,0,0,0,0,0
15787,201706,160372,1646.58,1646.58,0,0,0,0,0,0,0,0
15788,201603,160391,11384.31,11384.31,0,0,0,0,0,0,0,0
15789,201604,160391,13279.76,1955.36,11324.4,0,0,0,0,0,0,0
15790,201605,160391,18175.9,18175.9,0,0,0,0,0,0,0,0
15791,201606,160391,1926.25,1926.25,0,0,0,0,0,0,0,0
15792,201607,160391,4225.83,2283.33,1942.5,0,0,0,0,0,0,0
15793,201608,160391,2280.95,2280.95,0,0,0,0,0,0,0,0
15794,201609,160391,3920.62,3920.62,0,0,0,0,0,0,0,0
15795,201610,160391,3912.41,3912.41,0,0,0,0,0,0,0,0
15796,201611,160391,9991.77,8433.37,1558.4,0,0,0,0,0,0,0
15797,201612,160391,12740.57,12740.57,0,0,0,0,0,0,0,0
15798,201701,160391,12700.39,12700.39,0,0,0,0,0,0,0,0
15799,201705,160391,11212.03,11212.03,0,0,0,0,0,0,0,0
15800,201706,160391,11190.36,0,11190.36,0,0,0,0,0,0,0
15801,201706,160398,3603.26,0,3603.26,0,0,0,0,0,0,0
15802,201604,160418,110.95,110.95,0,0,0,0,0,0,0,0
15803,201605,160418,109.25,109.25,0,0,0,0,0,0,0,0
15804,201606,160418,540.41,540.41,0,0,0,0,0,0,0,0
15805,201607,160418,540.45,432.36,0,108.09,0,0,0,0,0,0
15806,201608,160418,538.1,430.48,0,0,107.62,0,0,0,0,0
15807,201609,160418,538.1,0,430.48,0,0,107.62,0,0,0,0
15808,201610,160418,424.7,0,0,0,424.7,0,0,0,0,0
15809,201611,160418,417.32,0,0,0,0,417.32,0,0,0,0
15810,201612,160418,412.31,0,0,0,0,0,412.31,0,0,0
15811,201701,160418,421.36,0,0,0,0,0,0,421.36,0,0
15812,201702,160418,420.12,0,0,0,0,0,0,0,420.12,0
15813,201601,160437,230989.05,206677.05,0,0,22312,2000,0,0,0,0
15814,201602,160437,218623.05,201503.8,17119.25,0,0,0,0,0,0,0
15815,201603,160437,229015.75,201374.34,0,27641.41,0,0,0,0,0,0
15816,201604,160437,190689.55,188600.45,2089.1,0,0,0,0,0,0,0
15817,201605,160437,208612.16,208021.36,0,590.8,0,0,0,0,0,0
15818,201606,160437,209133.33,206862.33,2271,0,0,0,0,0,0,0
15819,201607,160437,217274.11,184745.01,0,32529.1,0,0,0,0,0,0
15820,201608,160437,690965.8,690965.8,0,0,0,0,0,0,0,0
15821,201609,160437,1279213,1277100.4,2112.6,0,0,0,0,0,0,0
15822,201610,160437,1946317.9,1571842.4,0,374475.5,0,0,0,0,0,0
15823,201611,160437,1857247.25,1852814.75,4432.5,0,0,0,0,0,0,0
15824,201612,160437,2126719.79,2073664.79,0,53055,0,0,0,0,0,0
15825,201701,160437,2698290.7,2044814.55,0,600421.15,53055,0,0,0,0,0
15826,201702,160437,2288669.85,2109165.45,179504.4,0,0,0,0,0,0,0
15827,201703,160437,2060634.75,2060634.75,0,0,0,0,0,0,0,0
15828,201704,160437,2472753.45,1856869.9,615883.55,0,0,0,0,0,0,0
15829,201705,160437,2039048.9,2039048.9,0,0,0,0,0,0,0,0
15830,201706,160437,2202438.25,2202438.25,0,0,0,0,0,0,0,0
15831,201601,160463,239620.04,239620.04,0,0,0,0,0,0,0,0
15832,201602,160463,198061.12,198061.12,0,0,0,0,0,0,0,0
15833,201603,160463,194113.79,194113.79,0,0,0,0,0,0,0,0
15834,201604,160463,402512.56,402512.56,0,0,0,0,0,0,0,0
15835,201605,160463,626513.15,626513.15,0,0,0,0,0,0,0,0
15836,201606,160463,566036.41,566036.41,0,0,0,0,0,0,0,0
15837,201607,160463,573540.32,573540.32,0,0,0,0,0,0,0,0
15838,201608,160463,481841.07,481841.07,0,0,0,0,0,0,0,0
15839,201609,160463,423876.01,423876.01,0,0,0,0,0,0,0,0
15840,201610,160463,424812.29,424812.29,0,0,0,0,0,0,0,0
15841,201611,160463,326830.21,326830.21,0,0,0,0,0,0,0,0
15842,201612,160463,340079.11,340079.11,0,0,0,0,0,0,0,0
15843,201701,160463,429328.7,429328.7,0,0,0,0,0,0,0,0
15844,201702,160463,400918.07,400918.07,0,0,0,0,0,0,0,0
15845,201703,160463,266014.83,266014.83,0,0,0,0,0,0,0,0
15846,201704,160463,318454.1,318454.1,0,0,0,0,0,0,0,0
15847,201705,160463,374928.95,374928.95,0,0,0,0,0,0,0,0
15848,201706,160463,416421.34,416421.34,0,0,0,0,0,0,0,0
15849,201603,160480,5040,5040,0,0,0,0,0,0,0,0
15850,201608,160480,1623.6,0,1623.6,0,0,0,0,0,0,0
15851,201610,160480,4173,0,4173,0,0,0,0,0,0,0
15852,201612,160480,15864,0,15864,0,0,0,0,0,0,0
15853,201703,160480,5400,0,5400,0,0,0,0,0,0,0
15854,201706,160480,16694.4,0,16694.4,0,0,0,0,0,0,0
15855,201601,160489,34900,34900,0,0,0,0,0,0,0,0
15856,201602,160489,111500,111500,0,0,0,0,0,0,0,0
15857,201603,160489,199900,199900,0,0,0,0,0,0,0,0
15858,201604,160489,308790,280870,27920,0,0,0,0,0,0,0
15859,201605,160489,348690,334730,0,13960,0,0,0,0,0,0
15860,201606,160489,251870,251690,180,0,0,0,0,0,0,0
15861,201607,160489,149780,74800,0,74800,180,0,0,0,0,0
15862,201608,160489,40800,40800,0,0,0,0,0,0,0,0
15863,201612,160502,3895,0,3895,0,0,0,0,0,0,0
15864,201601,160538,101568,93728,7840,0,0,0,0,0,0,0
15865,201602,160538,126750,36750,90000,0,0,0,0,0,0,0
15866,201603,160538,109668,73500,36168,0,0,0,0,0,0,0
15867,201604,160538,100278,100860,0,-582,0,0,0,0,0,0
15868,201605,160538,195800,122300,73500,0,0,0,0,0,0,0
15869,201606,160538,74600,74600,0,0,0,0,0,0,0,0
15870,201607,160538,70966,6260,64706,0,0,0,0,0,0,0
15871,201608,160538,34997.5,65000,-29708.5,-294,0,0,0,0,0,0
15872,201609,160538,-180,0,-180,0,0,0,0,0,0,0
15873,201610,160538,-605,0,-425,-180,0,0,0,0,0,0
15874,201611,160538,-605,0,0,-425,-180,0,0,0,0,0
15875,201612,160538,-605,0,0,0,-425,-180,0,0,0,0
15876,201701,160538,14205,15200,-390,0,0,-425,-180,0,0,0
15877,201702,160538,7110,7500,0,-390,0,0,0,0,0,0
15878,201704,160538,30100,30100,0,0,0,0,0,0,0,0
15879,201705,160538,271595,241495,30100,0,0,0,0,0,0,0
15880,201706,160538,319795,78300,241495,0,0,0,0,0,0,0
15881,201601,160558,1042246.28,1042246.28,0,0,0,0,0,0,0,0
15882,201602,160558,321194.53,321194.53,0,0,0,0,0,0,0,0
15883,201603,160558,550279.97,550279.97,0,0,0,0,0,0,0,0
15884,201604,160558,781847.72,781847.72,0,0,0,0,0,0,0,0
15885,201605,160558,383345.51,383345.51,0,0,0,0,0,0,0,0
15886,201606,160558,487200,487200,0,0,0,0,0,0,0,0
15887,201607,160558,429600,429600,0,0,0,0,0,0,0,0
15888,201608,160558,571350,571350,0,0,0,0,0,0,0,0
15889,201609,160558,652000,652000,0,0,0,0,0,0,0,0
15890,201610,160558,908300,908300,0,0,0,0,0,0,0,0
15891,201611,160558,367800,367800,0,0,0,0,0,0,0,0
15892,201612,160558,395850,395850,0,0,0,0,0,0,0,0
15893,201701,160558,375500,375500,0,0,0,0,0,0,0,0
15894,201702,160558,249000,249000,0,0,0,0,0,0,0,0
15895,201703,160558,197600,197600,0,0,0,0,0,0,0,0
15896,201704,160558,304870,304870,0,0,0,0,0,0,0,0
15897,201705,160558,409844.25,409844.25,0,0,0,0,0,0,0,0
15898,201706,160558,543392,543392,0,0,0,0,0,0,0,0
15899,201601,160568,4079.17,4079.17,0,0,0,0,0,0,0,0
15900,201602,160568,3275.76,3275.76,0,0,0,0,0,0,0,0
15901,201603,160568,1329.43,1329.43,0,0,0,0,0,0,0,0
15902,201604,160568,1679.48,1679.48,0,0,0,0,0,0,0,0
15903,201605,160568,2337.27,2337.27,0,0,0,0,0,0,0,0
15904,201606,160568,3155.69,3155.69,0,0,0,0,0,0,0,0
15905,201607,160568,2184.22,2184.22,0,0,0,0,0,0,0,0
15906,201608,160568,2379.66,2379.66,0,0,0,0,0,0,0,0
15907,201609,160568,3599.32,3599.32,0,0,0,0,0,0,0,0
15908,201610,160568,3606.47,3606.47,0,0,0,0,0,0,0,0
15909,201611,160568,3907.45,3907.45,0,0,0,0,0,0,0,0
15910,201612,160568,4213.04,4213.04,0,0,0,0,0,0,0,0
15911,201701,160568,8639.19,8639.19,0,0,0,0,0,0,0,0
15912,201702,160568,10650.74,10650.74,0,0,0,0,0,0,0,0
15913,201703,160568,13766.33,13766.33,0,0,0,0,0,0,0,0
15914,201704,160568,11929.21,11929.21,0,0,0,0,0,0,0,0
15915,201705,160568,8837.27,8837.27,0,0,0,0,0,0,0,0
15916,201706,160568,8499.76,8499.76,0,0,0,0,0,0,0,0
15917,201601,160583,6510,6510,0,0,0,0,0,0,0,0
15918,201602,160583,9660,9660,0,0,0,0,0,0,0,0
15919,201603,160583,3570,3570,0,0,0,0,0,0,0,0
15920,201604,160583,3570,3570,0,0,0,0,0,0,0,0
15921,201605,160583,2100,2100,0,0,0,0,0,0,0,0
15922,201607,160583,1050,1050,0,0,0,0,0,0,0,0
15923,201608,160583,1050,1050,0,0,0,0,0,0,0,0
15924,201609,160583,1050,1050,0,0,0,0,0,0,0,0
15925,201612,160583,630,630,0,0,0,0,0,0,0,0
15926,201701,160583,630,630,0,0,0,0,0,0,0,0
15927,201702,160583,630,630,0,0,0,0,0,0,0,0
15928,201703,160583,210,210,0,0,0,0,0,0,0,0
15929,201704,160583,210,210,0,0,0,0,0,0,0,0
15930,201601,160618,50016.2,50016.2,0,0,0,0,0,0,0,0
15931,201602,160618,39937.8,36088.8,3849,0,0,0,0,0,0,0
15932,201603,160618,31541.8,12644,18897.8,0,0,0,0,0,0,0
15933,201604,160618,20655,19416,1239,0,0,0,0,0,0,0
15934,201605,160618,25304,25304,0,0,0,0,0,0,0,0
15935,201606,160618,24529,24529,0,0,0,0,0,0,0,0
15936,201607,160618,16558,16558,0,0,0,0,0,0,0,0
15937,201608,160618,18976.5,18976.5,0,0,0,0,0,0,0,0
15938,201609,160618,9524.5,9524.5,0,0,0,0,0,0,0,0
15939,201610,160618,24392,24392,0,0,0,0,0,0,0,0
15940,201611,160618,25562,25814,-252,0,0,0,0,0,0,0
15941,201612,160618,38368.6,38620.6,0,-252,0,0,0,0,0,0
15942,201701,160618,37294.84,37294.84,0,0,0,0,0,0,0,0
15943,201702,160618,49116.96,49116.96,0,0,0,0,0,0,0,0
15944,201703,160618,50296.64,45866.4,4430.24,0,0,0,0,0,0,0
15945,201704,160618,56511.52,56511.52,0,0,0,0,0,0,0,0
15946,201705,160618,61025.03,61025.03,0,0,0,0,0,0,0,0
15947,201706,160618,74615.17,56552.65,18062.52,0,0,0,0,0,0,0
15948,201601,160635,545908.81,417857.87,0,128050.94,0,0,0,0,0,0
15949,201602,160635,1373045.74,421951.5,193647.18,643483.8,0,113963.26,0,0,0,0
15950,201603,160635,1217248.72,195722.4,0,393244.06,0,514319,113963.26,0,0,0
15951,201604,160635,1216006.95,97688.01,97540.08,0,392496.6,0,514319,113963.26,0,0
15952,201605,160635,1006428.52,280627.96,0,46.43,0,182.09,97289.78,514319,113963.26,0
15953,201606,160635,1163912.19,438114.07,0,0,45.94,0,180.14,97289.78,628282.26,0
15954,201607,160635,1335861.46,610289.42,0,0,0,0,0,0,725572.04,0
15955,201608,160635,1454528.06,728956.02,0,0,0,0,0,0,725572.04,0
15956,201609,160635,1907426.09,1061670.76,120183.29,0,0,0,0,0,725572.04,0
15957,201610,160635,1567538.36,603618.39,0,238347.93,0,0,0,0,725572.04,0
15958,201611,160635,1163953.46,438381.42,0,0,0,0,0,0,725572.04,0
15959,201612,160635,1359517.26,490168.54,0,143776.68,0,0,0,0,725572.04,0
15960,201701,160635,1085048.37,359476.33,0,0,0,0,0,0,725572.04,0
15961,201702,160635,1182849.01,456994.36,282.61,0,0,0,0,0,725572.04,0
15962,201703,160635,1075227.57,310976.86,0,38678.67,0,0,0,0,725572.04,0
15963,201704,160635,1251378.87,525806.83,0,0,0,0,0,0,725572.04,0
15964,201705,160635,1455318.8,729746.76,0,0,0,0,0,0,725572.04,0
15965,201706,160635,1256962.68,531332.98,57.66,0,0,0,0,0,725572.04,0
15966,201605,160643,5100,5100,0,0,0,0,0,0,0,0
15967,201605,160648,1220,1220,0,0,0,0,0,0,0,0
15968,201609,160648,7344,7344,0,0,0,0,0,0,0,0
15969,201610,160648,16500,16500,0,0,0,0,0,0,0,0
15970,201704,160648,19200,0,19200,0,0,0,0,0,0,0
15971,201601,160658,113176.98,0,113176.98,0,0,0,0,0,0,0
15972,201608,160658,-957.6,0,-957.6,0,0,0,0,0,0,0
15973,201702,160687,270,270,0,0,0,0,0,0,0,0
15974,201703,160687,270,0,270,0,0,0,0,0,0,0
15975,201704,160687,270,0,0,270,0,0,0,0,0,0
15976,201601,160689,23482.38,21356.15,2126.23,0,0,0,0,0,0,0
15977,201602,160689,29815.05,28662.05,1153,0,0,0,0,0,0,0
15978,201603,160689,34510.4,34510.4,0,0,0,0,0,0,0,0
15979,201604,160689,33528.96,33528.96,0,0,0,0,0,0,0,0
15980,201605,160689,42795.39,41226.39,1569,0,0,0,0,0,0,0
15981,201606,160689,55095.28,54017.28,1078,0,0,0,0,0,0,0
15982,201607,160689,47155.08,40749.08,6406,0,0,0,0,0,0,0
15983,201608,160689,45889.02,42903.02,2986,0,0,0,0,0,0,0
15984,201609,160689,36476.27,36476.27,0,0,0,0,0,0,0,0
15985,201610,160689,32400.47,28225.71,4174.76,0,0,0,0,0,0,0
15986,201611,160689,42485.66,42485.66,0,0,0,0,0,0,0,0
15987,201612,160689,45445.58,45153.58,292,0,0,0,0,0,0,0
15988,201701,160689,53008.18,49038.42,3969.76,0,0,0,0,0,0,0
15989,201702,160689,62100.2,59838.2,2262,0,0,0,0,0,0,0
15990,201703,160689,52751.18,47423.38,5327.8,0,0,0,0,0,0,0
15991,201704,160689,61738.16,59402.16,2336,0,0,0,0,0,0,0
15992,201705,160689,61642,59930.8,1711.2,0,0,0,0,0,0,0
15993,201706,160689,71688.32,60999.74,10688.58,0,0,0,0,0,0,0
15994,201601,160701,149736.85,122311.85,27425,0,0,0,0,0,0,0
15995,201605,160701,42766.47,42766.47,0,0,0,0,0,0,0,0
15996,201606,160701,118577.81,118577.81,0,0,0,0,0,0,0,0
15997,201608,160701,6570.07,6570.07,0,0,0,0,0,0,0,0
15998,201609,160701,109906.05,109906.05,0,0,0,0,0,0,0,0
15999,201610,160701,46157.03,46157.03,0,0,0,0,0,0,0,0
16000,201611,160701,130836.32,130836.32,0,0,0,0,0,0,0,0
16001,201612,160701,31311.79,31311.79,0,0,0,0,0,0,0,0
16002,201701,160701,8773.64,4699.1,4074.54,0,0,0,0,0,0,0
16003,201702,160701,24668.16,24668.16,0,0,0,0,0,0,0,0
16004,201703,160701,0,0,0,0,0,0,0,0,0,0
16005,201704,160701,0,0,0,0,0,0,0,0,0,0
16006,201601,160724,98550.7,98550.7,0,0,0,0,0,0,0,0
16007,201602,160724,67789.01,67789.01,0,0,0,0,0,0,0,0
16008,201603,160724,39049.1,23600.92,15448.18,0,0,0,0,0,0,0
16009,201604,160724,58808.92,58808.92,0,0,0,0,0,0,0,0
16010,201605,160724,17189.35,0,17189.35,0,0,0,0,0,0,0
16011,201607,160751,770,770,0,0,0,0,0,0,0,0
16012,201611,160751,8951,8951,0,0,0,0,0,0,0,0
16013,201704,160751,1232,0,1232,0,0,0,0,0,0,0
16014,201601,160761,22739.04,22739.04,0,0,0,0,0,0,0,0
16015,201602,160761,912,912,0,0,0,0,0,0,0,0
16016,201603,160761,1368,1368,0,0,0,0,0,0,0,0
16017,201606,160761,7877.24,7877.24,0,0,0,0,0,0,0,0
16018,201612,160761,8961.6,8961.6,0,0,0,0,0,0,0,0
16019,201705,160761,1410,1410,0,0,0,0,0,0,0,0
16020,201706,160761,2145,2145,0,0,0,0,0,0,0,0
16021,201601,160780,25849.53,25849.53,0,0,0,0,0,0,0,0
16022,201603,160780,17233.02,17233.02,0,0,0,0,0,0,0,0
16023,201606,160780,57642.2,57642.2,0,0,0,0,0,0,0,0
16024,201608,160780,7391.44,7391.44,0,0,0,0,0,0,0,0
16025,201602,160797,15022.8,15022.8,0,0,0,0,0,0,0,0
16026,201603,160797,15022.8,0,15022.8,0,0,0,0,0,0,0
16027,201605,160797,18832,18832,0,0,0,0,0,0,0,0
16028,201606,160797,2407.5,2407.5,0,0,0,0,0,0,0,0
16029,201705,160797,14063.23,14063.23,0,0,0,0,0,0,0,0
16030,201601,160806,1999.93,1999.93,0,0,0,0,0,0,0,0
16031,201602,160806,2422.31,2005.9,416.41,0,0,0,0,0,0,0
16032,201604,160806,4492.47,4492.47,0,0,0,0,0,0,0,0
16033,201605,160806,12177.95,12177.95,0,0,0,0,0,0,0,0
16034,201606,160806,12874.76,12874.76,0,0,0,0,0,0,0,0
16035,201607,160806,10965.8,5139.32,5826.48,0,0,0,0,0,0,0
16036,201608,160806,4276.2,4276.2,0,0,0,0,0,0,0,0
16037,201609,160806,2136.12,2136.12,0,0,0,0,0,0,0,0
16038,201610,160806,4595.73,4595.73,0,0,0,0,0,0,0,0
16039,201701,160806,895.02,895.02,0,0,0,0,0,0,0,0
16040,201702,160806,4265.73,4265.73,0,0,0,0,0,0,0,0
16041,201703,160806,9891.9,9956.6,-64.7,0,0,0,0,0,0,0
16042,201704,160806,7006.23,7257.18,-250.95,0,0,0,0,0,0,0
16043,201705,160806,901.81,901.81,0,0,0,0,0,0,0,0
16044,201601,160818,188001.62,188001.62,0,0,0,0,0,0,0,0
16045,201602,160818,372975.39,346907.93,26067.46,0,0,0,0,0,0,0
16046,201603,160818,273258.51,273258.51,0,0,0,0,0,0,0,0
16047,201604,160818,300829.25,300829.25,0,0,0,0,0,0,0,0
16048,201605,160818,17114.76,17114.76,0,0,0,0,0,0,0,0
16049,201607,160818,379822.59,379822.59,0,0,0,0,0,0,0,0
16050,201608,160818,32832,32832,0,0,0,0,0,0,0,0
16051,201611,160818,8325.12,8325.12,0,0,0,0,0,0,0,0
16052,201612,160818,64825.44,64825.44,0,0,0,0,0,0,0,0
16053,201701,160818,64825.44,64825.44,0,0,0,0,0,0,0,0
16054,201702,160818,4400.16,4400.16,0,0,0,0,0,0,0,0
16055,201703,160818,320325,320325,0,0,0,0,0,0,0,0
16056,201704,160818,320325,320325,0,0,0,0,0,0,0,0
16057,201706,160818,2900642,2900642,0,0,0,0,0,0,0,0
16058,201601,160840,515203.6,515203.6,0,0,0,0,0,0,0,0
16059,201602,160840,501689.1,501689.1,0,0,0,0,0,0,0,0
16060,201603,160840,616204.6,616204.6,0,0,0,0,0,0,0,0
16061,201604,160840,596317.5,596317.5,0,0,0,0,0,0,0,0
16062,201605,160840,680556,680556,0,0,0,0,0,0,0,0
16063,201606,160840,338931.5,338931.5,0,0,0,0,0,0,0,0
16064,201607,160840,128304,128304,0,0,0,0,0,0,0,0
16065,201608,160840,9520.9,9520.9,0,0,0,0,0,0,0,0
16066,201609,160840,9328,9328,0,0,0,0,0,0,0,0
16067,201601,160850,23166,16302,0,6864,0,0,0,0,0,0
16068,201602,160850,35508,35508,0,0,0,0,0,0,0,0
16069,201603,160850,35080.5,28645.5,0,6435,0,0,0,0,0,0
16070,201604,160850,19306.5,19306.5,0,0,0,0,0,0,0,0
16071,201605,160850,23596.5,4290,0,19306.5,0,0,0,0,0,0
16072,201606,160850,28809,28809,0,0,0,0,0,0,0,0
16073,201607,160850,46197,46197,0,0,0,0,0,0,0,0
16074,201608,160850,69676.8,69676.8,0,0,0,0,0,0,0,0
16075,201609,160850,32728.12,32588.2,139.92,0,0,0,0,0,0,0
16076,201610,160850,27322.8,27322.8,0,0,0,0,0,0,0,0
16077,201611,160850,38193.8,38193.8,0,0,0,0,0,0,0,0
16078,201612,160850,20504.4,20504.4,0,0,0,0,0,0,0,0
16079,201701,160850,21074.4,21074.4,0,0,0,0,0,0,0,0
16080,201702,160850,26803.6,26803.6,0,0,0,0,0,0,0,0
16081,201703,160850,27978.6,27978.6,0,0,0,0,0,0,0,0
16082,201704,160850,31398.6,31398.6,0,0,0,0,0,0,0,0
16083,201705,160850,31998.6,9185,0,22813.6,0,0,0,0,0,0
16084,201706,160850,21797.5,21797.5,0,0,0,0,0,0,0,0
16085,201608,160860,58395.87,58395.87,0,0,0,0,0,0,0,0
16086,201612,160860,43601.95,43601.95,0,0,0,0,0,0,0,0
16087,201702,160860,53940.68,53940.68,0,0,0,0,0,0,0,0
16088,201704,160860,39189.13,39189.13,0,0,0,0,0,0,0,0
16089,201705,160860,24309.06,24309.06,0,0,0,0,0,0,0,0
16090,201706,160860,43747.17,43747.17,0,0,0,0,0,0,0,0
16091,201602,160866,1600,1600,0,0,0,0,0,0,0,0
16092,201607,160866,1600,1600,0,0,0,0,0,0,0,0
16093,201608,160866,1600,0,1600,0,0,0,0,0,0,0
16094,201610,160866,1600,1600,0,0,0,0,0,0,0,0
16095,201702,160866,1600,1600,0,0,0,0,0,0,0,0
16096,201703,160877,2562.81,2562.81,0,0,0,0,0,0,0,0
