id,TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18
101208060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,5684,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,287,620,204,1072,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,53,0,0,0,169,313,0,3213,2704,0,0,73,858
101208062,0,0,0,0,0,0,0,0,0,797,0,1515,0,0,0,0,0,34,0,42,952,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,92,15115,1257,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,2105
101208064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,21601,0,0,0,3889,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,10733,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,12251,0,0,0,6408,444
101208065,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,297,33,0,0,0,0,0,0,50,171,0,0,0,0,0,0,0,0,547,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208066,0,0,0,0,0,0,0,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,41,0,64,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
101208074,0,0,0,0,0,0,0,69,0,497,680,0,3115,36,1143,0,0,0,15091,82,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13342,0,0,0,31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,26564,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,19643,36
101208079,0,0,0,2366,0,0,0,1524,0,0,0,121,0,188,0,0,0,92,1313,1948,0,0,0,0,0,0,0,0,0,0,658,409,0,0,0,0,0,0,1391,448,0,0,642,0,0,0,0,0,0,0,1306,703,0,0,0,0,0,0,75,225,0,0,0,0,0,0,8091,92,0,367,0,0
101208082,0,0,0,0,0,191,3037,250,0,47,994,137,0,0,831,0,1785,60,2619,55,0,0,4873,0,0,0,0,0,0,0,0,322,0,0,82,1692,0,0,11229,0,3212,0,1835,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11234,51,1866,0,3513,0
101208090,0,0,0,54,0,0,0,41,0,0,0,0,0,32,0,60,6654,0,0,6265,0,0,0,0,0,0,0,0,0,182,0,0,349,0,0,4364,1738,0,0,11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,3622,0,0,0,0
101208094,0,0,0,0,0,0,0,88,0,0,0,44,0,0,0,0,0,0,10000,654,0,0,16958,0,0,0,125,0,0,0,0,0,0,0,0,0,241,241,0,66,596,596,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22352,752,0,0,3151,212
101209037,0,0,0,0,0,0,3634,0,0,0,0,0,0,0,35,34,0,0,0,1639,5594,0,8109,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,0,11753,188,263,0,5424,0,0,0,0,149,0,0,0,0,844,0,4330,0,0,0,0,0,0,0,0,0,0,0,10763,0,0,0,8954,0
101306016,0,0,0,0,0,95,0,0,0,177,0,31,0,1209,0,45,0,152,0,0,0,0,0,0,0,0,0,37,0,0,0,71,0,0,0,249,0,0,4836,0,0,0,0,41,0,0,0,104,0,0,0,38,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
101502012,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,91,0,0,0,44,3145,0,1214,0,0,0,0,38,0,0,0,0,0,0,0,31,0,0,0,90,0,0,3185,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,90,0,0,11833,110
102103012,0,78,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
