video,text,id,week
0,0,101208008,week16
0,0,101208008,week17
454,0,101208008,week18
0,0,101208013,week1
0,0,101208013,week2
0,0,101208013,week3
0,0,101208013,week4
0,370,101208013,week5
0,42,101208013,week6
0,0,101208013,week7
0,0,101208013,week8
0,0,101208013,week9
0,0,101208013,week10
0,0,101208013,week11
0,1583,101208013,week12
0,0,101208013,week13
0,0,101208013,week14
0,0,101208013,week15
0,0,101208013,week16
0,0,101208013,week17
0,0,101208013,week18
0,0,101208015,week1
0,0,101208015,week2
0,0,101208015,week3
0,0,101208015,week4
0,1199,101208015,week5
1574,757,101208015,week6
0,0,101208015,week7
0,0,101208015,week8
0,0,101208015,week9
0,0,101208015,week10
0,0,101208015,week11
20903,106,101208015,week12
0,0,101208015,week13
0,0,101208015,week14
0,0,101208015,week15
0,0,101208015,week16
0,0,101208015,week17
2144,357,101208015,week18
0,0,101208017,week1
0,0,101208017,week2
31,982,101208017,week3
0,629,101208017,week4
12878,208,101208017,week5
0,934,101208017,week6
0,47,101208017,week7
0,0,101208017,week8
0,0,101208017,week9
0,0,101208017,week10
0,0,101208017,week11
11063,84,101208017,week12
0,0,101208017,week13
0,60,101208017,week14
0,0,101208017,week15
0,0,101208017,week16
0,0,101208017,week17
1502,531,101208017,week18
0,0,101208025,week1
0,0,101208025,week2
0,1323,101208025,week3
0,1897,101208025,week4
0,0,101208025,week5
14185,723,101208025,week6
0,55,101208025,week7
0,0,101208025,week8
0,0,101208025,week9
0,0,101208025,week10
0,6619,101208025,week11
0,11195,101208025,week12
0,0,101208025,week13
0,0,101208025,week14
0,0,101208025,week15
0,0,101208025,week16
0,0,101208025,week17
0,2488,101208025,week18
0,0,101208031,week1
0,0,101208031,week2
0,0,101208031,week3
0,336,101208031,week4
185,0,101208031,week5
1487,513,101208031,week6
0,0,101208031,week7
0,153,101208031,week8
4383,2962,101208031,week9
0,0,101208031,week10
0,48,101208031,week11
0,0,101208031,week12
0,0,101208031,week13
0,0,101208031,week14
63,0,101208031,week15
0,0,101208031,week16
0,0,101208031,week17
0,0,101208031,week18
0,0,101208034,week1
0,67,101208034,week2
0,51,101208034,week3
0,0,101208034,week4
144,39,101208034,week5
0,0,101208034,week6
0,0,101208034,week7
0,0,101208034,week8
0,0,101208034,week9
0,0,101208034,week10
0,0,101208034,week11
0,0,101208034,week12
0,0,101208034,week13
0,0,101208034,week14
0,33,101208034,week15
0,0,101208034,week16
0,0,101208034,week17
0,0,101208034,week18
0,0,101208050,week1
0,0,101208050,week2
115,1357,101208050,week3
0,0,101208050,week4
0,0,101208050,week5
25587,0,101208050,week6
0,154,101208050,week7
0,0,101208050,week8
0,0,101208050,week9
0,0,101208050,week10
0,0,101208050,week11
26342,36,101208050,week12
0,0,101208050,week13
0,0,101208050,week14
0,0,101208050,week15
0,0,101208050,week16
0,0,101208050,week17
285,0,101208050,week18
0,0,101208052,week1
0,165,101208052,week2
0,162,101208052,week3
0,0,101208052,week4
299,91,101208052,week5
4630,4114,101208052,week6
0,92,101208052,week7
0,0,101208052,week8
0,203,101208052,week9
0,3434,101208052,week10
0,117,101208052,week11
37684,0,101208052,week12
0,214,101208052,week13
0,331,101208052,week14
0,114,101208052,week15
0,0,101208052,week16
0,55,101208052,week17
0,773,101208052,week18
0,0,101208053,week1
0,135,101208053,week2
0,73,101208053,week3
0,0,101208053,week4
0,0,101208053,week5
0,0,101208053,week6
0,32,101208053,week7
0,0,101208053,week8
0,0,101208053,week9
0,0,101208053,week10
0,35,101208053,week11
0,0,101208053,week12
0,129,101208053,week13
0,2617,101208053,week14
0,0,101208053,week15
0,7688,101208053,week16
0,0,101208053,week17
0,0,101208053,week18
0,0,101208054,week1
0,0,101208054,week2
0,0,101208054,week3
0,0,101208054,week4
6162,206,101208054,week5
2413,1878,101208054,week6
0,51,101208054,week7
0,0,101208054,week8
0,72,101208054,week9
0,73,101208054,week10
0,0,101208054,week11
11692,374,101208054,week12
0,0,101208054,week13
0,50,101208054,week14
0,77,101208054,week15
0,0,101208054,week16
0,0,101208054,week17
0,0,101208054,week18
0,0,101208055,week1
0,0,101208055,week2
0,0,101208055,week3
8128,0,101208055,week4
148,0,101208055,week5
376,0,101208055,week6
0,0,101208055,week7
13936,69,101208055,week8
0,103,101208055,week9
0,0,101208055,week10
0,0,101208055,week11
2085,0,101208055,week12
0,0,101208055,week13
0,0,101208055,week14
0,0,101208055,week15
0,0,101208055,week16
124,0,101208055,week17
723,45,101208055,week18
0,0,101208056,week1
0,81,101208056,week2
0,40,101208056,week3
0,65,101208056,week4
0,1838,101208056,week5
0,0,101208056,week6
0,0,101208056,week7
0,0,101208056,week8
0,0,101208056,week9
0,0,101208056,week10
0,866,101208056,week11
18354,0,101208056,week12
0,0,101208056,week13
0,0,101208056,week14
0,0,101208056,week15
0,0,101208056,week16
0,1460,101208056,week17
0,0,101208056,week18
0,0,101208058,week1
21601,0,101208058,week2
2589,696,101208058,week3
14732,143,101208058,week4
374,487,101208058,week5
15714,204,101208058,week6
0,109,101208058,week7
2765,80,101208058,week8
0,0,101208058,week9
0,129,101208058,week10
1768,774,101208058,week11
31980,0,101208058,week12
0,21703,101208058,week13
0,0,101208058,week14
0,61,101208058,week15
0,0,101208058,week16
0,0,101208058,week17
3910,0,101208058,week18
0,0,101208060,week1
0,0,101208060,week2
0,384,101208060,week3
0,0,101208060,week4
0,0,101208060,week5
0,0,101208060,week6
0,0,101208060,week7
0,0,101208060,week8
0,0,101208060,week9
0,0,101208060,week10
0,0,101208060,week11
980,9866,101208060,week12
0,0,101208060,week13
0,0,101208060,week14
0,0,101208060,week15
0,0,101208060,week16
0,0,101208060,week17
5194,0,101208060,week18
0,0,101208062,week1
0,141,101208062,week2
0,62,101208062,week3
0,176,101208062,week4
0,62,101208062,week5
0,0,101208062,week6
0,0,101208062,week7
0,218,101208062,week8
0,506,101208062,week9
0,50,101208062,week10
0,56,101208062,week11
0,0,101208062,week12
0,40,101208062,week13
0,0,101208062,week14
0,0,101208062,week15
0,0,101208062,week16
719,0,101208062,week17
879,0,101208062,week18
0,0,101208064,week1
0,0,101208064,week2
0,0,101208064,week3
0,74,101208064,week4
0,2763,101208064,week5
229,0,101208064,week6
0,108,101208064,week7
0,0,101208064,week8
0,0,101208064,week9
0,0,101208064,week10
10926,0,101208064,week11
136,0,101208064,week12
0,0,101208064,week13
0,0,101208064,week14
0,1117,101208064,week15
0,0,101208064,week16
0,141,101208064,week17
0,0,101208064,week18
0,0,101208065,week1
0,104,101208065,week2
0,0,101208065,week3
0,0,101208065,week4
0,0,101208065,week5
0,0,101208065,week6
0,0,101208065,week7
0,0,101208065,week8
0,0,101208065,week9
0,0,101208065,week10
0,0,101208065,week11
0,53,101208065,week12
0,0,101208065,week13
0,0,101208065,week14
0,0,101208065,week15
0,0,101208065,week16
0,0,101208065,week17
0,0,101208065,week18
0,0,101208070,week1
0,0,101208070,week2
0,31,101208070,week3
0,0,101208070,week4
0,39,101208070,week5
0,0,101208070,week6
0,0,101208070,week7
0,0,101208070,week8
0,0,101208070,week9
0,0,101208070,week10
0,158,101208070,week11
0,0,101208070,week12
0,0,101208070,week13
0,0,101208070,week14
0,0,101208070,week15
0,0,101208070,week16
0,0,101208070,week17
0,0,101208070,week18
0,0,101208078,week1
0,33,101208078,week2
0,53,101208078,week3
0,0,101208078,week4
0,44,101208078,week5
934,284,101208078,week6
0,0,101208078,week7
0,0,101208078,week8
0,0,101208078,week9
0,0,101208078,week10
0,763,101208078,week11
1479,32,101208078,week12
0,0,101208078,week13
0,0,101208078,week14
0,0,101208078,week15
0,0,101208078,week16
0,0,101208078,week17
0,46,101208078,week18
0,0,101208079,week1
0,567,101208079,week2
0,140,101208079,week3
3478,4774,101208079,week4
0,0,101208079,week5
39,0,101208079,week6
0,0,101208079,week7
0,0,101208079,week8
0,33,101208079,week9
0,0,101208079,week10
0,0,101208079,week11
0,53,101208079,week12
0,0,101208079,week13
0,0,101208079,week14
0,81,101208079,week15
0,0,101208079,week16
0,379,101208079,week17
0,136,101208079,week18
0,0,101208080,week1
0,0,101208080,week2
0,0,101208080,week3
0,0,101208080,week4
0,198,101208080,week5
0,0,101208080,week6
0,0,101208080,week7
0,0,101208080,week8
0,0,101208080,week9
0,621,101208080,week10
0,0,101208080,week11
230,0,101208080,week12
0,0,101208080,week13
0,0,101208080,week14
0,44,101208080,week15
0,211,101208080,week16
0,31,101208080,week17
4355,0,101208080,week18
0,0,101208082,week1
64,546,101208082,week2
0,0,101208082,week3
0,127,101208082,week4
4457,68,101208082,week5
10155,93,101208082,week6
0,0,101208082,week7
0,0,101208082,week8
0,0,101208082,week9
0,0,101208082,week10
261,583,101208082,week11
16972,0,101208082,week12
0,0,101208082,week13
0,642,101208082,week14
0,126,101208082,week15
0,0,101208082,week16
0,0,101208082,week17
2159,0,101208082,week18
49,0,101208084,week1
0,0,101208084,week2
4218,0,101208084,week3
146,0,101208084,week4
0,0,101208084,week5
7034,0,101208084,week6
0,0,101208084,week7
0,0,101208084,week8
0,0,101208084,week9
0,51,101208084,week10
0,0,101208084,week11
0,0,101208084,week12
0,0,101208084,week13
0,0,101208084,week14
0,0,101208084,week15
0,0,101208084,week16
0,0,101208084,week17
0,0,101208084,week18
0,0,101208090,week1
0,0,101208090,week2
0,0,101208090,week3
0,0,101208090,week4
0,373,101208090,week5
0,2709,101208090,week6
0,0,101208090,week7
0,2492,101208090,week8
0,6271,101208090,week9
0,220,101208090,week10
0,45,101208090,week11
43373,1804,101208090,week12
0,59,101208090,week13
0,0,101208090,week14
0,0,101208090,week15
0,0,101208090,week16
0,1971,101208090,week17
0,0,101208090,week18
0,0,101208091,week1
0,79,101208091,week2
0,1381,101208091,week3
0,515,101208091,week4
0,355,101208091,week5
0,6368,101208091,week6
0,0,101208091,week7
0,0,101208091,week8
0,1372,101208091,week9
0,0,101208091,week10
867,0,101208091,week11
0,0,101208091,week12
0,0,101208091,week13
0,0,101208091,week14
0,0,101208091,week15
0,0,101208091,week16
0,0,101208091,week17
0,0,101208091,week18
0,0,101208094,week1
0,0,101208094,week2
0,0,101208094,week3
0,79,101208094,week4
0,0,101208094,week5
6132,0,101208094,week6
0,5060,101208094,week7
0,0,101208094,week8
0,0,101208094,week9
0,72,101208094,week10
0,0,101208094,week11
3492,154,101208094,week12
0,75,101208094,week13
0,0,101208094,week14
0,97,101208094,week15
0,109,101208094,week16
0,0,101208094,week17
1165,1588,101208094,week18
0,0,101209037,week1
0,0,101209037,week2
0,0,101209037,week3
0,35,101209037,week4
6688,471,101209037,week5
7461,1472,101209037,week6
0,0,101209037,week7
269,0,101209037,week8
0,0,101209037,week9
0,283,101209037,week10
0,869,101209037,week11
11245,0,101209037,week12
0,76,101209037,week13
0,0,101209037,week14
0,401,101209037,week15
0,0,101209037,week16
0,3729,101209037,week17
1844,0,101209037,week18
0,0,101302049,week1
0,0,101302049,week2
0,43,101302049,week3
0,0,101302049,week4
0,0,101302049,week5
0,139,101302049,week6
0,0,101302049,week7
0,124,101302049,week8
0,0,101302049,week9
0,0,101302049,week10
0,257,101302049,week11
0,288,101302049,week12
0,0,101302049,week13
0,0,101302049,week14
0,0,101302049,week15
0,0,101302049,week16
0,330,101302049,week17
0,5380,101302049,week18
0,0,101401042,week1
0,0,101401042,week2
0,32,101401042,week3
0,0,101401042,week4
0,0,101401042,week5
4910,0,101401042,week6
0,119,101401042,week7
0,0,101401042,week8
0,0,101401042,week9
0,0,101401042,week10
0,0,101401042,week11
5867,0,101401042,week12
0,0,101401042,week13
0,0,101401042,week14
0,0,101401042,week15
0,0,101401042,week16
0,93,101401042,week17
0,0,101401042,week18
0,0,101502012,week1
0,123,101502012,week2
0,0,101502012,week3
0,48,101502012,week4
549,63,101502012,week5
1570,0,101502012,week6
0,53,101502012,week7
0,0,101502012,week8
0,101,101502012,week9
0,117,101502012,week10
0,0,101502012,week11
71,274,101502012,week12
0,0,101502012,week13
0,0,101502012,week14
0,0,101502012,week15
0,78,101502012,week16
0,0,101502012,week17
0,533,101502012,week18
0,0,102103012,week1
0,187,102103012,week2
0,0,102103012,week3
0,31,102103012,week4
17999,115,102103012,week5
3499,3774,102103012,week6
0,64,102103012,week7
4997,0,102103012,week8
8139,2974,102103012,week9
0,170,102103012,week10
0,0,102103012,week11
2026,0,102103012,week12
0,0,102103012,week13
0,0,102103012,week14
0,0,102103012,week15
0,0,102103012,week16
0,0,102103012,week17
5851,148,102103012,week18
0,0,102205017,week1
0,87,102205017,week2
0,417,102205017,week3
0,185,102205017,week4
0,313,102205017,week5
0,35,102205017,week6
0,509,102205017,week7
0,0,102205017,week8
0,0,102205017,week9
0,738,102205017,week10
0,0,102205017,week11
0,48,102205017,week12
0,340,102205017,week13
0,35,102205017,week14
0,0,102205017,week15
0,408,102205017,week16
0,0,102205017,week17
0,0,102205017,week18
0,0,102205020,week1
0,0,102205020,week2
0,1074,102205020,week3
0,5845,102205020,week4
0,0,102205020,week5
16298,553,102205020,week6
0,0,102205020,week7
0,53,102205020,week8
0,0,102205020,week9
0,0,102205020,week10
0,0,102205020,week11
98,4489,102205020,week12
0,0,102205020,week13
0,0,102205020,week14
0,0,102205020,week15
0,0,102205020,week16
0,0,102205020,week17
7720,338,102205020,week18
0,0,102205022,week1
187,66,102205022,week2
0,3942,102205022,week3
0,33,102205022,week4
0,0,102205022,week5
22710,473,102205022,week6
0,0,102205022,week7
48,1488,102205022,week8
0,0,102205022,week9
0,0,102205022,week10
0,37,102205022,week11
455,0,102205022,week12
0,0,102205022,week13
0,0,102205022,week14
0,0,102205022,week15
0,0,102205022,week16
0,0,102205022,week17
1203,0,102205022,week18
0,0,102205024,week1
0,0,102205024,week2
0,39,102205024,week3
0,54,102205024,week4
0,0,102205024,week5
0,131,102205024,week6
0,0,102205024,week7
0,53,102205024,week8
0,700,102205024,week9
0,31,102205024,week10
0,45,102205024,week11
0,0,102205024,week12
0,34,102205024,week13
0,136,102205024,week14
0,0,102205024,week15
0,0,102205024,week16
0,0,102205024,week17
0,0,102205024,week18
0,0,102205030,week1
0,39,102205030,week2
0,0,102205030,week3
0,0,102205030,week4
0,2834,102205030,week5
0,13725,102205030,week6
0,0,102205030,week7
0,0,102205030,week8
0,0,102205030,week9
0,122,102205030,week10
0,0,102205030,week11
336,52,102205030,week12
0,0,102205030,week13
0,0,102205030,week14
0,0,102205030,week15
0,0,102205030,week16
0,80,102205030,week17
0,5740,102205030,week18
0,0,102205033,week1
0,0,102205033,week2
0,0,102205033,week3
0,0,102205033,week4
0,0,102205033,week5
0,0,102205033,week6
0,35,102205033,week7
0,0,102205033,week8
0,0,102205033,week9
0,0,102205033,week10
0,31,102205033,week11
6930,64,102205033,week12
0,0,102205033,week13
0,0,102205033,week14
0,0,102205033,week15
0,0,102205033,week16
0,0,102205033,week17
1191,0,102205033,week18
0,0,102205051,week1
0,0,102205051,week2
0,1028,102205051,week3
0,0,102205051,week4
0,44,102205051,week5
0,33,102205051,week6
0,0,102205051,week7
0,55,102205051,week8
0,0,102205051,week9
0,0,102205051,week10
649,0,102205051,week11
1481,0,102205051,week12
0,0,102205051,week13
0,0,102205051,week14
0,0,102205051,week15
0,0,102205051,week16
7903,0,102205051,week17
3270,0,102205051,week18
0,0,102205081,week1
0,0,102205081,week2
0,258,102205081,week3
0,0,102205081,week4
0,0,102205081,week5
0,0,102205081,week6
0,0,102205081,week7
0,0,102205081,week8
0,0,102205081,week9
0,0,102205081,week10
0,0,102205081,week11
14231,0,102205081,week12
0,0,102205081,week13
0,0,102205081,week14
0,0,102205081,week15
0,0,102205081,week16
0,0,102205081,week17
1036,0,102205081,week18
0,0,102205092,week1
0,0,102205092,week2
0,157,102205092,week3
0,198,102205092,week4
0,4377,102205092,week5
0,3292,102205092,week6
0,0,102205092,week7
0,99,102205092,week8
0,0,102205092,week9
0,0,102205092,week10
0,0,102205092,week11
0,1391,102205092,week12
0,123,102205092,week13
0,0,102205092,week14
0,118,102205092,week15
0,0,102205092,week16
0,0,102205092,week17
4814,642,102205092,week18
0,0,102205095,week1
0,42,102205095,week2
0,270,102205095,week3
0,0,102205095,week4
0,108,102205095,week5
0,0,102205095,week6
0,98,102205095,week7
0,41,102205095,week8
0,0,102205095,week9
0,32,102205095,week10
0,45,102205095,week11
0,0,102205095,week12
0,41,102205095,week13
0,208,102205095,week14
0,45,102205095,week15
0,0,102205095,week16
0,0,102205095,week17
0,0,102205095,week18
349,0,102208001,week1
0,52,102208001,week2
0,98,102208001,week3
0,1211,102208001,week4
0,2927,102208001,week5
7339,0,102208001,week6
0,0,102208001,week7
614,0,102208001,week8
0,0,102208001,week9
0,0,102208001,week10
0,0,102208001,week11
0,0,102208001,week12
0,0,102208001,week13
0,0,102208001,week14
0,0,102208001,week15
0,0,102208001,week16
0,0,102208001,week17
0,0,102208001,week18
0,0,102208002,week1
0,0,102208002,week2
0,0,102208002,week3
0,0,102208002,week4
48,0,102208002,week5
0,1912,102208002,week6
0,0,102208002,week7
0,0,102208002,week8
0,174,102208002,week9
0,0,102208002,week10
0,0,102208002,week11
0,35,102208002,week12
0,0,102208002,week13
0,0,102208002,week14
0,0,102208002,week15
0,0,102208002,week16
0,0,102208002,week17
0,140,102208002,week18
0,0,102208004,week1
123,0,102208004,week2
415,2559,102208004,week3
0,0,102208004,week4
1046,0,102208004,week5
12056,575,102208004,week6
0,0,102208004,week7
0,2715,102208004,week8
0,95,102208004,week9
0,0,102208004,week10
0,2019,102208004,week11
444,441,102208004,week12
0,0,102208004,week13
0,1078,102208004,week14
0,408,102208004,week15
0,0,102208004,week16
0,1450,102208004,week17
0,1363,102208004,week18
0,0,102208005,week1
0,0,102208005,week2
0,57,102208005,week3
0,0,102208005,week4
0,0,102208005,week5
0,0,102208005,week6
0,0,102208005,week7
0,0,102208005,week8
0,0,102208005,week9
0,0,102208005,week10
0,0,102208005,week11
46,0,102208005,week12
0,0,102208005,week13
0,0,102208005,week14
0,0,102208005,week15
0,0,102208005,week16
0,0,102208005,week17
0,0,102208005,week18
0,0,102208006,week1
0,0,102208006,week2
0,0,102208006,week3
48,106,102208006,week4
0,0,102208006,week5
1547,0,102208006,week6
0,0,102208006,week7
0,0,102208006,week8
0,33,102208006,week9
0,0,102208006,week10
21148,226,102208006,week11
0,0,102208006,week12
0,0,102208006,week13
0,0,102208006,week14
0,0,102208006,week15
0,0,102208006,week16
0,55,102208006,week17
12908,1176,102208006,week18
0,0,102208007,week1
0,0,102208007,week2
32,83,102208007,week3
0,65,102208007,week4
0,0,102208007,week5
1499,1741,102208007,week6
0,0,102208007,week7
0,1157,102208007,week8
0,58,102208007,week9
0,2158,102208007,week10
