id,video_week1,text_week1,video_week2,text_week2,video_week3,text_week3,video_week4,text_week4,video_week5,text_week5,video_week6,text_week6,video_week7,text_week7,video_week8,text_week8,video_week9,text_week9,video_week10,text_week10,video_week11,text_week11,video_week12,text_week12,video_week13,text_week13,video_week14,text_week14,video_week15,text_week15,video_week16,text_week16,video_week17,text_week17,video_week18,text_week18
102208056,0,0,0,0,0,4593,0,0,0,8814,76,5151,0,0,0,664,47,0,0,0,0,0,6054,0,0,68,0,115,0,33,0,0,0,0,16718,114
102208057,0,0,38,84,0,0,0,0,16917,38,12321,0,0,0,0,0,0,0,31,0,0,0,3223,0,0,0,0,0,0,0,0,55,0,0,36,0
102208059,0,0,0,907,41,451,0,0,0,89,1081,3428,0,3081,2325,0,1585,0,0,62,2510,367,16436,47,1824,0,0,47,0,0,0,0,69,1643,0,0
102208060,0,0,0,0,0,0,0,0,0,7012,7391,0,0,0,0,0,0,0,0,0,0,0,83,406,0,0,0,0,0,0,0,0,0,0,45,51
102208061,0,0,32,226,0,0,0,0,0,0,0,9262,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102208062,0,0,0,0,0,209,0,0,0,0,1311,0,0,0,0,0,0,0,0,4211,0,202,8659,3013,0,0,0,0,0,0,0,0,0,184,0,0
102208063,0,0,0,0,55,42,54,1336,0,547,1118,312,0,0,0,510,0,0,0,0,21601,59,6246,0,0,0,0,8569,0,34,0,20750,0,0,3002,9606
102208064,0,0,0,0,0,0,0,0,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,5639,4930,0,0,0,0,0,0,0,0,0,0,0,0
102208065,0,0,0,0,0,62,0,651,0,0,0,45,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,42,0,1316,0,0,0,0,0,0
102208066,0,0,0,1043,0,100,0,0,0,305,0,5758,0,323,54,55,0,222,0,0,746,128,585,1009,0,0,0,229,2606,763,0,0,0,186,20590,0
102208068,0,0,0,0,0,904,0,0,0,0,10907,3948,0,68,51,0,0,110,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,113,227,305,0
102208073,0,0,0,0,9081,32,6662,0,0,0,881,0,7997,0,0,0,601,0,0,0,0,0,8796,0,0,0,0,0,0,0,0,0,0,0,0,0
102208074,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,22684,0,0,0,0,0,0,0,0,91,0,0,18694,272
102208078,0,0,0,103,72,81,0,0,0,159,12232,0,0,43,0,0,0,0,0,0,0,512,0,94,0,3761,0,126,0,795,0,0,0,79,14759,0
102208082,0,0,0,0,0,0,362,31,0,616,3978,260,0,0,0,38,0,0,0,0,646,0,1681,0,0,87,0,0,0,0,0,0,0,0,421,0
102208083,0,0,0,137,0,0,196,0,0,0,10631,1879,0,0,0,0,2362,0,0,302,0,0,4122,0,0,1703,0,45,0,0,0,0,0,0,4930,0
102208084,0,0,0,0,0,1855,0,0,0,0,0,373,0,0,0,0,0,0,0,0,8005,57,0,305,0,0,0,0,0,0,0,3585,0,0,0,3649
102208085,0,0,0,0,0,0,1721,0,360,0,229,4435,0,0,0,0,614,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
102208086,0,0,0,0,0,0,0,0,0,991,0,592,0,0,0,307,0,57,0,411,386,1876,0,38,0,342,0,268,0,595,0,0,0,0,0,1528
102208089,0,0,0,0,0,0,0,0,0,105,15948,0,0,0,0,0,0,402,0,0,0,136,490,307,0,0,0,0,0,5457,0,0,0,0,0,0
102208090,0,0,0,0,66,35,0,190,0,85,0,3446,0,200,0,2806,0,4127,0,558,0,0,0,426,0,0,0,34,0,169,0,69,0,0,464,4049
102209035,0,0,68,54,0,115,0,34,0,0,2269,0,0,129,0,56,0,45,0,328,0,478,15927,23695,0,0,0,58,0,0,0,0,0,0,4459,88
102306041,0,0,0,0,0,1495,0,292,211,425,47,0,0,0,0,122,0,0,0,0,845,1047,974,0,0,0,0,0,0,0,0,0,102,14566,3993,0
102306046,46,0,0,0,1278,376,0,113,31,456,991,134,0,0,0,289,0,78,0,0,0,1436,25206,920,0,8728,0,366,0,1762,0,0,0,0,8893,954
103302103,0,0,0,42,0,0,58,1524,0,0,0,1437,0,0,0,0,0,0,0,0,0,2087,0,7230,0,0,0,1766,0,0,0,0,0,937,0,3005
103302104,0,0,0,733,0,0,0,33,0,0,0,16384,0,0,0,76,0,82,0,127,0,0,0,9294,0,0,0,0,0,0,0,0,0,0,0,17282
99203054,0,0,0,300,1177,0,0,644,0,0,359,48,0,0,0,0,8294,0,37,1123,3798,1119,255,1390,0,0,0,0,1315,186,0,0,0,0,0,0
99304030,0,0,0,0,0,33,0,0,0,131,0,47,0,0,0,0,51,301,0,1561,0,113,0,15097,0,0,0,31,0,41,0,0,0,0,951,79
101208074,0,0,0,0,0,0,0,0,142,0,2286,0,0,0,0,0,0,0,0,0,0,39,11865,37,0,0,0,0,0,0,0,0,0,0,153,1666
102208008,0,0,0,0,0,0,1317,0,1649,0,0,0,85,0,64,0,0,0,0,0,79,0,118,0,0,0,0,0,0,0,0,0,482,0,489,0
102208033,0,0,0,0,0,0,0,0,0,0,51063,33,0,0,0,0,0,0,0,0,0,0,6264,661,0,0,0,0,0,0,0,0,0,0,0,0
102208049,0,0,0,0,0,0,0,0,0,0,14882,0,2265,0,4376,0,322,0,0,0,0,0,7723,0,0,0,0,0,0,0,0,0,0,0,244,0
102208058,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,0,0,0,0,19590,486
102208081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,239
102208088,0,0,0,0,0,0,0,0,0,0,103,2352,0,0,196,108,34,0,0,0,0,0,2707,651,0,0,0,0,0,0,0,0,0,0,29599,3160
101208069,0,0,0,0,1589,310,3938,0,593,0,1340,0,0,0,12712,116,0,203,0,0,0,39,4906,101,240,0,0,0,0,0,37,0,0,4463,792,321
101208085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0
102104031,0,0,0,0,0,156,0,43,6185,0,120,0,0,0,0,68,5259,305,0,199,0,86,6728,0,0,0,0,0,1210,35,0,0,0,0,0,3815
102205037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,3176,0,15433,0,0,0,0,0,0,0,0,0,0,65,3078,875
102208075,0,0,0,0,0,0,0,637,0,0,9337,0,0,41,0,0,0,0,0,0,0,0,11038,253,0,0,0,0,0,0,0,0,0,0,8663,0
101208030,0,0,0,254,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,38,0,115,0,0,0,0,0,0,0,0
101208066,0,0,0,0,0,0,0,268,0,371,0,0,0,0,0,0,0,171,0,0,0,181,0,0,0,59,0,53,0,0,0,56,0,5828,0,0
102205089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,409
101208087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12710,0,0,0,0,0,0,0,0,0,0,0,0,0
