9.0 55 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.62 0.782 0.782 0.782 0.782 0.782 0.782 0
14.0 91 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.7879999999999999 0.7809999999999999 0.7809999999999999 0.782 0.782 0.782 0.75 1
15.0 77 0.782 0.782 0.782 0.787 0.75 0.782 0.782 0.782 0.784 0.782 0.787 0.782 0.7859999999999999 0.7859999999999999 0.782 0.7859999999999999 0.22 0.782 2
23.5 99 0.782 0.73 0.7809999999999999 0.782 0.7809999999999999 0.782 0.7809999999999999 0.782 0.782 0.7879999999999999 0.782 0.782 0.7809999999999999 0.789 0.7809999999999999 0.7809999999999999 0.782 0.782 3
10.0 74 0.782 0.782 0.782 0.71 0.7859999999999999 0.46 0.7859999999999999 0.782 0.782 0.782 0.782 0.51 0.782 0.782 0.782 0.782 0.782 0.55 4
7.5 66 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.7879999999999999 0.74 0.51 0.782 0.782 0.782 0.782 0.789 0.54 5
13.0 83 0.782 0.7809999999999999 0.784 0.7859999999999999 0.45 0.7829999999999999 0.782 0.7809999999999999 0.47 0.73 0.784 0.52 0.782 0.7859999999999999 0.77 0.782 0.782 0.23 6
12.0 71 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.76 0.782 0.782 0.782 0.782 0.782 0.782 7
17.5 89 0.782 0.782 0.74 0.47 0.76 0.76 0.782 0.42 0.787 0.7859999999999999 0.7859999999999999 0.56 0.785 0.782 0.782 0.789 0.23 0.73 8
7.5 56 0.782 0.782 0.782 0.782 0.782 0.85 0.782 0.784 0.782 0.782 0.782 0.77 0.782 0.782 0.782 0.782 0.782 0.65 9
12.5 81 0.782 0.782 0.7809999999999999 0.782 0.782 0.782 0.782 0.784 0.782 0.787 0.782 0.782 0.782 0.782 0.782 0.7859999999999999 0.782 0.73 10
4.0 33 0.782 0.782 0.782 0.782 0.782 0.76 0.782 0.782 0.782 0.782 0.782 0.57 0.782 0.782 0.782 0.782 0.782 0.63 11
6.5 53 0.782 0.782 0.782 0.782 0.782 0.11 0.74 0.47 0.7829999999999999 0.782 0.782 0.49 0.782 0.782 0.782 0.782 0.782 0.785 12
9.0 67 0.782 0.782 0.782 0.782 0.782 0.16 0.782 0.782 0.782 0.782 0.782 0.47 0.782 0.782 0.782 0.782 0.782 0.782 13
17.0 92 0.782 0.782 0.782 0.76 0.74 0.782 0.782 0.782 0.782 0.782 0.782 0.7829999999999999 0.782 0.782 0.782 0.782 0.76 0.76 14
7.5 63 0.782 0.782 0.782 0.782 0.7829999999999999 0.74 0.782 0.7859999999999999 0.782 0.782 0.7859999999999999 0.51 0.782 0.7859999999999999 0.7859999999999999 0.782 0.7859999999999999 0.72 15
3.0 33 0.782 0.782 0.7859999999999999 0.782 0.784 0.7859999999999999 0.782 0.782 0.75 0.71 0.784 0.33 0.782 0.7859999999999999 0.7809999999999999 0.782 0.7859999999999999 0.77 16
24.0 99 0.782 0.787 0.77 0.75 0.782 0.785 0.782 0.782 0.55 0.72 0.57 0.72 0.782 0.782 0.77 0.782 0.782 0.782 17
23.0 99 0.782 0.71 0.782 0.789 0.782 0.35 0.782 0.784 0.784 0.784 0.789 0.27 0.782 0.782 0.782 0.782 0.782 0.32 18
22.5 99 0.782 0.7859999999999999 0.782 0.85 0.782 0.72 0.782 0.782 0.782 0.782 0.72 0.28 0.782 0.72 0.782 0.782 0.75 0.26 19
17.5 78 0.782 0.782 0.77 0.784 0.75 0.76 0.782 0.787 0.7859999999999999 0.782 0.72 0.61 0.21 0.75 0.72 0.782 0.7809999999999999 0.55 20
6.5 48 0.782 0.782 0.72 0.787 0.75 0.782 0.782 0.7879999999999999 0.782 0.782 0.72 0.76 0.782 0.782 0.782 0.782 0.33 0.57 21
14.5 55 0.782 0.784 0.7879999999999999 0.7809999999999999 0.782 0.77 0.784 0.7859999999999999 0.789 0.73 0.73 0.31 0.782 0.784 0.7809999999999999 0.782 0.782 0.56 22
16.5 83 0.782 0.782 0.7809999999999999 0.787 0.7859999999999999 0.23 0.787 0.26 0.83 0.75 0.782 0.73 0.782 0.7859999999999999 0.73 0.7859999999999999 0.782 0.23 23
13.5 80 0.782 0.7809999999999999 0.7809999999999999 0.7859999999999999 0.784 0.11 0.7809999999999999 0.782 0.73 0.7809999999999999 0.784 0.73 0.782 0.782 0.22 0.782 0.782 0.782 24
25.0 96 0.782 0.782 0.782 0.782 0.75 0.75 0.782 0.75 0.7859999999999999 0.75 0.71 0.7859999999999999 0.75 0.787 0.75 0.782 0.782 0.72 25
15.5 84 0.782 0.782 0.782 0.74 0.7829999999999999 0.23 0.782 0.782 0.785 0.782 0.782 0.785 0.782 0.782 0.782 0.782 0.782 0.782 26
7.5 65 0.782 0.782 0.72 0.782 0.782 0.75 0.782 0.782 0.782 0.782 0.45 0.75 0.782 0.782 0.782 0.23 0.782 0.85 27
13.0 61 0.782 0.73 0.789 0.7829999999999999 0.782 0.46 0.7859999999999999 0.782 0.77 0.73 0.7809999999999999 0.57 0.72 0.789 0.782 0.782 0.7809999999999999 0.56 28
23.0 94 0.782 0.782 0.782 0.7829999999999999 0.75 0.47 0.782 0.7859999999999999 0.782 0.782 0.76 0.77 0.784 0.782 0.782 0.782 0.782 0.785 29
5.5 66 0.782 0.7879999999999999 0.789 0.782 0.787 0.42 0.7859999999999999 0.7859999999999999 0.782 0.782 0.75 0.784 0.23 0.789 0.75 0.782 0.7859999999999999 0.64 30
13.5 78 0.782 0.782 0.782 0.784 0.782 0.7809999999999999 0.782 0.782 0.7809999999999999 0.782 0.76 0.14 0.782 0.782 0.782 0.784 0.782 0.63 31
14.0 80 0.782 0.782 0.46 0.45 0.782 0.785 0.45 0.782 0.785 0.782 0.782 0.55 0.782 0.782 0.782 0.782 0.782 0.784 32
9.0 67 0.782 0.782 0.75 0.7859999999999999 0.782 0.41 0.7859999999999999 0.782 0.784 0.782 0.782 0.77 0.782 0.782 0.7859999999999999 0.782 0.787 0.785 33
12.0 77 0.782 0.72 0.7879999999999999 0.7859999999999999 0.75 0.22 0.73 0.784 0.787 0.782 0.76 0.75 0.7809999999999999 0.789 0.77 0.782 0.787 0.63 34
9.5 72 0.782 0.782 0.7859999999999999 0.75 0.782 0.789 0.782 0.784 0.7859999999999999 0.782 0.7859999999999999 0.782 0.782 0.7859999999999999 0.72 0.782 0.782 0.782 35
6.0 47 0.782 0.782 0.782 0.782 0.782 0.74 0.782 0.782 0.782 0.782 0.782 0.82 0.782 0.782 0.782 0.782 0.782 0.782 36
13.5 68 0.782 0.782 0.789 0.72 0.75 0.76 0.782 0.75 0.782 0.782 0.12 0.52 0.782 0.21 0.7859999999999999 0.34 0.782 0.21 37
4.5 41 0.782 0.782 0.73 0.782 0.782 0.76 0.782 0.782 0.782 0.23 0.787 0.86 0.782 0.782 0.782 0.782 0.787 0.782 38
19.5 88 0.782 0.787 0.782 0.782 0.782 0.27 0.72 0.782 0.782 0.782 0.782 0.782 0.7859999999999999 0.782 0.782 0.782 0.782 0.782 39
10.0 57 0.782 0.782 0.782 0.782 0.81 0.45 0.782 0.782 0.782 0.782 0.782 0.75 0.782 0.782 0.782 0.782 0.782 0.784 40
6.5 67 0.782 0.71 0.73 0.782 0.784 0.29 0.85 0.77 0.77 0.7859999999999999 0.74 0.64 0.77 0.7859999999999999 0.782 0.782 0.85 0.782 41
18.0 87 0.782 0.784 0.7809999999999999 0.7809999999999999 0.11 0.43 0.782 0.782 0.782 0.782 0.782 0.57 0.782 0.782 0.782 0.7859999999999999 0.782 0.782 42
15.0 83 0.782 0.782 0.84 0.782 0.21 0.22 0.782 0.75 0.782 0.782 0.789 0.52 0.789 0.789 0.7809999999999999 0.782 0.782 0.11 43
16.0 90 0.782 0.782 0.782 0.83 0.784 0.44 0.76 0.782 0.782 0.782 0.76 0.74 0.782 0.782 0.782 0.782 0.782 0.76 44
13.0 64 0.782 0.782 0.72 0.26 0.76 0.71 0.782 0.782 0.782 0.782 0.7859999999999999 0.41 0.7859999999999999 0.784 0.782 0.782 0.782 0.62 45
1.0 32 0.782 0.782 0.782 0.782 0.782 0.11 0.782 0.782 0.782 0.72 0.782 0.789 0.782 0.782 0.782 0.782 0.782 0.782 46
17.5 92 0.782 0.7859999999999999 0.784 0.75 0.782 0.24 0.789 0.7859999999999999 0.789 0.7809999999999999 0.48 0.62 0.7809999999999999 0.782 0.71 0.782 0.784 0.77 47
21.5 99 0.782 0.782 0.789 0.782 0.77 0.13 0.782 0.782 0.49 0.782 0.54 0.782 0.782 0.7859999999999999 0.782 0.7859999999999999 0.784 0.62 48
22.5 99 0.782 0.7859999999999999 0.784 0.782 0.782 0.7829999999999999 0.7859999999999999 0.782 0.55 0.7809999999999999 0.782 0.56 0.782 0.7859999999999999 0.782 0.7859999999999999 0.7859999999999999 0.57 49
8.5 58 0.782 0.782 0.7809999999999999 0.782 0.7829999999999999 0.12 0.782 0.74 0.782 0.785 0.66 0.55 0.782 0.782 0.782 0.782 0.57 0.75 50
7.5 73 0.782 0.7809999999999999 0.7859999999999999 0.782 0.782 0.782 0.782 0.782 0.782 0.7859999999999999 0.782 0.782 0.782 0.782 0.56 0.782 0.782 0.56 51
19.5 93 0.782 0.75 0.26 0.782 0.28 0.782 0.782 0.782 0.782 0.782 0.782 0.784 0.7859999999999999 0.782 0.782 0.782 0.7859999999999999 0.84 52
4.5 64 0.782 0.782 0.92 0.83 0.25 0.47 0.782 0.7859999999999999 0.76 0.782 0.81 0.28 0.7859999999999999 0.7859999999999999 0.75 0.34 0.76 0.81 53
16.0 68 0.782 0.782 0.782 0.782 0.784 0.23 0.782 0.782 0.782 0.782 0.45 0.72 0.782 0.782 0.782 0.782 0.782 0.7809999999999999 54
11.0 76 0.782 0.7879999999999999 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.64 0.782 0.782 0.782 0.782 0.782 0.77 55
7.5 68 0.782 0.784 0.782 0.782 0.782 0.46 0.782 0.782 0.782 0.782 0.782 0.11 0.782 0.782 0.782 0.782 0.782 0.11 56
16.0 83 0.782 0.7809999999999999 0.782 0.789 0.47 0.43 0.22 0.93 0.74 0.7809999999999999 0.63 0.782 0.7809999999999999 0.73 0.77 0.782 0.71 0.7809999999999999 57
20.5 99 0.782 0.7859999999999999 0.74 0.75 0.47 0.26 0.782 0.7809999999999999 0.7809999999999999 0.789 0.62 0.55 0.7809999999999999 0.7809999999999999 0.7809999999999999 0.7809999999999999 0.7809999999999999 0.782 58
22.5 99 0.782 0.782 0.22 0.784 0.7829999999999999 0.76 0.782 0.782 0.76 0.782 0.782 0.77 0.782 0.782 0.782 0.782 0.782 0.77 59
20.0 99 0.782 0.7809999999999999 0.782 0.75 0.72 0.76 0.782 0.7859999999999999 0.77 0.782 0.789 0.76 0.782 0.782 0.782 0.782 0.782 0.782 60
21.5 91 0.782 0.789 0.76 0.784 0.782 0.48 0.7859999999999999 0.73 0.789 0.782 0.73 0.64 0.7809999999999999 0.789 0.7809999999999999 0.782 0.782 0.55 61
13.5 84 0.782 0.7859999999999999 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.36 0.782 0.782 0.7859999999999999 0.782 0.7859999999999999 0.782 0.782 0.785 62
20.5 94 0.782 0.782 0.782 0.782 0.7859999999999999 0.782 0.782 0.7859999999999999 0.782 0.782 0.782 0.7829999999999999 0.7859999999999999 0.782 0.7859999999999999 0.782 0.782 0.7859999999999999 63
14.0 90 0.782 0.73 0.7809999999999999 0.782 0.782 0.782 0.7809999999999999 0.7859999999999999 0.7809999999999999 0.73 0.73 0.52 0.73 0.782 0.7809999999999999 0.782 0.782 0.62 64
7.5 70 0.782 0.782 0.7859999999999999 0.12 0.47 0.7829999999999999 0.782 0.784 0.782 0.787 0.7809999999999999 0.34 0.782 0.785 0.782 0.782 0.782 0.77 65
23.0 95 0.782 0.789 0.7809999999999999 0.45 0.76 0.74 0.784 0.784 0.782 0.94 0.7809999999999999 0.52 0.7809999999999999 0.77 0.7859999999999999 0.782 0.7859999999999999 0.64 66
11.5 66 0.782 0.7859999999999999 0.784 0.789 0.782 0.85 0.782 0.72 0.7859999999999999 0.72 0.784 0.62 0.782 0.7859999999999999 0.7859999999999999 0.782 0.782 0.56 67
20.0 90 0.782 0.7809999999999999 0.782 0.789 0.782 0.77 0.782 0.782 0.7809999999999999 0.782 0.63 0.782 0.7809999999999999 0.7809999999999999 0.782 0.782 0.7859999999999999 0.62 68
8.5 66 0.782 0.782 0.7859999999999999 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.782 0.7809999999999999 69
24.5 99 0.782 0.7829999999999999 0.26 0.782 0.76 0.43 0.782 0.26 0.784 0.782 0.85 0.75 0.782 0.71 0.75 0.782 0.71 0.71 70
10.5 68 0.782 0.782 0.782 0.782 0.7809999999999999 0.72 0.782 0.782 0.784 0.7859999999999999 0.7859999999999999 0.789 0.782 0.7859999999999999 0.782 0.782 0.782 0.73 71
