TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18,id,clustered_label
0,0,0,0,0,0,0,0,0,15,0,392,0,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,9909,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5194,0,0,0,101208060,4;2;3;1;3;3;1;2
0,0,0,0,0,19,0,162,0,0,0,62,0,143,0,53,0,0,0,62,0,0,0,6,0,9,0,42,0,0,0,243,0,446,0,67,0,40,0,50,0,0,0,56,0,0,0,23,0,12,0,40,0,0,0,0,0,10,0,29,0,0,0,0,700,0,127,18,947,0,0,0,101208062,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,0,0,0,0,0,47,0,28,0,8,0,74,0,6,0,22,0,2763,0,0,244,22,0,0,0,108,0,24,0,16,0,0,0,30,0,0,0,27,652,6,10274,15,0,0,136,0,0,0,0,28,0,0,0,10,0,0,0,1117,0,0,0,0,0,0,0,141,0,0,0,0,101208064,4;2;3;1;3;3;2;1;3;3;0;0
0,0,0,0,0,0,0,112,0,0,0,26,0,0,0,5,0,0,0,6,6,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,101208065,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,0,0,0,9,6,12,0,31,0,0,0,8,0,25,0,0,0,39,0,0,0,0,0,10,0,25,0,9,0,10,0,8,0,16,0,7,0,5,0,190,0,5,0,0,0,0,0,7,0,28,0,6,0,8,0,0,0,21,0,0,0,0,0,0,0,18,0,0,0,0,101208070,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,0,0,0,0,0,33,0,58,0,37,0,0,0,21,0,0,0,44,0,0,934,284,0,0,5,19,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,768,0,0,1487,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,101208078,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;1;0
0,0,0,0,0,103,15,487,0,155,0,0,0,0,3478,4800,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,55,0,17,0,0,0,5,0,31,0,84,0,8,0,50,0,15,0,0,0,61,0,0,0,104,0,0,0,15,0,0,0,408,0,93,0,77,101208079,4;2;3;1;3;3;2;1;3;3;1;1;4;2;0;0
0,0,0,0,0,0,0,17,0,23,0,24,0,13,0,22,0,0,0,207,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,7,0,0,0,627,19,7,0,39,279,53,0,50,0,0,0,0,0,7,0,0,0,16,0,44,0,0,0,216,0,0,0,31,3839,19,516,6,101208080,4;2;3;1;3;3;2;1;3;3;1;2
0,0,0,0,17,389,74,180,0,0,0,0,0,24,0,159,8,68,4468,31,0,0,10163,93,0,0,0,0,0,9,0,47,0,0,0,0,0,0,0,0,0,526,261,87,16972,0,0,0,0,0,0,0,0,364,0,343,0,126,0,6,0,0,0,0,0,0,0,0,2159,0,0,0,101208082,4;2;0;1;2;3;0;2;2;2;1;1
0,0,49,14,0,11,14,18,0,10,4218,14,0,0,146,24,0,0,5,7,14,0,7045,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,51,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,101208084,4;2;3;1;3;3;0;1;2;3;0;0
0,0,0,12,0,10,0,25,0,0,0,29,0,0,0,20,0,0,0,378,0,0,0,2715,0,0,0,28,0,22,0,2492,0,18,0,6312,0,29,0,246,0,0,0,52,43373,410,0,1399,0,0,0,59,0,0,0,25,0,0,0,0,0,0,0,0,0,1798,0,193,0,0,0,11,101208090,4;2;0;1;2;3;1;2
0,0,0,0,0,34,0,59,0,136,0,1252,0,255,0,265,0,7,0,355,0,0,45,6368,0,0,0,10,0,0,0,0,0,0,20,1383,0,0,0,5,0,0,867,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101208091,4;2;3;1;3;3;2;1;3;3;1;0
0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,44,0,0,0,0,0,9,6158,17,0,28,13,5071,0,0,0,18,0,0,0,0,0,29,0,80,0,34,0,83,1754,196,1769,11,0,0,0,95,0,0,0,0,0,49,0,59,0,77,0,98,0,0,0,7,0,0,1165,1594,101208094,4;2;3;1;3;3;0;1;2;3;0;1
0,0,5,14,0,0,0,0,0,0,0,38,0,35,0,21,0,0,6688,479,310,0,7165,1477,0,12,11,24,274,0,7,28,0,30,0,23,0,17,0,283,0,869,0,23,5045,0,6200,8,0,0,0,89,0,0,0,12,0,0,0,411,0,0,0,0,0,0,0,3729,0,0,1844,0,101209037,4;2;3;1;3;3;0;1;2;3;0;2
0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,48,0,192,0,11,0,6,0,0,0,149,0,0,0,15,0,0,0,0,0,0,0,257,0,29,0,329,0,13,7,14,0,0,0,20,0,0,0,11,0,0,0,0,0,86,0,357,0,1581,0,3908,101302049,4;2;3;1;3;3;2;1;3;3;2;0
0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,9,0,4950,6,0,0,6,119,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,93,0,0,0,0,101401042,4;2;3;1;3;3;0;1;2;3;0;1
0,0,12,9,0,6,21,123,0,31,0,62,0,0,0,62,0,0,549,85,6,0,1575,20,0,7,0,62,0,13,0,11,0,33,0,68,5,0,0,127,0,24,0,39,100,61,32,249,0,8,0,9,0,0,0,0,0,22,0,48,0,0,0,84,0,0,0,8,6,6,48,552,101502012,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;1;0
0,0,0,0,0,187,17,34,0,20,0,34,0,0,0,31,7,128,17999,0,1778,1384,1728,2418,8,64,0,11,4997,0,5,0,8139,2979,0,21,0,82,0,118,7,5,0,0,2026,0,0,24,0,26,0,37,0,30,0,29,0,11,0,0,0,0,0,11,0,0,0,0,5851,0,0,148,102103012,4;2;3;1;3;3;0;2
0,0,0,0,0,11,19,99,0,27,0,417,0,0,0,195,0,0,0,313,0,12,0,35,0,342,0,177,0,0,0,23,0,5,0,27,0,175,0,576,0,0,0,0,0,0,0,58,0,348,0,28,0,5,0,64,11,0,0,18,13,103,0,305,0,0,0,0,0,0,0,0,102205017,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,0,0,0,0,0,0,0,351,19,734,0,7,0,5845,0,0,0,0,0,74,16332,506,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,52,47,139,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,357,0,105,102205020,4;2;3;0;3;2;0;1
0,0,0,0,0,24,187,66,0,3307,0,635,0,15,20,33,0,0,0,0,0,70,22734,446,0,0,0,0,0,1383,48,150,0,22,0,0,0,6,0,0,0,20,0,37,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,205,0,102205022,4;2;3;0;3;2;1;0;2;2;0;0
0,0,0,0,0,0,0,39,0,67,0,33,0,0,0,54,0,0,0,16,0,5,0,131,0,0,0,16,0,0,0,53,0,7,0,726,0,20,0,31,0,8,0,45,0,0,0,0,0,18,0,50,0,5,0,136,0,6,0,11,0,0,0,26,0,0,0,0,0,0,0,0,102205024,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,0,0,0,0,0,39,0,7,0,33,0,5,0,0,0,8,0,2834,0,828,0,12907,0,0,0,6,0,0,0,63,0,0,0,35,0,0,0,122,0,0,0,47,136,0,221,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,19,0,5794,102205030,4;2;3;1;3;3;2;2;2;2;1;0
0,0,0,10,0,0,0,28,0,0,0,18,0,13,0,35,0,0,0,0,0,0,0,0,0,35,0,17,0,0,0,9,0,25,0,15,0,6,0,0,0,38,0,11,6943,12,0,83,8,0,0,21,0,22,0,34,0,32,0,12,0,18,0,0,0,6,0,12,1191,0,0,0,102205033,4;2;3;1;3;3;2;1;3;3;2;1;2;2;1;1
0,0,0,0,0,0,0,0,0,619,0,418,0,0,0,0,0,0,0,49,0,0,0,33,0,0,19,0,0,12,0,80,0,0,0,0,0,0,0,0,59,7,637,0,1489,0,20,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7903,20,0,5,3295,16,0,30,102205051,4;2;3;1;3;3;2;1;3;3;1;2
0,0,0,0,0,0,0,0,0,10,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14231,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,15,0,102205081,4;2;0;1;2;3;1;1;2;3;1;1
0,0,0,0,0,0,0,0,0,61,0,129,0,49,0,173,0,17,0,4383,0,493,26,2799,0,13,0,21,0,99,0,20,0,16,0,10,0,0,0,5,0,20,0,24,0,364,0,1059,0,53,0,70,0,27,0,7,0,35,0,146,0,16,0,0,0,0,0,0,0,62,4853,714,102205092,4;2;3;1;3;3;2;1;3;3;0;1
0,0,0,0,0,0,0,60,0,78,0,199,0,0,0,17,0,0,0,108,0,0,0,0,0,17,0,98,0,0,0,41,0,7,0,24,0,23,0,32,15,65,0,60,0,0,0,0,0,22,0,41,0,50,0,208,0,23,0,45,0,13,0,0,0,11,0,18,0,0,0,0,102205095,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;0
0,0,349,20,0,52,5,34,0,26,0,117,0,709,0,502,0,0,0,2941,0,0,7339,5,0,0,7,0,0,0,614,7,0,0,0,29,0,0,0,0,0,0,0,6,7,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,102208001,4;2;3;1;3;3;0;1;2;3;0;0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,33,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,30,6,8,0,49,0,48,0,12,0,0,0,19,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,29,102208002,4;2;3;1;3;3;2;1;3;3;1;1;4;2;3;1;3;2;2;1
0,0,0,0,0,0,123,0,0,0,415,2572,0,0,0,0,446,0,600,6,12,0,12056,593,0,0,0,0,0,0,0,2731,0,0,0,108,9,0,0,0,0,2019,0,6,469,12,0,509,0,0,0,0,0,876,0,202,0,0,0,408,0,0,0,0,0,733,0,723,0,854,0,615,102208004,4;2;3;0;3;2;1;0;2;2;1;1
