0,1,2,3,clustered_label
7.0,2.0,1.0,4.0,7214
5.0,1.0,1.0,4.0,5114
5.0,2.0,2.0,4.0,5224
5.0,1.0,1.0,4.0,5114
5.0,1.0,1.0,4.0,5114
5.0,2.0,1.0,4.0,5214
5.0,2.0,2.0,3.0,5223
5.0,1.0,1.0,3.0,5113
5.0,2.0,2.0,2.0,5222
5.0,2.0,1.0,3.0,5213
5.0,1.0,2.0,4.0,5124
5.0,1.0,1.0,3.0,5113
6.0,1.0,1.0,3.0,6113
5.0,2.0,2.0,3.0,5223
5.0,2.0,1.0,3.0,5213
5.0,1.0,2.0,3.0,5123
5.0,2.0,1.0,4.0,5214
6.0,1.0,3.0,3.0,6133
5.0,1.0,1.0,3.0,5113
5.0,1.0,3.0,3.0,5133
5.0,1.0,1.0,3.0,5113
5.0,1.0,1.0,3.0,5113
6.0,1.0,1.0,3.0,6113
6.0,1.0,2.0,3.0,6123
5.0,2.0,2.0,3.0,5223
4.0,2.0,1.0,3.0,4213
5.0,2.0,2.0,3.0,5223
5.0,1.0,1.0,3.0,5113
5.0,2.0,2.0,2.0,5222
6.0,1.0,1.0,4.0,6114
5.0,1.0,1.0,4.0,5114
5.0,1.0,2.0,4.0,5124
5.0,2.0,1.0,3.0,5213
6.0,1.0,1.0,4.0,6114
5.0,1.0,2.0,3.0,5123
5.0,2.0,2.0,3.0,5223
5.0,2.0,1.0,3.0,5213
4.0,1.0,1.0,4.0,4114
6.0,2.0,1.0,4.0,6214
5.0,2.0,1.0,2.0,5212
6.0,1.0,1.0,4.0,6114
5.0,1.0,1.0,4.0,5114
4.0,2.0,2.0,2.0,4222
5.0,2.0,1.0,3.0,5213
6.0,1.0,1.0,4.0,6114
5.0,2.0,2.0,2.0,5222
5.0,2.0,1.0,3.0,5213
6.0,1.0,1.0,3.0,6113
5.0,2.0,1.0,3.0,5213
5.0,1.0,1.0,4.0,5114
4.0,2.0,2.0,3.0,4223
5.0,1.0,1.0,4.0,5114
5.0,2.0,1.0,3.0,5213
4.0,1.0,1.0,3.0,4113
4.0,2.0,1.0,4.0,4214
5.0,1.0,1.0,3.0,5113
5.0,1.0,1.0,3.0,5113
5.0,2.0,1.0,3.0,5213
5.0,1.0,2.0,3.0,5123
6.0,2.0,1.0,3.0,6213
5.0,2.0,1.0,3.0,5213
6.0,2.0,1.0,4.0,6214
5.0,2.0,1.0,4.0,5214
5.0,2.0,2.0,1.0,5221
6.0,1.0,2.0,3.0,6123
5.0,2.0,2.0,3.0,5223
5.0,2.0,2.0,3.0,5223
5.0,1.0,1.0,3.0,5113
5.0,2.0,1.0,3.0,5213
5.0,2.0,2.0,3.0,5223
6.0,2.0,1.0,4.0,6214
5.0,2.0,1.0,4.0,5214
5.0,1.0,1.0,4.0,5114
5.0,1.0,1.0,4.0,5114
5.0,1.0,1.0,3.0,5113
5.0,1.0,2.0,3.0,5123
5.0,1.0,2.0,3.0,5123
5.0,1.0,2.0,3.0,5123
4.0,1.0,1.0,4.0,4114
5.0,2.0,1.0,3.0,5213
5.0,2.0,1.0,3.0,5213
5.0,2.0,1.0,4.0,5214
5.0,2.0,2.0,3.0,5223
5.0,1.0,1.0,3.0,5113
5.0,2.0,1.0,2.0,5212
5.0,2.0,1.0,4.0,5214
5.0,1.0,2.0,3.0,5123
6.0,1.0,1.0,4.0,6114
5.0,1.0,1.0,4.0,5114
5.0,1.0,1.0,4.0,5114
5.0,1.0,1.0,3.0,5113
5.0,2.0,2.0,2.0,5222
5.0,2.0,1.0,3.0,5213
5.0,2.0,1.0,3.0,5213
4.0,2.0,1.0,3.0,4213
4.0,2.0,1.0,3.0,4213
5.0,1.0,1.0,3.0,5113
5.0,2.0,1.0,4.0,5214
5.0,1.0,1.0,3.0,5113
5.0,2.0,1.0,2.0,5212
5.0,2.0,1.0,3.0,5213
5.0,1.0,1.0,3.0,5113
4.0,2.0,1.0,3.0,4213
5.0,2.0,1.0,3.0,5213
5.0,2.0,1.0,4.0,5214
5.0,1.0,1.0,3.0,5113
5.0,1.0,1.0,4.0,5114
5.0,2.0,1.0,3.0,5213
5.0,1.0,1.0,4.0,5114
5.0,2.0,1.0,4.0,5214
5.0,2.0,1.0,3.0,5213
5.0,1.0,1.0,4.0,5114
5.0,2.0,1.0,5.0,5215
5.0,1.0,2.0,2.0,5122
6.0,2.0,1.0,3.0,6213
5.0,1.0,1.0,4.0,5114
5.0,1.0,2.0,3.0,5123
6.0,1.0,2.0,3.0,6123
5.0,1.0,2.0,2.0,5122
5.0,2.0,1.0,3.0,5213
4.0,2.0,1.0,3.0,4213
5.0,2.0,1.0,3.0,5213
5.0,1.0,2.0,3.0,5123
5.0,2.0,1.0,3.0,5213
5.0,1.0,1.0,3.0,5113
5.0,2.0,2.0,3.0,5223
