0,1,2,3,clustered_label
5.0,3.0,3.0,3.0,5333
5.0,2.0,1.0,2.0,5212
5.0,2.0,1.0,5.0,5215
8.0,1.0,3.0,0.0,8130
4.0,5.0,2.0,1.0,4521
9.0,2.0,3.0,3.0,9233
2.0,2.0,1.0,5.0,2215
1.0,8.0,3.0,5.0,1835
11.0,3.0,2.0,7.0,11327
3.0,2.0,1.0,4.0,3214
6.0,1.0,1.0,3.0,6113
5.0,1.0,4.0,2.0,5142
1.0,6.0,3.0,1.0,1631
9.0,3.0,3.0,2.0,9332
3.0,5.0,1.0,4.0,3514
6.0,1.0,4.0,1.0,6141
6.0,6.0,1.0,2.0,6612
5.0,5.0,2.0,1.0,5521
12.0,3.0,4.0,1.0,12341
8.0,3.0,1.0,4.0,8314
5.0,6.0,2.0,2.0,5622
12.0,3.0,3.0,5.0,12335
4.0,4.0,3.0,3.0,4433
2.0,2.0,1.0,3.0,2213
3.0,5.0,1.0,0.0,3510
1.0,4.0,1.0,1.0,1411
8.0,2.0,1.0,4.0,8214
6.0,2.0,3.0,2.0,6232
5.0,2.0,1.0,2.0,5212
4.0,3.0,2.0,2.0,4322
3.0,5.0,1.0,2.0,3512
8.0,6.0,5.0,2.0,8652
10.0,4.0,4.0,6.0,10446
8.0,2.0,4.0,2.0,8242
3.0,4.0,2.0,0.0,3420
9.0,0.0,3.0,0.0,9030
4.0,1.0,0.0,2.0,4102
7.0,4.0,1.0,0.0,7410
6.0,3.0,1.0,1.0,6311
4.0,4.0,2.0,1.0,4421
6.0,5.0,1.0,3.0,6513
9.0,2.0,1.0,2.0,9212
7.0,2.0,2.0,4.0,7224
1.0,2.0,3.0,1.0,1231
6.0,2.0,1.0,7.0,6217
4.0,0.0,4.0,2.0,4042
2.0,6.0,2.0,2.0,2622
9.0,3.0,0.0,3.0,9303
8.0,1.0,4.0,2.0,8142
6.0,4.0,2.0,3.0,6423
7.0,1.0,0.0,5.0,7105
11.0,3.0,2.0,1.0,11321
12.0,1.0,0.0,3.0,12103
6.0,0.0,5.0,1.0,6051
1.0,3.0,3.0,4.0,1334
9.0,2.0,1.0,2.0,9212
6.0,3.0,4.0,2.0,6342
7.0,4.0,0.0,1.0,7401
3.0,10.0,3.0,1.0,31031
7.0,1.0,1.0,1.0,7111
4.0,4.0,2.0,5.0,4425
7.0,1.0,2.0,1.0,7121
7.0,1.0,1.0,3.0,7113
7.0,1.0,4.0,8.0,7148
3.0,4.0,0.0,1.0,3401
9.0,3.0,1.0,7.0,9317
2.0,2.0,2.0,1.0,2221
11.0,1.0,2.0,2.0,11122
10.0,1.0,3.0,2.0,10132
2.0,8.0,0.0,1.0,2801
9.0,2.0,0.0,3.0,9203
4.0,4.0,1.0,6.0,4416
8.0,1.0,3.0,1.0,8131
8.0,3.0,4.0,3.0,8343
4.0,3.0,3.0,1.0,4331
8.0,1.0,4.0,1.0,8141
3.0,1.0,2.0,1.0,3121
4.0,7.0,4.0,0.0,4740
4.0,5.0,3.0,4.0,4534
9.0,3.0,4.0,5.0,9345
1.0,7.0,0.0,1.0,1701
11.0,4.0,0.0,10.0,114010
0.0,2.0,3.0,1.0,0231
9.0,0.0,2.0,0.0,9020
6.0,4.0,0.0,1.0,6401
11.0,2.0,4.0,3.0,11243
5.0,2.0,4.0,1.0,5241
3.0,7.0,6.0,2.0,3762
9.0,0.0,2.0,3.0,9023
4.0,1.0,4.0,1.0,4141
5.0,6.0,3.0,2.0,5632
7.0,1.0,4.0,1.0,7141
4.0,8.0,0.0,1.0,4801
6.0,4.0,2.0,0.0,6420
5.0,5.0,4.0,4.0,5544
5.0,4.0,0.0,3.0,5403
7.0,2.0,0.0,4.0,7204
1.0,4.0,4.0,3.0,1443
7.0,2.0,2.0,3.0,7223
4.0,6.0,2.0,1.0,4621
10.0,3.0,2.0,5.0,10325
2.0,3.0,5.0,2.0,2352
10.0,1.0,0.0,3.0,10103
5.0,4.0,2.0,2.0,5422
5.0,1.0,7.0,1.0,5171
5.0,5.0,1.0,1.0,5511
7.0,3.0,0.0,1.0,7301
9.0,1.0,1.0,7.0,9117
4.0,2.0,1.0,2.0,4212
5.0,6.0,1.0,4.0,5614
9.0,2.0,1.0,3.0,9213
1.0,5.0,4.0,0.0,1540
9.0,3.0,7.0,5.0,9375
7.0,2.0,3.0,0.0,7230
8.0,0.0,2.0,3.0,8023
9.0,1.0,2.0,9.0,9129
6.0,1.0,0.0,4.0,6104
5.0,2.0,0.0,6.0,5206
7.0,0.0,5.0,0.0,7050
7.0,1.0,2.0,2.0,7122
9.0,3.0,2.0,1.0,9321
6.0,3.0,0.0,4.0,6304
9.0,2.0,4.0,6.0,9246
1.0,0.0,4.0,2.0,1042
3.0,3.0,4.0,1.0,3341
5.0,4.0,1.0,5.0,5415
