0.1,0.1
0.1,0.2
0.1,0.30000000000000004
0.1,0.4
0.1,0.5
0.1,0.6
0.1,0.7000000000000001
0.1,0.8
0.1,0.9
0.1,0.01
0.1,0.02
0.1,0.03
0.1,0.04
0.1,0.05
0.1,0.060000000000000005
0.1,0.06999999999999999
0.1,0.08
0.1,0.09
0.1,0.001
0.1,0.002
0.1,0.003
0.1,0.004
0.1,0.005
0.1,0.006
0.1,0.007
0.1,0.008
0.1,0.009000000000000001
0.2,0.1
0.2,0.2
0.2,0.30000000000000004
0.2,0.4
0.2,0.5
0.2,0.6
0.2,0.7000000000000001
0.2,0.8
0.2,0.9
0.2,0.01
0.2,0.02
0.2,0.03
0.2,0.04
0.2,0.05
0.2,0.060000000000000005
0.2,0.06999999999999999
0.2,0.08
0.2,0.09
0.2,0.001
0.2,0.002
0.2,0.003
0.2,0.004
0.2,0.005
0.2,0.006
0.2,0.007
0.2,0.008
0.2,0.009000000000000001
0.30000000000000004,0.1
0.30000000000000004,0.2
0.30000000000000004,0.30000000000000004
0.30000000000000004,0.4
0.30000000000000004,0.5
0.30000000000000004,0.6
0.30000000000000004,0.7000000000000001
0.30000000000000004,0.8
0.30000000000000004,0.9
0.30000000000000004,0.01
0.30000000000000004,0.02
0.30000000000000004,0.03
0.30000000000000004,0.04
0.30000000000000004,0.05
0.30000000000000004,0.060000000000000005
0.30000000000000004,0.06999999999999999
0.30000000000000004,0.08
0.30000000000000004,0.09
0.30000000000000004,0.001
0.30000000000000004,0.002
0.30000000000000004,0.003
0.30000000000000004,0.004
0.30000000000000004,0.005
0.30000000000000004,0.006
0.30000000000000004,0.007
0.30000000000000004,0.008
0.30000000000000004,0.009000000000000001
0.4,0.1
0.4,0.2
0.4,0.30000000000000004
0.4,0.4
0.4,0.5
0.4,0.6
0.4,0.7000000000000001
0.4,0.8
0.4,0.9
0.4,0.01
0.4,0.02
0.4,0.03
0.4,0.04
0.4,0.05
0.4,0.060000000000000005
0.4,0.06999999999999999
0.4,0.08
0.4,0.09
0.4,0.001
0.4,0.002
0.4,0.003
0.4,0.004
0.4,0.005
0.4,0.006
0.4,0.007
0.4,0.008
0.4,0.009000000000000001
0.5,0.1
0.5,0.2
0.5,0.30000000000000004
0.5,0.4
0.5,0.5
0.5,0.6
0.5,0.7000000000000001
0.5,0.8
0.5,0.9
0.5,0.01
0.5,0.02
0.5,0.03
0.5,0.04
0.5,0.05
0.5,0.060000000000000005
0.5,0.06999999999999999
0.5,0.08
0.5,0.09
0.5,0.001
0.5,0.002
0.5,0.003
0.5,0.004
0.5,0.005
0.5,0.006
0.5,0.007
0.5,0.008
0.5,0.009000000000000001
0.6,0.1
0.6,0.2
