index,CUSTOMER_NUM,clustered_label,0,1,2,3
1101,80048,3560,1,1,1,1
1102,80002,1200,0,0,0,0
1104,79963,1600,1,0,0,0
1106,79929,6700,1,1,0,0
1107,79914,6570,0,0,0,0
1108,79889,3560,1,1,1,1
1110,79845,3560,1,1,0,0
1112,7981,5699,0,0,0,0
1114,79748,3100,1,1,1,1
1115,79713,6400,1,1,1,1
1116,7971,3560,0,0,0,0
1117,79684,3560,1,1,1,1
1118,7966,3540,1,1,1,1
1120,79646,1500,0,0,0,0
1121,79643,3560,1,1,1,1
1122,79617,3560,1,1,1,1
1123,79582,4900,0,0,0,0
1124,79578,1300,0,0,0,0
1125,79567,3560,0,0,0,0
1127,79471,4200,0,0,0,0
1128,79438,3560,1,1,1,1
1130,79376,3600,1,1,1,1
1131,79354,3560,1,1,1,1
1132,79346,5100,1,1,1,1
1133,7934,3200,1,1,1,1
1134,79320,4180,0,0,0,0
1135,79290,5600,1,1,1,1
1137,79234,3560,1,1,1,1
1138,79176,3800,1,0,0,0
1139,7917,3560,1,0,0,0
1140,79169,4570,1,0,0,0
1142,7914,3560,1,1,0,0
1143,79117,2100,0,0,0,0
1144,79090,3560,1,1,1,1
1145,79076,3560,1,1,1,1
1146,79055,3560,1,1,1,1
1147,7904,2110,1,1,1,1
1148,79022,4900,0,0,0,0
1149,79011,3560,0,0,0,0
1150,7900,2800,0,0,0,0
1151,78987,4720,0,0,0,0
1152,78962,3510,1,1,0,0
1153,78953,2500,1,1,0,0
1154,7892,4850,0,0,0,0
1155,78909,2200,1,1,1,1
1156,78894,3560,1,1,0,0
1157,78835,3700,1,1,0,0
1159,78778,3800,1,0,0,0
1160,78758,3530,0,0,0,0
1161,78727,3560,1,1,1,0
1162,78716,3560,1,1,1,1
1163,78685,3560,1,1,1,1
1164,7868,2900,1,0,0,0
1165,78646,5500,0,0,0,0
1166,78632,3600,1,0,0,0
1167,78611,3560,1,1,0,0
1169,7858,3560,1,1,1,1
1171,78557,3560,1,1,1,1
1173,78536,3560,1,1,1,1
1174,78521,3560,0,0,0,0
1175,7851,3580,1,1,0,0
1176,78505,5600,0,0,0,0
1177,78495,3560,1,1,1,1
1178,78479,1500,1,0,0,0
1179,7847,3560,1,1,1,1
1180,78450,3560,1,1,1,1
1181,78416,3560,1,1,1,1
1183,78379,1400,0,0,0,0
1184,78352,3800,1,1,1,1
1185,78315,5500,0,0,0,0
1186,78261,5300,0,0,0,0
1187,78231,6100,0,0,0,0
1189,78212,3560,0,0,0,0
1191,78159,4300,0,0,0,0
1193,78130,3560,1,1,1,1
1194,78121,1200,0,0,0,0
1195,78107,1300,0,0,0,0
1197,78073,3560,1,0,0,0
1198,78059,2300,1,0,0,0
1200,78037,3400,0,0,0,0
1201,78014,3560,0,0,0,0
1202,77972,3560,0,0,0,0
1203,77949,1200,0,0,0,0
1204,77931,4830,0,0,0,0
1205,77923,3560,1,1,1,1
1206,77899,3560,1,1,1,0
1207,77888,3560,1,1,1,1
1208,77882,2100,1,0,0,0
1209,77878,3560,0,0,0,0
1211,77801,1500,0,0,0,0
1212,77755,3560,1,1,1,0
1213,77752,2700,0,0,0,0
1214,77729,4520,0,0,0,0
1215,77695,3800,1,0,0,0
1216,77690,1100,0,0,0,0
1217,77676,3560,1,1,1,1
1218,77673,3100,1,1,1,1
1220,77654,3560,1,1,1,1
1221,7765,1500,1,0,0,0
1222,77623,3560,1,1,1,1
1223,77611,1600,1,1,1,0
1226,77548,3560,0,0,0,0
1227,77500,3560,1,1,1,1
1229,77410,3560,1,1,1,1
1230,77389,3800,0,0,0,0
1232,7737,3560,1,0,0,0
1233,77360,3560,1,1,0,0
1234,77291,2800,1,0,0,0
1235,77226,4900,1,1,0,0
1236,77206,4900,1,1,1,1
1237,7716,3560,1,1,1,1
1240,7701,3560,1,1,0,0
1241,7695,3560,1,1,1,1
1242,76922,1500,0,0,0,0
1243,76827,1500,0,0,0,0
1244,76756,4570,0,0,0,0
1245,7665,2800,0,0,0,0
1246,7662,1700,1,1,1,1
1248,76488,5400,0,0,0,0
1249,76479,6400,0,0,0,0
1252,76442,3560,1,1,1,1
1253,76435,5300,1,1,1,0
1255,76349,3560,1,1,1,1
1256,76304,3560,1,1,0,0
1257,76297,2100,0,0,0,0
1259,76278,1800,0,0,0,0
1260,76262,3560,0,0,0,0
1262,7622,3560,1,1,1,1
1263,76212,3560,0,0,0,0
1264,76190,1200,1,1,1,1
1265,76168,3560,1,1,1,1
1266,76165,3560,1,1,1,1
1268,76138,3560,1,1,1,1
1269,76101,5699,1,0,0,0
1270,76067,1200,0,0,0,0
1273,75991,6300,0,0,0,0
1274,7599,3560,1,1,1,1
1275,75959,3560,1,1,1,1
1276,75929,5800,1,1,0,0
1277,75919,3560,1,1,0,0
1278,75913,6300,1,0,0,0
1280,75847,4510,1,0,0,0
1282,75804,2300,1,0,0,0
1285,75731,3560,0,0,0,0
1286,75724,3560,1,0,0,0
1288,75651,3560,1,1,1,1
1290,75627,5200,0,0,0,0
1291,75607,1300,0,0,0,0
1292,75597,2300,0,0,0,0
1293,75561,6550,0,0,0,0
1294,75530,3300,1,1,1,1
1295,75501,5600,0,0,0,0
1296,75468,4880,0,0,0,0
1297,75441,6800,0,0,0,0
1298,75344,3560,1,1,1,1
1300,75318,3560,1,0,0,0
1301,75227,3560,1,0,0,0
1302,75200,3600,0,0,0,0
1305,75137,3560,1,1,1,1
1306,75129,6800,1,1,1,1
1307,75111,3560,1,1,1,1
1308,75093,1700,0,0,0,0
1309,75061,3560,0,0,0,0
1311,7503,3560,0,0,0,0
1312,75026,6509,1,0,0,0
1313,75003,3560,1,0,0,0
1314,74999,3560,1,0,0,0
1315,74979,5600,1,1,0,0
1316,74926,3600,1,0,0,0
1317,74913,2800,0,0,0,0
1318,74899,6300,0,0,0,0
1319,74855,3560,1,1,1,1
1320,74810,6400,1,1,0,0
1321,74805,3560,1,1,1,1
1322,74769,3300,1,0,0,0
1323,74758,4900,1,0,0,0
1325,74692,1300,1,0,0,0
1326,74671,3560,0,0,0,0
1327,74658,3300,1,1,1,1
1329,74616,3570,0,0,0,0
1330,74605,3560,1,1,1,1
1331,74565,3800,1,1,1,1
1333,74507,2100,0,0,0,0
1335,74456,3560,1,1,1,1
1336,74434,1600,0,0,0,0
1337,74399,4860,1,0,0,0
1338,74380,3560,1,1,0,0
1339,74366,3800,0,0,0,0
1340,74337,6509,1,1,1,1
1341,74315,1500,0,0,0,0
1342,74269,3800,1,1,1,1
1343,74251,2100,1,1,1,1
1344,74242,3560,1,0,0,0
1345,74235,3560,1,1,1,1
1346,74200,3560,1,0,0,0
1347,74194,4530,0,0,0,0
1348,74167,3560,1,1,1,1
1349,74100,3510,1,1,0,0
1350,73973,2500,0,0,0,0
1351,73968,3560,0,0,0,0
1353,73944,1200,0,0,0,0
1355,73912,3560,1,0,0,0
1356,73904,6600,0,0,0,0
1357,73892,3560,0,0,0,0
1359,73848,3300,0,0,0,0
1361,73822,2600,1,0,0,0
1363,73793,3700,1,1,1,1
1364,73766,3560,1,1,0,0
1365,73742,3600,1,0,0,0
1366,73729,3560,1,0,0,0
1367,73695,1500,0,0,0,0
1368,73673,3560,0,0,0,0
1369,73664,2200,1,0,0,0
1370,73656,6600,0,0,0,0
1372,73602,3540,0,0,0,0
1373,73544,1300,0,0,0,0
1375,73466,1200,0,0,0,0
1376,73443,6100,1,0,0,0
1378,73398,6700,0,0,0,0
1379,73393,1500,0,0,0,0
1380,73357,4860,0,0,0,0
1381,73339,2600,1,0,0,0
1383,73294,3560,1,1,1,1
1384,73287,1200,0,0,0,0
1388,73221,6300,0,0,0,0
1389,73213,5100,0,0,0,0
1391,73186,4130,0,0,0,0
1392,73179,3600,1,1,0,0
1394,73128,3400,1,0,0,0
1395,73097,6509,1,0,0,0
1396,73051,3400,0,0,0,0
1397,7302,3560,1,0,0,0
1398,72999,3560,1,1,1,1
1399,72987,3560,1,1,1,1
1400,7297,3560,1,1,1,1
1401,72967,6400,1,1,1,1
1402,72952,6100,0,0,0,0
1405,72883,2100,0,0,0,0
1406,72868,1300,0,0,0,0
1407,72834,3540,1,1,0,0
1408,72793,6700,1,0,0,0
1409,72772,1200,0,0,0,0
1410,72749,3560,1,1,1,1
1411,72732,5200,0,0,0,0
1412,72714,3560,1,1,1,1
1413,72688,3560,1,0,0,0
1415,72635,5200,1,0,0,0
1417,72608,3100,0,0,0,0
1418,72599,3560,0,0,0,0
1419,72566,1100,0,0,0,0
1421,72534,5600,1,0,0,0
1422,72513,3540,1,0,0,0
1423,72501,3400,0,0,0,0
1424,72498,3560,1,0,0,0
1427,72424,5699,0,0,0,0
1428,72405,1200,0,0,0,0
1429,72371,3560,1,1,1,1
1431,72359,3560,0,0,0,0
1432,72305,3400,0,0,0,0
1433,72248,6100,0,0,0,0
1435,72151,3560,1,0,0,0
1436,72130,3560,0,0,0,0
1437,72124,1100,0,0,0,0
1438,72099,6570,0,0,0,0
1439,72092,3560,1,1,0,0
1440,72056,6400,1,0,0,0
1441,72040,2200,1,1,0,0
1442,72013,3700,0,0,0,0
1443,71950,2400,1,0,0,0
1444,71937,2400,0,0,0,0
1447,71870,3560,0,0,0,0
1448,71852,3800,0,0,0,0
1449,71834,5300,0,0,0,0
1450,71808,3560,1,1,1,1
1451,71798,5200,1,0,0,0
1452,71779,4580,1,1,0,0
1453,71726,3560,1,1,1,1
1454,71717,2120,1,1,0,0
1455,71713,3550,1,1,1,1
1457,71665,3560,1,1,1,1
1458,71625,5400,1,0,0,0
1459,71614,2800,1,1,1,1
1461,71548,6400,0,0,0,0
1462,71545,2110,1,1,1,1
1463,71539,3560,1,1,1,1
1465,71516,3800,1,1,1,1
1466,71477,3550,1,1,1,1
1467,71439,1100,1,1,1,0
1468,71422,3560,1,1,1,1
1470,71412,3600,0,0,0,0
1472,71394,3560,0,0,0,0
1473,71368,5100,1,1,1,1
1474,71330,3560,1,1,1,1
1475,71324,1300,0,0,0,0
1476,71321,1400,0,0,0,0
1477,71311,1500,0,0,0,0
1478,71299,5500,0,0,0,0
1480,71278,3540,1,0,0,0
1481,71267,4720,0,0,0,0
1482,71252,3560,1,0,0,0
1483,71232,2300,0,0,0,0
1484,71226,1700,0,0,0,0
1487,71181,4600,0,0,0,0
1491,7111,3100,1,1,0,0
1492,71099,4900,0,0,0,0
1493,71095,3560,0,0,0,0
1494,71080,1400,0,0,0,0
1496,71059,1300,0,0,0,0
1497,71029,3560,1,1,0,0
1498,71013,2300,1,0,0,0
1499,71002,4570,0,0,0,0
1500,70990,6300,1,0,0,0
1502,70980,2100,0,0,0,0
1503,70966,5200,0,0,0,0
1505,70912,5300,1,0,0,0
1506,70910,6559,0,0,0,0
1507,7090,3560,1,0,0,0
1508,70890,3560,1,0,0,0
1509,7087,3560,1,1,0,0
1510,70866,4440,0,0,0,0
1512,70856,5500,0,0,0,0
1516,70741,4840,0,0,0,0
1520,70674,1500,0,0,0,0
1522,7065,4550,0,0,0,0
1524,70605,3200,1,0,0,0
1525,7059,6800,0,0,0,0
1526,70578,3560,0,0,0,0
1528,70536,3800,1,0,0,0
1530,7050,3560,1,0,0,0
1534,7045,3560,1,1,1,1
1535,70437,3560,1,1,0,0
1538,70326,1100,0,0,0,0
1539,70291,3560,1,1,1,1
1540,70282,6700,1,0,0,0
1541,70270,4530,0,0,0,0
1542,70246,4540,0,0,0,0
1543,70236,4420,0,0,0,0
1544,70211,3100,0,0,0,0
1547,70145,4880,0,0,0,0
1548,7013,3400,0,0,0,0
1550,70121,3560,1,1,1,0
1551,7011,3560,1,1,1,1
1552,70101,5200,1,0,0,0
1553,70078,3560,1,0,0,0
1554,70058,3600,1,1,1,1
1555,70051,3800,1,0,0,0
1556,70039,4840,0,0,0,0
1557,70031,4820,0,0,0,0
1558,70007,3560,0,0,0,0
1559,70003,3400,0,0,0,0
1560,69995,5300,1,0,0,0
1561,69971,5500,1,0,0,0
1562,69957,6509,1,0,0,0
1563,69941,1700,0,0,0,0
1565,69912,3520,1,1,1,1
1566,69903,4530,0,0,0,0
1567,69884,3570,1,0,0,0
1569,6987,3560,1,1,1,0
1572,69842,5100,0,0,0,0
1573,69827,6300,0,0,0,0
1575,69800,6800,0,0,0,0
1576,69781,1500,1,1,0,0
1577,69757,5200,0,0,0,0
1578,69749,3520,0,0,0,0
1579,69724,5699,0,0,0,0
1581,69690,1200,0,0,0,0
1582,69674,2700,1,1,0,0
1583,69670,2900,0,0,0,0
1585,69661,5100,0,0,0,0
1586,69644,3700,1,1,0,0
1589,69597,4130,0,0,0,0
1590,69587,6200,0,0,0,0
1591,69566,5800,0,0,0,0
1592,69561,4200,0,0,0,0
1593,69539,3560,0,0,0,0
1594,69477,6600,0,0,0,0
1595,69472,3560,0,0,0,0
1596,69469,3560,1,1,1,1
1597,69440,3560,1,1,1,1
1598,69395,3560,1,1,1,1
1599,69368,3800,1,1,0,0
1602,69324,3560,1,1,1,1
1603,69299,6550,1,0,0,0
1604,69284,1200,0,0,0,0
1606,69262,6700,0,0,0,0
1607,69222,3560,1,1,0,0
1608,69180,3540,0,0,0,0
1610,69081,3700,0,0,0,0
1612,69041,1300,0,0,0,0
1613,69029,3560,1,1,1,1
1616,68861,1100,0,0,0,0
1617,68823,3560,1,0,0,0
1619,68643,3560,1,1,0,0
1620,68483,5200,1,1,0,0
1621,68422,3560,1,1,1,1
1622,68410,3560,1,1,1,1
1623,68398,4530,0,0,0,0
1624,68365,6600,1,1,0,0
1626,68241,2300,0,0,0,0
1627,68164,3560,1,0,0,0
1630,68054,3100,0,0,0,0
1632,67977,2400,0,0,0,0
1634,67885,3560,1,1,0,0
1635,67875,3560,1,1,1,1
1638,67851,3560,1,1,1,0
1639,67841,3560,1,1,1,1
1640,67832,3560,1,1,1,0
1641,67826,3800,0,0,0,0
1642,67807,6800,0,0,0,0
1643,67801,4880,1,1,1,1
1644,67771,1300,1,1,1,1
1646,67764,3400,1,1,0,0
1647,67754,6700,1,1,1,1
1648,67735,3560,1,1,1,1
1649,67724,6300,1,1,0,0
1650,67711,2110,1,1,0,0
1651,67691,2900,1,1,1,1
1652,67684,3560,1,1,1,1
1653,67677,3800,0,0,0,0
1654,67666,3560,1,1,1,1
1655,67661,2100,1,1,1,1
1656,67658,6800,1,1,0,0
1657,67652,2700,1,0,0,0
1658,67640,1100,1,1,0,0
1660,67602,1300,0,0,0,0
1661,67593,5699,0,0,0,0
1662,67584,6550,0,0,0,0
1663,67581,1800,1,1,0,0
1664,67570,3560,1,0,0,0
1665,67558,1600,1,1,1,1
1666,67542,1800,1,1,0,0
1667,67518,3560,1,1,1,1
1668,67500,1800,1,0,0,0
1669,67497,4510,1,1,0,0
1670,67488,3560,1,1,1,1
1671,67467,1300,1,1,1,0
1672,67445,3560,1,1,1,1
1673,67436,3560,1,1,0,0
1675,67405,3560,1,0,0,0
1676,67386,2110,1,0,0,0
1677,67371,2120,1,0,0,0
1679,67305,3560,0,0,0,0
1680,67282,2110,1,1,0,0
1681,67267,3560,1,1,1,0
1682,67001,3560,0,0,0,0
1683,66950,3560,1,1,1,1
1684,66883,6700,1,1,0,0
1685,66821,3530,0,0,0,0
1686,66793,4150,0,0,0,0
1687,66702,6800,0,0,0,0
1688,6663,6400,0,0,0,0
1689,66622,3560,1,1,1,1
1690,66561,3560,1,1,1,1
1691,66505,3560,1,0,0,0
1692,66482,3800,0,0,0,0
1693,66385,2700,0,0,0,0
1695,66274,2900,1,0,0,0
1696,6627,3560,1,1,0,0
1697,66241,3560,1,1,1,1
1698,66181,1400,0,0,0,0
1699,66085,3560,0,0,0,0
1700,65982,6100,1,0,0,0
1701,65943,3560,0,0,0,0
1702,65921,3560,1,1,1,1
1703,65882,1600,1,1,1,1
1705,6564,3570,0,0,0,0
1707,65590,1300,0,0,0,0
1708,65543,3560,1,1,1,0
1709,65483,3560,0,0,0,0
1711,65434,3560,1,0,0,0
1712,65429,4580,0,0,0,0
1714,65396,6400,0,0,0,0
1715,65367,1800,0,0,0,0
1716,65348,3560,1,0,0,0
1718,65277,5100,0,0,0,0
1719,65275,3560,1,1,0,0
1721,65210,3800,1,0,0,0
1722,65187,2800,1,1,1,0
1725,65114,3560,1,1,1,1
1726,6510,3560,1,1,1,1
1727,65090,3570,1,1,0,0
1728,6507,6800,0,0,0,0
1729,65035,1800,0,0,0,0
1731,64963,3540,0,0,0,0
1732,64954,3100,0,0,0,0
1733,64944,2120,0,0,0,0
1734,64860,4520,0,0,0,0
1735,64822,1500,0,0,0,0
1736,64814,3200,0,0,0,0
1738,64741,3800,0,0,0,0
1739,64685,6400,1,1,0,0
1740,64584,3600,1,0,0,0
1741,64555,2500,1,0,0,0
1742,64538,3700,1,0,0,0
1743,64485,3400,1,1,1,0
1744,64469,2500,0,0,0,0
1745,64415,2110,0,0,0,0
1747,64302,2100,0,0,0,0
1748,64285,5200,0,0,0,0
1749,64242,1600,0,0,0,0
1750,64237,6600,1,0,0,0
1751,64220,2300,0,0,0,0
1752,64187,3560,0,0,0,0
1753,64113,3600,1,0,0,0
1754,64104,6800,0,0,0,0
1755,6407,5600,0,0,0,0
1757,6405,3560,1,1,1,1
1759,63950,6400,1,0,0,0
1760,63912,3700,1,1,0,0
1761,6389,3560,1,1,1,1
1762,63853,1500,1,0,0,0
1763,63822,3700,1,0,0,0
1764,63815,3560,1,1,1,1
1765,63782,3560,1,1,0,0
1767,63738,4750,1,0,0,0
1768,63716,6600,0,0,0,0
1770,63654,3100,1,1,1,0
1771,63606,6570,0,0,0,0
1772,63571,3800,1,1,1,0
1773,63526,2100,0,0,0,0
1774,63456,2100,0,0,0,0
1775,63426,3560,1,1,1,1
1777,63300,2900,0,0,0,0
1778,63131,3560,0,0,0,0
1779,63101,3560,0,0,0,0
1780,6307,3560,1,1,1,1
1781,62943,3560,1,1,1,1
1785,62741,3560,1,1,1,1
1787,62420,2800,0,0,0,0
1788,62264,3560,1,1,1,1
1789,62182,3560,0,0,0,0
1790,62140,3100,1,1,1,1
1791,62062,3300,1,1,1,1
1792,62000,6300,1,1,1,1
1793,6178,3560,1,1,1,1
1794,61740,3560,1,0,0,0
1795,61587,2400,0,0,0,0
1796,61504,5500,0,0,0,0
1798,61301,3540,1,1,1,1
1799,6127,3560,1,0,0,0
1800,61249,1300,1,1,1,1
1801,61180,3560,1,1,1,1
1802,60972,3400,1,1,1,1
1803,60952,3560,1,1,1,1
1804,60840,6579,1,1,1,1
1805,60822,2110,0,0,0,0
1806,60800,5400,1,1,1,1
1808,60742,1100,0,0,0,0
1809,60717,1600,1,0,0,0
1810,60698,6600,0,0,0,0
1811,60671,3560,1,1,1,1
1812,60668,1200,0,0,0,0
1813,60651,5600,0,0,0,0
1815,60580,3560,1,1,0,0
1817,60446,3200,1,1,1,1
1818,60386,3600,0,0,0,0
1819,60101,3560,1,1,1,1
1820,5997,3560,0,0,0,0
1822,59922,3800,1,1,0,0
1823,59900,3560,1,0,0,0
1824,59884,3560,1,1,1,1
1825,59821,2200,1,1,1,1
1826,5978,6800,0,0,0,0
1827,59769,3560,1,1,1,0
1829,59540,3560,1,1,1,1
1830,5948,3560,1,1,1,1
1831,59461,3560,1,1,1,1
1832,59341,3560,0,0,0,0
1833,5927,4410,0,0,0,0
1834,59224,3560,1,1,1,1
1835,59200,2100,1,0,0,0
1836,5916,6300,0,0,0,0
1837,5910,3560,1,1,0,0
1838,59020,3800,1,0,0,0
1839,5900,3560,0,0,0,0
1840,58971,3560,1,0,0,0
1842,5891,3800,0,0,0,0
1846,58721,3100,0,0,0,0
1847,58681,3560,0,0,0,0
1848,58442,3200,1,1,1,1
1849,5841,3560,1,1,1,1
1851,5820,5800,0,0,0,0
1852,58161,3560,0,0,0,0
1854,58101,1500,0,0,0,0
1855,58064,6800,1,1,1,1
1856,5791,3560,1,1,1,1
1857,5787,3560,1,1,1,0
1858,57832,3560,1,1,1,1
1859,57798,3520,1,1,1,1
1860,57790,6400,1,1,1,1
1862,57646,6800,0,0,0,0
1863,57632,1600,1,1,1,1
1864,57613,3560,0,0,0,0
1865,5751,3560,1,1,1,1
1866,57504,4180,0,0,0,0
1867,57444,6100,1,0,0,0
1869,57309,3560,0,0,0,0
1870,57230,3560,1,1,0,0
1873,57062,4830,0,0,0,0
1874,56922,1300,0,0,0,0
1875,56786,3560,0,0,0,0
1876,56665,3800,1,1,0,0
1877,5666,5500,1,1,0,0
1878,56609,4600,0,0,0,0
1879,5633,1800,0,0,0,0
1880,56303,1800,1,1,0,0
1881,56204,2200,0,0,0,0
1882,56162,6700,0,0,0,0
1883,56043,2900,1,0,0,0
1885,5589,2900,0,0,0,0
1886,55822,3540,1,1,1,1
1887,55804,4150,0,0,0,0
1888,55685,1500,1,0,0,0
1889,55642,2500,1,1,0,0
1890,5563,2100,0,0,0,0
1892,5550,3560,0,0,0,0
1894,55403,3800,0,0,0,0
1895,5537,3800,1,1,1,0
1896,5531,4840,0,0,0,0
1898,5523,3560,0,0,0,0
1899,55064,6570,1,1,1,1
1900,5506,2100,0,0,0,0
1901,54983,1200,0,0,0,0
1902,5495,3560,0,0,0,0
1903,5484,3560,0,0,0,0
1904,5477,3200,1,1,1,1
1905,54766,1500,0,0,0,0
1906,5473,3560,1,0,0,0
1907,5465,3560,1,1,1,1
1908,54585,3560,1,1,1,1
1909,5451,3800,1,1,1,1
1911,5445,3560,1,0,0,0
1912,5441,2400,1,0,0,0
1913,54369,3560,1,1,0,0
1914,54324,3800,0,0,0,0
1917,54064,3560,1,1,0,0
1918,53967,3560,1,1,1,0
1919,5388,6570,1,1,0,0
1920,53804,4570,0,0,0,0
1921,53785,1700,0,0,0,0
1922,53603,3560,1,1,1,1
1924,53302,3560,1,0,0,0
1925,53222,3560,1,0,0,0
1927,53048,3560,1,1,0,0
1928,53015,6800,1,1,1,1
1930,52965,3560,0,0,0,0
1931,5291,1700,0,0,0,0
1932,52844,6700,1,0,0,0
1934,52723,3560,1,1,1,1
1935,52553,2400,1,1,1,1
1936,52523,3560,1,1,0,0
1938,52292,6570,1,1,0,0
1939,52282,3560,1,1,1,0
1940,52226,1300,0,0,0,0
1941,5215,4840,0,0,0,0
1942,52124,3560,1,0,0,0
1943,52084,3560,1,1,1,1
1944,51945,6600,0,0,0,0
1945,51865,3560,0,0,0,0
1946,5183,3560,0,0,0,0
1947,51736,3100,0,0,0,0
1948,51709,3560,0,0,0,0
1949,51678,3560,1,1,1,1
1950,51673,3560,1,1,1,1
1951,51669,2100,1,1,0,0
1953,51659,3560,1,1,1,1
1954,51647,2110,1,1,0,0
1955,51605,1300,0,0,0,0
1956,51463,3560,1,1,1,1
1959,51246,3560,1,1,1,1
1960,5124,4530,1,0,0,0
1964,50943,3540,1,1,1,1
1965,50864,3560,1,1,1,1
1966,50843,3560,1,1,1,1
1968,5066,4570,0,0,0,0
1971,5028,3560,0,0,0,0
1972,50207,2110,0,0,0,0
1974,49942,3400,1,1,0,0
1979,4958,3560,0,0,0,0
1980,49481,2400,1,0,0,0
1981,49241,3400,1,0,0,0
1982,49021,2900,1,0,0,0
1983,4901,3560,1,1,0,0
1984,48881,3560,1,1,1,0
1987,4856,3560,0,0,0,0
1988,4849,3560,0,0,0,0
1990,4821,4750,1,0,0,0
1991,47982,3560,1,1,0,0
1992,4788,1400,0,0,0,0
1993,47681,3560,0,0,0,0
1994,4762,3560,0,0,0,0
1995,47513,6800,0,0,0,0
1997,47400,3560,1,0,0,0
1998,47227,6300,0,0,0,0
1999,4712,3600,0,0,0,0
2000,4697,3560,1,1,1,1
2001,46960,3510,1,1,1,0
2002,46740,3560,1,1,1,1
2003,4661,1600,0,0,0,0
2005,46461,3560,1,1,0,0
2006,46400,3400,1,1,1,1
2007,46241,2110,1,0,0,0
2008,46180,3560,1,1,1,1
2009,4616,3560,1,1,1,1
2010,4614,3560,1,1,1,1
2012,46020,3560,1,1,1,1
2013,45900,3560,1,0,0,0
2014,45821,3560,0,0,0,0
2015,4577,3560,1,1,1,1
2016,45640,5600,0,0,0,0
2017,4557,4580,0,0,0,0
2019,45281,3560,0,0,0,0
2020,45260,3560,1,1,1,1
2021,4512,3560,1,0,0,0
2023,45075,3560,1,1,0,0
2024,45053,3560,1,1,1,1
2025,45033,6300,0,0,0,0
2026,45013,3560,1,1,0,0
2027,45005,2300,0,0,0,0
2028,44948,1500,0,0,0,0
2029,44940,3560,1,1,1,1
2030,4484,4510,1,0,0,0
2032,44600,4540,1,1,1,0
2033,4432,3560,1,1,1,1
2038,43580,3560,1,1,1,1
2039,4355,1600,1,1,0,0
2040,43424,3560,0,0,0,0
2042,4330,3560,1,1,0,0
2043,43261,3400,1,1,1,1
2045,43161,3200,1,1,0,0
2046,4313,4200,1,0,0,0
2047,43101,1600,0,0,0,0
2048,42982,3560,0,0,0,0
2049,4298,2100,1,1,0,0
2050,42881,1500,1,1,1,1
2051,42821,3560,1,1,1,1
2053,4259,3800,0,0,0,0
2055,42460,1600,1,0,0,0
2056,4246,3700,0,0,0,0
2057,42360,3560,0,0,0,0
2058,4228,4900,0,0,0,0
2059,4223,3300,1,0,0,0
2060,4207,3560,0,0,0,0
2061,4201,1500,1,1,1,1
2062,41941,3560,0,0,0,0
2063,4177,6570,1,1,1,1
2064,41660,6100,1,1,0,0
2066,41588,6600,0,0,0,0
2067,41586,1100,1,0,0,0
2069,4143,3560,1,1,1,1
2070,41381,2120,1,1,1,1
2072,4118,3520,0,0,0,0
2073,41080,3700,1,1,1,1
2074,4087,6700,1,1,1,1
2075,40800,4110,0,0,0,0
2076,4074,4570,0,0,0,0
2077,4071,4840,0,0,0,0
2078,4065,3560,0,0,0,0
2079,40601,5300,1,0,0,0
2080,4060,3560,0,0,0,0
2081,40500,3200,1,1,1,1
2082,4050,6600,0,0,0,0
2084,40380,4840,1,1,1,1
2085,4037,2100,1,0,0,0
2086,4035,2110,1,1,1,1
2087,4029,3560,1,1,1,1
2088,4026,3560,1,1,1,1
2089,4022,3560,1,1,1,1
2090,4018,3560,1,1,1,1
2092,4008,3560,1,1,1,1
2093,4003,2900,0,0,0,0
2094,3999,1600,1,1,1,1
2095,39980,2200,1,1,1,1
2096,3995,1600,0,0,0,0
2098,3991,3560,0,0,0,0
2099,39900,3560,0,0,0,0
2100,3986,1800,0,0,0,0
2101,39844,3560,1,1,1,1
2103,3980,3560,1,1,1,1
2104,39781,3560,1,1,1,1
2105,3975,3560,1,0,0,0
2106,39725,3800,0,0,0,0
2109,39521,3560,0,0,0,0
2111,3945,3560,1,1,1,1
2112,39440,2100,1,0,0,0
2113,3940,2110,0,0,0,0
2114,3934,2100,0,0,0,0
2115,3932,3560,1,1,1,1
2117,3914,3560,1,1,1,1
2118,39121,2110,1,1,0,0
2119,3910,3560,0,0,0,0
2120,3899,6600,0,0,0,0
2121,38946,2900,1,0,0,0
2123,3885,3560,1,0,0,0
2124,3882,3560,0,0,0,0
2125,3878,3560,1,1,0,0
2127,3838,3560,1,1,1,1
2128,38341,3560,1,1,1,1
2129,3832,3560,1,1,1,0
2130,38242,2100,0,0,0,0
2131,38163,3560,0,0,0,0
2133,38045,3560,1,1,1,1
2134,38000,4170,0,0,0,0
2135,37980,1300,0,0,0,0
2136,37956,3100,1,0,0,0
2137,37900,3600,0,0,0,0
2138,37802,3100,1,1,0,0
2139,37780,3400,1,1,1,1
2140,37629,3560,1,1,1,1
2141,37604,3560,1,1,1,0
2142,37554,5400,0,0,0,0
2143,37522,6600,1,1,0,0
2144,37420,3560,1,1,1,0
2145,37382,5699,1,0,0,0
2147,37261,1300,0,0,0,0
2148,37221,2100,1,1,0,0
2149,37138,3200,1,0,0,0
2150,37130,3560,1,1,1,1
2153,36844,3100,1,1,1,1
2155,36824,3560,1,1,1,1
2156,36760,3560,1,1,1,0
