clustered_label,point_x,point_y
30,5/6,11/12
61,13/12,13/12
62,13/12,13/12
20,1/2,7/12
63,13/12,13/12
65,13/12,13/12
64,13/12,13/12
66,13/12,13/12
50,1/2,7/12
10,1/6,1/4
40,1/6,1/4
