,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.031132075471698113,0.03891509433962264,0.011556603773584905,0.2124326145283019,0.1288016622200472,0.1428590146167453,0.43430293505,week9,101208008
1,0.0,0.0,0.0,0.0017467248908296944,0.002183406113537118,0.06593886462882095,0.3225202743580786,0.12726138503056775,0.21348859755458519,0.26686074742358074,week10,101208008
2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week11,101208008
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week12,101208008
4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week13,101208008
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week14,101208008
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week15,101208008
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week16,101208008
8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week17,101208008
9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week18,101208008
