,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.031161473087818695,0.03895184135977337,0.011567516525023608,0.2128102657223796,0.12865442845231354,0.14284964845703493,0.4340048263956563,week9,101203004
1,0.0,0.0,0.0,0.0,0.0,0.027923211169284468,0.1271503365235602,0.09361755179581155,0.15251114979581154,0.5987977507155322,week10,101203004
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week11,101203004
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week12,101203004
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week13,101203004
5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week14,101203004
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week15,101203004
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week16,101203004
8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week17,101203004
9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week18,101203004
