,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.13228346456692913,0.16535433070866143,0.5999999999999999,0.07761529806299212,0.02474690666141733,0.0,0.0,week9,102208088
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week10,102208088
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week11,102208088
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week12,102208088
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week13,102208088
5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week14,102208088
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week15,102208088
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week16,102208088
8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week17,102208088
9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week18,102208088
