,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week9,102104031
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week10,102104031
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week11,102104031
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week12,102104031
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week13,102104031
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week14,102104031
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week15,102104031
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week16,102104031
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week17,102104031
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.611111111,0.0,week18,102104031
