,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.03770491803278688,0.0471311475409836,0.016939890710382516,0.45233216232923495,0.14306856628688525,0.13152701877459017,0.1712962963251366,week9,102208084
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week10,102208084
2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week11,102208084
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week12,102208084
4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week13,102208084
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week14,102208084
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week15,102208084
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week16,102208084
8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week17,102208084
9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,week18,102208084
