,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week9,101208050
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week10,101208050
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week11,101208050
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week12,101208050
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week13,101208050
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week14,101208050
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week15,101208050
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week16,101208050
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week17,101208050
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,week18,101208050
