,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week9,102208044
1,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week10,102208044
2,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week11,102208044
3,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week12,102208044
4,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week13,102208044
5,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week14,102208044
6,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week15,102208044
7,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week16,102208044
8,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week17,102208044
9,0.0,0.0,0.0,0.0128,0.016,0.0352,0.23049642854880004,0.13818134925580003,0.18267777771579996,0.3846444444796,week18,102208044
