,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,week,id
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week9,101208017
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week10,101208017
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week11,101208017
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week12,101208017
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week13,101208017
5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week14,101208017
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week15,101208017
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week16,101208017
8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week17,101208017
9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,week18,101208017
