clustered_label,0,1,2,3
310,1,1,1,1
310,1,1,1,1
310,1,1,1,1
310,1,1,1,1
310,1,1,1,1
310,1,1,1,1
250,1,1,1,1
250,1,1,1,1
250,1,1,1,1
310,1,1,1,1
