0,1,2,3,clustered_label
0.0,1.0,0.0,1.0,010
5.0,5.0,2.0,7.0,552
10.0,2.0,6.0,7.0,1026
8.0,1.0,5.0,0.0,815
5.0,3.0,2.0,0.0,532
5.0,3.0,2.0,0.0,532
5.0,5.0,2.0,1.0,552
8.0,4.0,5.0,1.0,845
8.0,4.0,5.0,2.0,845
7.0,4.0,5.0,8.0,745
9.0,1.0,6.0,3.0,916
6.0,4.0,1.0,3.0,641
6.0,4.0,1.0,8.0,641
9.0,1.0,6.0,3.0,916
6.0,3.0,2.0,8.0,632
10.0,2.0,4.0,1.0,1024
8.0,4.0,5.0,3.0,845
6.0,4.0,2.0,3.0,642
7.0,3.0,1.0,1.0,731
5.0,4.0,2.0,1.0,542
5.0,5.0,2.0,8.0,552
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
4.0,0.0,1.0,1.0,401
2.0,2.0,3.0,2.0,223
5.0,3.0,2.0,7.0,532
4.0,1.0,2.0,3.0,412
2.0,4.0,3.0,8.0,243
7.0,2.0,2.0,7.0,722
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
5.0,1.0,2.0,0.0,512
4.0,3.0,2.0,1.0,432
4.0,4.0,2.0,8.0,442
6.0,2.0,3.0,7.0,623
6.0,2.0,2.0,7.0,622
6.0,2.0,3.0,7.0,623
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
6.0,2.0,3.0,7.0,623
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
5.0,1.0,2.0,0.0,512
4.0,5.0,2.0,8.0,452
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
4.0,0.0,2.0,3.0,402
2.0,4.0,3.0,8.0,243
5.0,1.0,2.0,2.0,512
2.0,4.0,3.0,8.0,243
6.0,2.0,2.0,7.0,622
6.0,2.0,2.0,7.0,622
4.0,1.0,2.0,1.0,412
7.0,5.0,6.0,1.0,756
6.0,3.0,4.0,1.0,634
6.0,2.0,4.0,2.0,624
6.0,2.0,4.0,2.0,624
6.0,2.0,4.0,2.0,624
6.0,2.0,3.0,3.0,623
4.0,1.0,2.0,2.0,412
4.0,4.0,4.0,1.0,444
4.0,2.0,2.0,1.0,422
3.0,2.0,2.0,2.0,322
3.0,2.0,1.0,1.0,321
3.0,2.0,1.0,0.0,321
3.0,2.0,1.0,1.0,321
2.0,2.0,1.0,1.0,221
3.0,2.0,1.0,3.0,321
1.0,4.0,4.0,1.0,144
4.0,2.0,2.0,1.0,422
1.0,1.0,1.0,1.0,111
1.0,0.0,1.0,1.0,101
1.0,1.0,1.0,1.0,111
1.0,0.0,0.0,1.0,100
0.0,0.0,0.0,0.0,000
0.0,0.0,0.0,1.0,000
0.0,0.0,0.0,1.0,000
0.0,0.0,0.0,1.0,000
0.0,0.0,1.0,1.0,001
1.0,1.0,1.0,1.0,111
2.0,3.0,2.0,2.0,232
