0,0,0,0,0
110,110,000,010,000
010,110,000,000,000
300,611,000,110,000
301,301,000,000,000
000,100,000,000,000
011,110,000,000,000
111,100,000,000,000
521,301,612,100,100
211,200,301,000,000
211,200,401,000,000
