clustered_label,0,1,2,3,4
310,1.0,2.0,1.0,1.0,012
310,1.0,1.0,1.0,8.0,012
310,3.0,2.0,0.0,8.0,012
310,3.0,5.0,0.0,1.0,012
310,2.0,3.0,0.0,2.0,012
310,2.0,3.0,1.0,1.0,012
250,0.0,0.0,0.0,4.0,012
250,3.0,1.0,3.0,5.0,012
250,1.0,2.0,3.0,5.0,012
310,2.0,4.0,2.0,11.0,012
