0,1,2,3,clustered_label
0.0,0.0,2.0,1.0,002
6.0,6.0,5.0,17.0,665
4.0,8.0,3.0,15.0,483
3.0,6.0,2.0,1.0,362
3.0,4.0,5.0,1.0,345
4.0,4.0,5.0,1.0,445
5.0,4.0,5.0,18.0,545
9.0,13.0,6.0,17.0,9136
8.0,12.0,5.0,17.0,8125
9.0,13.0,5.0,16.0,9135
4.0,6.0,2.0,5.0,462
2.0,6.0,4.0,7.0,264
4.0,8.0,3.0,17.0,483
4.0,6.0,3.0,5.0,463
4.0,8.0,3.0,18.0,483
3.0,7.0,3.0,17.0,373
8.0,13.0,5.0,4.0,8135
4.0,6.0,4.0,7.0,464
3.0,7.0,4.0,1.0,374
5.0,5.0,5.0,10.0,555
10.0,8.0,5.0,11.0,1085
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
2.0,5.0,3.0,9.0,253
5.0,6.0,3.0,4.0,563
5.0,6.0,3.0,11.0,563
2.0,5.0,4.0,3.0,254
2.0,7.0,4.0,10.0,274
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
3.0,6.0,5.0,8.0,365
7.0,8.0,5.0,8.0,785
9.0,7.0,4.0,11.0,974
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
3.0,6.0,6.0,9.0,366
3.0,7.0,4.0,10.0,374
3.0,6.0,5.0,10.0,365
3.0,6.0,5.0,10.0,365
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
3.0,6.0,5.0,8.0,365
9.0,8.0,4.0,10.0,984
3.0,6.0,4.0,10.0,364
3.0,6.0,5.0,10.0,365
2.0,5.0,4.0,3.0,254
2.0,7.0,3.0,10.0,273
2.0,5.0,4.0,3.0,254
2.0,7.0,3.0,10.0,273
3.0,6.0,4.0,10.0,364
3.0,6.0,4.0,10.0,364
2.0,6.0,3.0,16.0,263
9.0,13.0,6.0,2.0,9136
6.0,8.0,3.0,0.0,683
6.0,8.0,5.0,1.0,685
6.0,8.0,3.0,0.0,683
6.0,8.0,3.0,0.0,683
6.0,8.0,3.0,2.0,683
3.0,4.0,2.0,10.0,342
6.0,7.0,3.0,1.0,673
4.0,5.0,2.0,1.0,452
3.0,5.0,2.0,0.0,352
3.0,4.0,2.0,1.0,342
2.0,2.0,3.0,1.0,223
3.0,3.0,3.0,1.0,333
3.0,3.0,3.0,1.0,333
4.0,2.0,3.0,1.0,423
1.0,7.0,2.0,5.0,172
3.0,4.0,1.0,2.0,341
2.0,2.0,2.0,2.0,222
2.0,1.0,2.0,3.0,212
2.0,3.0,2.0,3.0,232
2.0,2.0,1.0,1.0,221
1.0,1.0,2.0,1.0,112
2.0,1.0,1.0,1.0,211
1.0,2.0,2.0,2.0,122
1.0,2.0,2.0,2.0,122
2.0,1.0,2.0,2.0,212
2.0,2.0,2.0,3.0,222
4.0,5.0,4.0,4.0,454
