0,1,2,3,clustered_label
0.0,2.0,2.0,4.0,022
10.0,7.0,5.0,5.0,1075
4.0,0.0,2.0,6.0,402
4.0,0.0,1.0,7.0,401
8.0,8.0,7.0,6.0,887
9.0,8.0,6.0,6.0,986
9.0,9.0,6.0,7.0,996
12.0,5.0,5.0,8.0,1255
11.0,5.0,5.0,8.0,1155
12.0,6.0,4.0,6.0,1264
5.0,2.0,3.0,15.0,523
13.0,6.0,6.0,17.0,1366
13.0,5.0,4.0,7.0,1354
6.0,2.0,3.0,14.0,623
12.0,5.0,4.0,7.0,1254
6.0,1.0,4.0,9.0,614
12.0,6.0,5.0,15.0,1265
13.0,6.0,6.0,17.0,1366
12.0,5.0,5.0,7.0,1255
9.0,9.0,9.0,1.0,999
6.0,8.0,7.0,0.0,687
5.0,6.0,6.0,0.0,566
4.0,5.0,5.0,0.0,455
4.0,5.0,3.0,3.0,453
7.0,5.0,4.0,9.0,754
8.0,5.0,6.0,2.0,856
5.0,5.0,4.0,10.0,554
6.0,6.0,4.0,1.0,664
4.0,5.0,5.0,0.0,455
3.0,5.0,5.0,0.0,355
3.0,5.0,5.0,0.0,355
4.0,6.0,5.0,0.0,465
5.0,8.0,7.0,1.0,587
5.0,8.0,7.0,0.0,587
4.0,6.0,6.0,0.0,466
3.0,5.0,5.0,0.0,355
3.0,5.0,5.0,1.0,355
3.0,5.0,5.0,0.0,355
3.0,5.0,5.0,0.0,355
3.0,5.0,5.0,1.0,355
3.0,5.0,5.0,0.0,355
3.0,5.0,5.0,0.0,355
4.0,6.0,5.0,0.0,465
5.0,7.0,7.0,0.0,577
4.0,6.0,5.0,0.0,465
3.0,5.0,5.0,0.0,355
4.0,6.0,4.0,10.0,464
6.0,6.0,5.0,1.0,665
5.0,6.0,4.0,10.0,564
6.0,6.0,5.0,1.0,665
4.0,5.0,5.0,0.0,455
3.0,5.0,5.0,0.0,355
4.0,5.0,3.0,6.0,453
11.0,4.0,5.0,3.0,1145
5.0,7.0,6.0,2.0,576
4.0,6.0,6.0,2.0,466
4.0,6.0,6.0,2.0,466
4.0,6.0,5.0,2.0,465
4.0,6.0,6.0,3.0,466
4.0,5.0,5.0,5.0,455
5.0,2.0,2.0,0.0,522
2.0,4.0,3.0,1.0,243
2.0,4.0,3.0,1.0,243
3.0,4.0,4.0,5.0,344
6.0,5.0,4.0,4.0,654
6.0,5.0,4.0,4.0,654
6.0,5.0,4.0,4.0,654
6.0,6.0,5.0,11.0,665
6.0,6.0,3.0,3.0,663
1.0,1.0,1.0,1.0,111
3.0,4.0,3.0,3.0,343
4.0,4.0,4.0,3.0,444
3.0,3.0,2.0,1.0,332
2.0,2.0,2.0,1.0,222
2.0,3.0,3.0,2.0,233
2.0,3.0,2.0,2.0,232
2.0,3.0,2.0,2.0,232
2.0,3.0,2.0,2.0,232
3.0,4.0,3.0,3.0,343
3.0,4.0,4.0,3.0,344
3.0,3.0,3.0,2.0,333
