0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.64 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0
0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1324 0.1323 0.1321 0.1321 0.1321 0.1321 0.136 1
0.1321 0.1321 0.1321 0.136 0.136 0.1321 0.1321 0.1321 0.1326 0.1321 0.1326 0.1321 0.1325 0.1325 0.1321 0.1325 0.42 0.1321 2
0.1321 0.135 0.1323 0.1321 0.1321 0.1321 0.1323 0.1321 0.1321 0.1324 0.1321 0.1321 0.1325 0.1323 0.1323 0.1321 0.1321 0.1321 3
0.1321 0.1321 0.1321 0.125 0.1325 0.52 0.1325 0.1321 0.1321 0.1321 0.1321 0.24 0.1321 0.1321 0.1321 0.1321 0.1321 0.22 4
0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1324 0.154 0.24 0.1321 0.1321 0.1321 0.1321 0.1324 0.16 5
0.1321 0.1321 0.1326 0.1325 0.152 0.1322 0.1321 0.1323 0.151 0.135 0.1326 0.25 0.1321 0.1325 0.16 0.1321 0.1321 0.114 6
0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.131 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 7
0.1321 0.1321 0.134 0.151 0.131 0.134 0.1321 0.52 0.136 0.1325 0.1325 0.26 0.1321 0.1321 0.1321 0.1323 0.115 0.135 8
0.1321 0.1321 0.1321 0.1321 0.1321 0.14 0.1321 0.1326 0.1321 0.1321 0.1321 0.16 0.1321 0.1321 0.1321 0.1321 0.1321 0.62 9
0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1326 0.1321 0.1326 0.1321 0.1321 0.1321 0.1321 0.1321 0.1325 0.1321 0.135 10
0.1321 0.1321 0.1321 0.1321 0.1321 0.131 0.1321 0.1321 0.1321 0.1321 0.1321 0.26 0.1321 0.1321 0.1321 0.1321 0.1321 0.62 11
0.1321 0.1321 0.1321 0.1321 0.1321 0.53 0.134 0.151 0.1322 0.1321 0.1321 0.155 0.1321 0.1321 0.1321 0.1321 0.1321 0.133 12
0.1321 0.1321 0.1321 0.1321 0.1321 0.56 0.1321 0.1321 0.1321 0.1321 0.1321 0.155 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 13
0.1321 0.1321 0.1321 0.134 0.134 0.1321 0.1321 0.1322 0.1321 0.1321 0.1321 0.1322 0.1321 0.1321 0.1321 0.1321 0.131 0.131 14
0.1321 0.1321 0.1321 0.1321 0.1321 0.26 0.22 0.16 0.1321 0.1321 0.1321 0.1321 0.21 0.1321 0.1321 0.133 0.1321 0.1321 15
0.1321 0.1321 0.1321 0.1321 0.1322 0.134 0.1321 0.1325 0.1321 0.1321 0.1325 0.24 0.1321 0.1325 0.1325 0.1321 0.1325 0.123 16
0.1321 0.1321 0.1325 0.1321 0.1326 0.1325 0.1321 0.1321 0.136 0.124 0.1326 0.44 0.1321 0.1325 0.1323 0.1321 0.1325 0.133 17
0.1321 0.136 0.16 0.136 0.1321 0.133 0.1321 0.1321 0.22 0.122 0.26 0.123 0.1321 0.1321 0.16 0.1321 0.1321 0.1321 18
0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 19
0.1321 0.136 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1323 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 0.1325 0.1321 20
0.1321 0.125 0.1321 0.1323 0.1321 0.44 0.1321 0.1325 0.1326 0.1326 0.1323 0.41 0.1321 0.1321 0.1321 0.1321 0.1321 0.44 21
0.1321 0.1325 0.1321 0.14 0.1321 0.123 0.1321 0.1321 0.1321 0.1321 0.123 0.41 0.1321 0.123 0.1321 0.1321 0.122 0.111 22
0.1321 0.135 0.1323 0.136 0.111 0.1322 0.1321 0.136 0.136 0.136 0.122 0.1321 0.1321 0.1325 0.1323 0.135 0.1325 0.1325 23
0.1321 0.1321 0.16 0.1326 0.136 0.131 0.1321 0.136 0.1325 0.1321 0.123 0.63 0.42 0.136 0.123 0.1321 0.1323 0.22 24
0.1321 0.1321 0.123 0.136 0.136 0.1321 0.1321 0.1324 0.1321 0.1321 0.122 0.133 0.1321 0.1321 0.1321 0.1321 0.44 0.26 25
0.1321 0.1321 0.1321 0.42 0.42 0.134 0.1321 0.1321 0.42 0.136 0.1321 0.33 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 26
0.1321 0.1325 0.1324 0.1325 0.1321 0.16 0.1326 0.1325 0.1323 0.135 0.135 0.43 0.1321 0.1326 0.1323 0.1321 0.1321 0.26 27
0.1321 0.1321 0.1323 0.1326 0.1325 0.114 0.1326 0.111 0.14 0.136 0.1321 0.135 0.1321 0.1325 0.135 0.1325 0.1321 0.112 28
0.1321 0.1321 0.1323 0.1325 0.1326 0.53 0.1323 0.1321 0.136 0.1321 0.1326 0.135 0.1321 0.1321 0.42 0.1321 0.1321 0.1321 29
0.1321 0.1321 0.1321 0.1321 0.122 0.136 0.1321 0.136 0.1325 0.136 0.125 0.1325 0.136 0.136 0.136 0.1321 0.1321 0.123 30
0.1321 0.1321 0.1321 0.134 0.131 0.115 0.1321 0.1321 0.133 0.1321 0.1321 0.133 0.1321 0.1321 0.1321 0.1321 0.1321 0.1321 31
0.1321 0.1321 0.123 0.1321 0.1321 0.136 0.1321 0.1321 0.1321 0.1321 0.156 0.136 0.1321 0.1321 0.1321 0.114 0.1321 0.121 32
0.1321 0.135 0.1323 0.1322 0.1321 0.52 0.1325 0.1321 0.16 0.135 0.1323 0.26 0.123 0.1323 0.1321 0.1321 0.1325 0.25 33
0.1321 0.1321 0.1321 0.131 0.136 0.151 0.1321 0.1325 0.1321 0.1321 0.131 0.16 0.1325 0.1321 0.1321 0.1321 0.1321 0.133 34
0.1321 0.1324 0.1323 0.1321 0.1326 0.52 0.1325 0.1325 0.1321 0.1321 0.136 0.1326 0.114 0.1323 0.122 0.1321 0.1325 0.64 35
0.1321 0.1321 0.1321 0.1326 0.1321 0.1323 0.1321 0.1321 0.1325 0.1321 0.134 0.54 0.1321 0.1321 0.1321 0.1325 0.1321 0.62 36
0.1321 0.1321 0.52 0.152 0.1321 0.133 0.156 0.1321 0.133 0.1321 0.1321 0.22 0.1321 0.1321 0.1321 0.1321 0.1321 0.1326 37
