0,1,2,clustered_label
8.0,4.0,3.0,843
6.0,5.0,3.0,653
6.0,5.0,5.0,655
1.0,5.0,4.0,154
5.0,2.0,2.0,522
7.0,5.0,3.0,753
5.0,6.0,1.0,561
6.0,6.0,1.0,661
6.0,5.0,2.0,652
6.0,5.0,3.0,653
5.0,4.0,2.0,542
6.0,5.0,0.0,650
6.0,3.0,2.0,632
6.0,5.0,2.0,652
7.0,2.0,2.0,722
6.0,4.0,1.0,641
8.0,5.0,1.0,851
5.0,4.0,1.0,541
4.0,4.0,2.0,442
6.0,6.0,1.0,661
5.0,5.0,2.0,552
7.0,7.0,2.0,772
6.0,2.0,3.0,623
0.0,6.0,3.0,063
5.0,1.0,4.0,514
2.0,6.0,1.0,261
7.0,4.0,4.0,744
6.0,5.0,3.0,653
6.0,4.0,2.0,642
6.0,5.0,3.0,653
7.0,4.0,4.0,744
4.0,2.0,6.0,426
2.0,4.0,2.0,242
6.0,6.0,1.0,661
7.0,5.0,0.0,750
7.0,6.0,3.0,763
4.0,4.0,2.0,442
7.0,7.0,1.0,771
6.0,5.0,4.0,654
6.0,7.0,1.0,671
6.0,3.0,2.0,632
7.0,5.0,2.0,752
5.0,4.0,0.0,540
6.0,3.0,3.0,633
2.0,5.0,4.0,254
4.0,4.0,0.0,440
7.0,1.0,1.0,711
6.0,6.0,2.0,662
8.0,4.0,3.0,843
5.0,5.0,1.0,551
7.0,0.0,1.0,701
8.0,3.0,5.0,835
1.0,4.0,4.0,144
6.0,5.0,3.0,653
5.0,3.0,0.0,530
5.0,4.0,2.0,542
6.0,5.0,2.0,652
6.0,4.0,4.0,644
9.0,4.0,2.0,942
5.0,3.0,2.0,532
7.0,6.0,0.0,760
5.0,2.0,3.0,523
4.0,6.0,2.0,462
6.0,4.0,3.0,643
4.0,4.0,2.0,442
3.0,7.0,0.0,370
6.0,5.0,1.0,651
5.0,5.0,3.0,553
8.0,3.0,3.0,833
6.0,5.0,3.0,653
6.0,5.0,3.0,653
6.0,4.0,0.0,640
5.0,5.0,1.0,551
6.0,5.0,2.0,652
5.0,6.0,3.0,563
6.0,3.0,3.0,633
7.0,1.0,5.0,715
2.0,5.0,3.0,253
5.0,4.0,3.0,543
6.0,4.0,2.0,642
5.0,4.0,1.0,541
6.0,5.0,2.0,652
7.0,3.0,2.0,732
6.0,6.0,2.0,662
5.0,6.0,3.0,563
7.0,1.0,1.0,711
5.0,6.0,2.0,562
6.0,5.0,1.0,651
6.0,6.0,1.0,661
7.0,4.0,3.0,743
5.0,3.0,1.0,531
6.0,6.0,2.0,662
7.0,4.0,1.0,741
8.0,2.0,5.0,825
3.0,7.0,2.0,372
6.0,6.0,2.0,662
6.0,5.0,1.0,651
7.0,3.0,1.0,731
8.0,4.0,2.0,842
7.0,4.0,4.0,744
6.0,5.0,3.0,653
4.0,4.0,3.0,443
8.0,7.0,1.0,871
8.0,4.0,2.0,842
6.0,4.0,2.0,642
7.0,3.0,4.0,734
4.0,5.0,2.0,452
6.0,6.0,2.0,662
6.0,4.0,4.0,644
5.0,3.0,0.0,530
7.0,4.0,3.0,743
6.0,5.0,1.0,651
5.0,6.0,6.0,566
8.0,3.0,0.0,830
8.0,2.0,5.0,825
2.0,6.0,1.0,261
5.0,4.0,3.0,543
5.0,6.0,2.0,562
4.0,6.0,1.0,461
5.0,7.0,1.0,571
6.0,4.0,4.0,644
5.0,5.0,4.0,554
5.0,3.0,2.0,532
7.0,7.0,2.0,772
6.0,3.0,1.0,631
6.0,5.0,3.0,653
