0,1,2,3,4,layer
0.9359243697478992,0.8065476190476191,0.59156162464986,0.8602941176470589,0.6397058823529411,"Layer [2, 1] "
0.9360994397759104,0.8065476190476191,0.59156162464986,0.8611694677871149,0.6405812324929971,Layer [1] 
