id,week1,week10,week11,week12,week13,week14,week15,week16,week17,week18,week2,week3,week4,week5,week6,week7,week8,week9
101208087,13,13,13,60,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102205089,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
101208066,13,13,13,13,13,13,13,13,40,13,13,13,13,13,13,13,13,13
101208030,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208075,13,13,13,20,13,13,13,13,13,20,13,13,12,13,50,13,13,13
102205037,13,13,15,20,13,13,13,13,13,16,13,13,13,13,13,13,13,13
102104031,13,13,13,20,13,13,16,13,13,11,13,13,13,15,13,13,13,15
101208085,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
101208069,13,13,13,20,13,13,13,13,11,13,13,13,15,13,13,13,50,13
102208088,13,13,13,16,13,13,13,13,13,60,13,13,13,13,14,13,13,13
102208081,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208058,13,13,13,20,13,13,13,13,13,60,13,13,13,13,13,13,13,13
102208049,13,13,13,15,13,13,13,13,13,13,13,13,13,13,50,13,15,13
102208033,13,13,13,15,13,13,13,13,13,13,13,13,13,13,50,13,13,13
102208008,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102207430,13,13,13,13,20,13,13,13,13,13,13,13,13,13,20,20,16,13
101208074,13,13,13,20,13,13,13,13,13,12,13,13,13,13,13,13,13,13
99304030,13,12,13,40,13,13,13,13,13,13,13,13,13,13,13,13,13,13
99203054,13,12,20,12,13,13,16,13,13,13,13,16,13,13,13,13,13,20
126267,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
104850,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
103302104,13,13,13,40,13,13,13,13,13,40,12,13,13,13,40,13,13,13
103302103,13,13,12,40,13,12,13,13,12,11,13,13,14,13,12,13,13,13
103258005,13,13,12,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13
102306046,13,13,12,60,40,13,12,13,13,20,13,16,13,13,13,13,13,13
102306041,13,13,12,13,13,13,13,13,40,20,13,12,13,13,13,13,13,13
102258003,13,13,13,30,13,13,13,13,13,13,13,13,40,40,13,13,13,40
102209035,13,13,13,40,13,13,13,13,13,20,13,13,13,13,16,13,13,13
102208090,13,13,13,13,13,13,13,13,13,11,13,13,13,13,11,13,11,14
102208089,13,13,13,13,13,13,40,13,13,13,13,13,13,13,50,13,13,13
102208086,13,13,12,13,13,13,13,13,13,12,13,13,13,12,13,13,13,13
102208085,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13
102208084,13,13,15,13,13,13,13,11,13,12,13,12,13,13,13,13,13,13
102208083,13,13,13,20,12,13,13,13,13,20,13,13,13,13,50,13,13,16
102208082,13,13,13,16,13,13,13,13,13,13,13,13,13,13,15,13,13,13
102208078,13,13,13,13,11,13,12,13,13,60,13,13,13,13,50,13,13,13
102208074,13,13,13,50,13,13,13,13,13,60,13,13,13,13,13,13,13,13
102208073,13,13,13,20,13,13,13,13,13,13,13,50,15,13,13,15,13,13
102208070,13,13,13,13,13,13,13,13,16,13,13,13,13,13,12,15,13,13
102208068,13,13,13,16,13,13,13,13,13,13,13,12,13,13,50,13,13,13
102208066,13,13,13,12,13,13,16,13,13,60,12,13,13,13,40,13,13,13
102208065,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13
102208064,13,13,13,20,13,13,13,13,13,13,13,13,13,13,15,13,13,13
102208063,13,13,50,20,13,40,13,40,13,40,13,13,12,13,13,13,13,13
102208062,13,11,13,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208061,13,13,13,13,13,13,13,13,13,13,13,13,13,13,40,12,13,13
102208060,13,13,13,13,13,13,13,13,13,13,13,13,13,30,15,13,13,13
102208059,13,13,13,60,16,13,13,13,14,13,12,13,13,13,12,14,16,16
102208057,13,13,13,16,13,13,13,13,13,13,13,13,13,50,50,13,13,13
102208056,13,13,13,20,13,13,13,13,13,50,13,14,13,40,40,13,12,13
102208055,13,13,13,13,13,13,13,13,13,13,13,13,14,13,15,13,13,13
102208054,13,13,13,15,13,13,13,13,13,60,13,12,11,13,12,13,13,13
102208053,13,12,13,13,13,13,13,13,13,13,13,13,13,13,50,13,13,13
102208052,13,13,15,20,13,13,12,13,13,16,13,13,13,13,40,13,13,13
102208046,13,13,20,13,13,13,13,13,13,20,13,13,13,16,50,13,13,15
102208045,13,13,13,20,13,13,13,13,13,20,13,13,13,13,13,13,13,20
102208044,13,13,60,20,13,13,13,13,20,13,13,13,13,13,50,13,16,13
102208043,13,13,13,13,13,13,20,13,13,20,13,13,13,13,13,13,13,13
102208042,13,13,13,13,13,13,13,13,13,14,13,11,13,11,13,13,13,13
102208041,13,13,30,11,13,13,12,40,13,30,13,30,14,11,15,13,13,13
102208038,13,13,15,12,13,13,13,13,13,13,13,13,13,13,11,13,13,13
102208034,13,13,13,60,13,13,13,13,13,16,13,13,13,13,13,13,13,13
102208032,13,13,13,50,13,13,13,13,13,50,13,13,13,13,50,13,13,13
102208030,13,13,60,13,13,13,16,13,12,13,13,13,13,15,50,40,30,15
102208029,13,13,60,20,13,13,13,13,13,13,13,15,13,15,11,13,13,13
102208024,13,13,13,16,13,13,13,13,13,16,13,40,13,13,13,13,13,13
102208023,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,16
102208022,13,13,13,60,13,13,13,13,13,20,13,13,13,13,15,13,13,13
102208021,13,40,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208018,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208017,13,13,13,20,13,13,13,13,13,20,13,13,13,13,13,13,13,13
102208015,13,13,13,13,16,20,20,13,13,13,13,13,13,13,13,13,13,13
102208014,13,13,13,40,13,13,13,13,13,16,13,13,50,15,13,13,13,13
102208010,13,30,13,20,13,16,13,13,13,60,13,13,15,13,15,13,13,13
102208007,13,12,13,60,13,13,13,13,13,20,13,13,13,13,12,13,12,13
102208006,13,13,60,13,13,13,13,13,13,60,13,13,13,13,16,13,13,13
102208005,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102208004,13,13,14,13,13,12,13,13,12,12,13,11,13,13,50,13,11,13
102208002,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
102208001,13,13,13,13,13,13,13,13,13,13,13,13,12,11,15,13,13,13
102205095,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102205092,13,13,13,12,13,13,13,13,13,15,13,13,13,11,11,13,13,13
102205081,13,13,13,60,13,13,13,13,13,16,13,13,13,13,13,13,13,13
102205051,13,13,13,16,13,13,13,13,20,20,13,12,13,13,13,13,13,13
102205033,13,13,13,20,13,13,13,13,13,16,13,13,13,13,13,13,13,13
102205030,13,13,13,13,13,13,13,13,13,40,13,13,13,11,40,13,13,13
102205024,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102205022,13,13,13,13,13,13,13,13,13,16,13,14,13,13,50,13,12,13
102205020,13,13,13,11,13,13,13,13,13,20,13,12,40,13,50,13,13,13
102205017,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
102103012,13,13,13,16,13,13,13,13,13,20,13,13,13,50,11,13,20,20
101502012,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
101401042,13,13,13,15,13,13,13,13,13,13,13,13,13,13,15,13,13,13
101302049,13,13,13,13,13,13,13,13,13,11,13,13,13,13,13,13,13,13
101209037,13,13,12,20,13,13,13,13,11,13,13,13,13,15,15,13,13,13
101208094,13,13,13,16,13,13,13,13,13,12,13,13,13,13,15,40,13,13
101208091,13,13,13,13,13,13,13,13,13,13,13,12,13,13,40,13,13,12
101208090,13,13,13,60,13,13,13,13,14,13,13,13,13,13,11,13,11,40
101208084,13,13,13,13,13,13,13,13,13,13,13,15,13,13,15,13,13,13
101208082,13,13,13,60,13,12,13,13,13,16,13,13,13,15,50,13,13,13
101208080,13,13,13,13,13,13,13,13,13,20,13,13,13,13,13,13,13,13
