,id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,clustered_label,semester
75,102208006,13,13,13,13,13,16,13,13,13,13,60,13,13,13,13,13,13,60,3339,90
76,102208005,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,66
77,102208004,13,13,11,13,13,50,13,11,13,13,14,13,13,12,13,13,12,12,6110,99
78,102208002,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,1653,68
79,102208001,13,13,13,12,11,15,13,13,13,13,13,13,13,13,13,13,13,13,1653,92
80,102205095,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,99
81,102205092,13,13,13,13,11,11,13,13,13,13,13,12,13,13,13,13,13,15,1658,87
82,102205081,13,13,13,13,13,13,13,13,13,13,13,60,13,13,13,13,13,16,5510,62
83,102205051,13,13,12,13,13,13,13,13,13,13,13,16,13,13,13,13,20,20,1409,60
84,102205033,13,13,13,13,13,13,13,13,13,13,13,20,13,13,13,13,13,16,1419,72
85,102205030,13,13,13,13,11,40,13,13,13,13,13,13,13,13,13,13,13,40,3229,62
86,102205024,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,99
87,102205022,13,13,14,13,13,50,13,12,13,13,13,13,13,13,13,13,13,16,6110,56
88,102205020,13,13,12,40,13,50,13,13,13,13,13,11,13,13,13,13,13,20,6200,65
89,102205017,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,1653,97
90,102103012,13,13,13,13,50,11,13,20,20,13,13,16,13,13,13,13,13,20,4400,72
91,101502012,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,96
92,101401042,13,13,13,13,13,15,13,13,13,13,13,15,13,13,13,13,13,13,1651,60
93,101302049,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,1653,49
94,101209037,13,13,13,13,15,15,13,13,13,13,12,20,13,13,13,13,11,13,1460,76
95,101208094,13,13,13,13,13,15,40,13,13,13,13,16,13,13,13,13,13,12,1500,73
96,101208091,13,13,12,13,13,40,13,13,12,13,13,13,13,13,13,13,13,13,6400,90
97,101208090,13,13,13,13,13,11,13,11,40,13,13,60,13,13,13,13,14,13,5520,99
98,101208084,13,13,15,13,13,15,13,13,13,13,13,13,13,13,13,13,13,13,1653,83
99,101208082,13,13,13,13,15,50,13,13,13,13,13,60,13,12,13,13,13,16,5100,85
100,101208080,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,1656,99
101,101208079,13,13,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,89
102,101208078,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,1653,67
103,101208070,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,92
104,101208065,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,99
105,101208064,13,13,13,13,11,13,13,13,13,13,50,13,13,13,12,13,13,13,1300,74
106,101208062,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,82
107,101208060,13,13,13,13,13,13,13,13,13,13,13,30,13,13,13,13,13,20,1450,70
108,101208058,13,50,12,60,13,50,13,16,13,13,12,50,40,13,13,13,13,20,5200,99
109,101208056,13,13,13,13,12,13,13,13,13,13,12,50,13,13,13,13,12,13,5620,80
110,101208055,13,13,13,15,13,13,13,50,13,13,13,16,13,13,13,13,13,13,1100,79
111,101208054,13,13,13,13,15,12,13,13,13,13,13,50,13,13,13,13,13,13,5620,80
112,101208053,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,40,13,13,1620,82
113,101208052,13,13,13,13,13,11,13,13,13,14,13,50,13,13,13,13,13,12,5620,83
114,101208050,13,13,12,13,13,50,13,13,13,13,13,60,13,13,13,13,13,13,5100,92
115,101208034,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,96
116,101208031,13,13,13,13,13,13,13,13,20,13,13,13,13,13,13,13,13,13,1639,66
117,101208025,13,13,12,12,13,50,13,13,13,13,40,40,13,13,13,13,13,11,6600,42
118,101208017,13,13,12,13,50,12,13,13,13,13,13,20,13,13,13,13,13,16,4200,53
119,101208015,13,13,13,13,12,12,13,13,13,13,13,50,13,13,13,13,13,16,5620,75
120,101208013,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,1653,50
121,101208008,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,62
122,101208005,13,13,13,13,14,13,13,13,13,13,13,16,13,13,13,13,13,13,1651,69
123,101208004,13,13,13,13,13,13,13,13,13,13,13,15,13,13,13,13,13,13,1651,99
124,101208003,13,13,13,13,13,16,13,13,13,13,13,16,13,13,13,13,13,13,1651,32
125,101208002,13,12,14,13,40,13,13,13,13,13,13,16,13,13,13,12,13,13,4200,87
126,101205093,13,13,13,12,13,13,13,13,13,13,15,30,12,13,13,13,13,50,3510,62
127,101205043,13,13,13,13,13,15,13,13,12,13,13,13,13,13,13,13,13,50,3600,64
128,101205029,13,13,16,13,13,11,13,13,13,13,20,11,13,20,16,13,13,13,1660,85
129,101204026,13,13,13,11,13,13,13,13,13,13,50,13,12,13,13,13,13,60,3339,91
130,101203054,13,13,13,20,13,13,13,13,12,13,13,60,13,13,13,13,13,13,5510,90
131,101203004,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,56
132,101103034,13,13,13,13,13,13,13,13,16,13,13,14,13,13,13,13,13,11,1656,60
133,101102026,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,65
134,101102025,13,13,13,13,12,11,13,12,13,13,13,13,13,13,13,13,13,12,1655,94
135,101101050,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,81
136,100508018,13,13,12,13,11,13,13,13,13,13,13,13,13,13,13,12,40,13,2000,86
137,100401072,13,13,13,13,13,15,13,13,13,13,15,20,13,13,20,13,40,20,2000,81
138,100401044,13,13,13,13,13,20,13,13,13,13,13,60,13,13,13,13,11,20,5529,78
139,100208053,13,13,13,13,13,13,13,13,13,13,13,15,13,13,13,13,13,13,1651,96
140,100206009,13,13,13,13,13,20,13,12,13,13,13,16,13,13,13,13,13,13,1654,99
141,100202044,13,13,13,12,13,13,13,13,13,13,14,11,13,13,13,13,13,40,3600,67
142,100104041,13,13,13,13,13,13,13,13,15,12,12,13,13,13,13,13,13,40,3600,94
143,100101021,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1653,98
