id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,clustered_label
101208087.0,652,652,652,652,652,652,652,652,652,652,652,330,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,660,652,0.43
102205089.0,652,652,652,652,652,652,652,652,652,652,652,654,652,652,652,652,652,650,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,0.134
101208066.0,652,652,652,650,650,652,652,652,650,652,650,652,652,652,652,652,610,652,652,610,652,652,652,652,652,652,652,660,652,652,652,652,652,652,652,652,0.134
101208030.0,652,654,652,652,652,652,652,652,652,654,652,652,652,652,652,652,652,652,652,654,652,652,652,652,652,652,652,652,652,650,652,652,652,652,652,652,0.134
102208075.0,652,652,652,655,652,540,652,652,652,652,652,360,652,652,652,652,652,360,652,652,652,652,100,530,652,652,652,652,550,652,652,652,652,652,652,540,0.3
102205037.0,652,652,652,652,652,652,652,652,652,654,655,360,652,652,652,652,652,660,652,652,652,652,540,620,652,652,652,652,652,652,652,652,652,652,652,652,0.45
102104031.0,652,652,650,652,530,652,652,652,530,654,652,620,652,652,660,652,652,610,340,630,620,650,200,652,630,652,320,620,652,652,652,200,652,660,653,652,0.3
101208085.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,520,652,652,652,652,520,652,652,652,652,652,652,652,0.132
101208069.0,652,652,653,655,653,653,652,550,650,652,652,620,652,652,652,652,610,654,620,620,620,652,530,630,530,530,654,652,652,652,652,660,652,652,652,652,0.133
102208088.0,652,652,652,652,652,640,652,652,652,652,652,660,652,652,652,652,652,310,652,652,340,310,652,620,652,652,652,360,653,652,652,652,652,652,200,360,0.66
102208081.0,652,652,652,652,652,652,652,652,652,650,652,652,652,652,652,652,652,654,652,652,652,652,530,652,652,652,630,652,652,652,652,652,652,652,654,652,0.133
102208058.0,652,652,652,652,652,653,652,652,652,652,652,620,652,652,652,652,652,320,652,652,652,652,652,330,652,652,652,652,652,652,652,652,652,650,653,100,0.51
102208033.0,652,652,652,652,652,100,652,652,652,652,652,530,652,652,652,652,652,652,652,652,652,652,100,540,653,652,652,655,100,652,652,652,652,652,652,530,0.24
102208008.0,652,652,652,653,653,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,653,652,652,652,652,652,652,652,652,0.134
101208074.0,652,652,652,652,652,653,652,652,652,652,652,360,652,652,652,652,652,630,652,652,655,660,520,653,652,652,652,652,652,652,652,652,652,652,652,652,0.45
99203054.0,652,650,660,630,652,652,652,652,360,630,620,630,652,652,660,652,652,652,652,652,652,652,652,652,652,652,660,650,650,652,652,652,652,652,650,652,0.135
102209035.0,652,652,654,652,652,660,650,652,652,654,655,200,652,652,652,652,652,620,652,652,652,652,652,610,652,652,652,652,200,652,652,652,652,652,350,652,0.22
102208090.0,652,652,652,650,652,610,650,610,640,650,652,655,652,652,654,652,652,610,652,652,652,650,100,630,652,652,650,640,640,652,652,630,652,652,652,652,0.3
102208089.0,652,652,652,652,652,520,652,652,654,652,650,654,652,652,610,652,652,652,652,652,652,652,610,660,650,652,652,540,530,652,652,652,652,652,100,652,0.63
102208086.0,652,652,652,652,630,630,652,650,652,650,630,652,650,650,630,652,652,630,652,652,652,650,650,652,652,652,652,652,652,652,652,652,652,652,652,652,0.134
102208085.0,652,652,652,653,652,610,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,620,652,652,652,620,520,655,652,652,652,652,652,652,652,0.12
102208084.0,652,652,630,652,652,650,652,652,652,652,530,650,652,652,652,610,652,640,652,652,630,652,652,630,652,630,652,100,652,652,652,652,652,652,655,510,0.86
102208083.0,652,654,652,652,652,540,652,652,660,654,652,620,630,652,652,652,652,620,652,660,652,350,660,653,654,100,653,652,660,652,652,100,652,652,550,652,0.14
102208082.0,652,652,652,652,630,630,652,652,652,652,653,660,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,650,652,652,652,652,660,652,654,652,0.134
102208078.0,652,654,652,652,650,540,652,652,652,652,650,652,610,652,630,652,652,330,652,654,652,652,360,360,652,652,653,652,652,652,652,652,652,652,610,655,0.3
102208074.0,652,652,652,652,652,652,652,652,652,652,653,550,652,652,652,652,652,320,652,653,530,655,330,652,652,652,652,100,652,652,660,652,652,652,360,652,0.85
102208073.0,652,652,540,530,652,653,530,652,652,652,652,360,652,652,652,652,652,652,652,652,652,652,652,652,653,652,652,655,652,653,652,652,652,652,652,652,0.41
102208068.0,652,652,630,652,652,510,652,652,652,652,652,660,652,652,652,652,650,652,652,652,652,652,530,652,652,652,652,100,652,652,652,652,652,652,360,652,0.85
102208066.0,652,630,654,652,650,610,654,652,650,652,653,630,652,654,660,652,650,340,654,652,652,652,530,652,640,652,652,550,652,652,652,652,652,652,530,652,0.11
102208065.0,652,652,652,630,652,652,652,652,652,652,652,652,652,652,630,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,630,0.134
102208064.0,652,652,652,652,652,655,652,652,652,652,652,400,652,652,652,652,652,652,652,652,652,652,652,340,652,640,652,652,100,652,652,652,652,652,652,652,0.22
102208063.0,652,652,652,630,650,653,652,650,652,652,100,620,652,200,652,200,652,200,652,660,652,100,360,660,652,652,652,652,400,652,652,652,652,652,652,653,0.7
102208062.0,652,652,654,652,652,653,652,652,652,610,650,560,652,652,652,652,650,652,652,630,652,540,620,652,652,652,652,330,652,652,652,652,652,652,653,652,0.12
102208061.0,652,650,652,652,652,200,630,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,654,652,652,652,630,652,652,652,652,652,652,652,652,0.16
102208060.0,652,652,652,652,400,530,652,652,652,652,652,650,652,652,652,652,652,652,652,652,652,650,652,620,652,652,652,652,360,652,652,652,652,652,652,660,0.15
102208059.0,652,655,655,652,652,640,640,660,660,652,653,320,660,652,652,652,640,652,652,655,652,652,540,655,652,652,652,640,652,652,652,652,530,652,660,652,0.45
102208057.0,652,652,652,652,520,540,652,652,652,652,652,660,652,652,652,652,652,652,652,652,652,652,520,320,652,652,652,654,660,652,652,652,652,654,100,652,0.62
102208056.0,652,652,400,652,200,610,652,630,652,652,652,620,652,652,652,652,652,520,652,652,652,652,620,652,652,652,660,510,652,652,652,652,652,530,550,660,0.18
102208055.0,652,652,652,640,652,530,653,652,652,652,653,653,652,652,652,652,652,653,652,660,652,652,652,653,652,652,652,660,100,652,652,652,652,652,652,652,0.22
102208054.0,652,652,630,630,652,640,652,652,652,652,652,510,652,652,652,652,652,330,652,652,655,655,652,655,652,652,652,540,652,652,652,652,652,660,530,652,0.11
102208053.0,652,652,652,652,652,520,652,652,652,630,652,652,652,652,652,652,652,652,652,652,652,652,540,620,652,652,652,652,620,652,652,652,652,652,652,652,0.133
102208052.0,652,652,652,650,652,200,652,652,652,652,530,330,652,652,640,652,652,660,550,652,540,652,530,652,652,652,652,100,652,652,652,652,652,652,550,652,0.84
102208046.0,652,652,652,652,660,100,652,652,530,652,620,652,652,652,652,652,650,330,652,630,652,650,100,652,652,652,652,100,530,650,650,650,650,652,100,620,0.81
102208045.0,652,652,652,652,652,652,652,652,360,652,652,620,652,652,652,652,652,620,652,653,652,620,652,652,652,660,652,620,652,652,652,652,652,652,655,653,0.135
102208043.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,620,652,652,620,652,660,652,652,360,652,652,652,654,652,652,652,652,652,652,652,652,652,0.3
102208042.0,652,630,630,652,610,652,652,652,652,652,652,652,652,652,652,652,652,400,652,652,652,652,653,652,652,652,652,655,652,530,652,652,653,652,655,652,0.11
102208041.0,652,652,400,640,610,630,652,652,653,652,400,610,652,652,630,200,653,400,652,652,652,652,520,660,652,652,652,540,660,652,652,652,652,652,100,653,0.64
102208038.0,652,652,652,652,652,610,652,652,652,652,530,630,652,652,652,652,652,652,652,652,652,652,652,520,652,652,630,655,653,652,652,652,652,652,652,530,0.132
102208034.0,652,654,652,652,652,652,652,652,652,652,652,320,652,652,652,652,652,660,652,652,652,652,660,652,652,652,652,652,652,652,652,652,652,652,620,652,0.43
102208032.0,652,652,652,652,652,540,652,652,652,652,652,510,652,652,652,652,652,520,652,652,652,652,652,655,652,652,652,650,540,652,652,652,652,652,652,652,0.15
102208030.0,652,652,652,652,660,540,610,400,655,652,340,652,652,654,660,652,655,652,652,655,660,100,610,652,652,652,652,360,652,652,652,652,530,660,100,652,0.66
102208029.0,652,652,655,650,660,610,652,652,652,652,330,360,652,652,652,652,652,652,652,650,652,652,660,652,652,652,652,652,652,652,652,652,652,652,652,652,0.44
102208024.0,652,652,610,652,652,653,652,652,652,652,652,660,652,652,652,652,652,660,652,652,652,652,652,653,652,652,652,652,653,652,652,652,540,652,655,652,0.134
102208023.0,652,652,652,630,630,653,652,652,660,652,652,653,652,652,652,652,652,652,652,652,652,652,653,655,652,652,640,100,320,652,652,652,652,652,652,655,0.86
102208022.0,652,652,652,650,652,530,652,654,652,652,654,320,652,652,652,652,652,360,652,652,652,360,100,530,652,652,660,100,652,652,652,652,652,652,100,652,0.82
102208021.0,652,652,652,652,652,652,652,652,652,200,652,652,652,652,652,652,652,652,652,652,652,652,660,660,652,652,652,200,653,652,652,652,652,652,653,200,0.54
102208018.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,653,652,652,652,652,630,652,652,652,652,652,652,652,0.134
102208017.0,652,655,652,652,652,652,652,652,652,655,655,620,655,652,652,652,652,330,652,652,652,652,652,530,652,610,650,652,652,652,652,652,652,652,530,652,0.11
102208014.0,652,652,652,100,655,652,652,650,652,650,652,200,652,652,652,652,652,660,652,652,652,652,652,610,652,640,630,200,620,652,652,620,650,652,620,620,0.42
102208010.0,652,652,652,530,653,655,652,652,652,400,652,620,652,660,652,652,652,320,540,640,654,652,660,400,654,652,652,530,660,652,652,652,652,652,652,652,0.11
102208007.0,652,652,652,652,652,640,652,630,652,630,652,330,652,652,652,652,652,620,652,652,652,652,652,620,652,652,654,540,400,652,652,652,652,652,652,200,0.52
102208006.0,652,652,652,652,652,660,652,652,652,652,340,652,652,652,652,652,652,330,652,652,652,330,653,652,652,652,652,652,652,654,652,520,652,652,652,653,0.7
102208005.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,100,652,652,652,652,652,652,652,0.22
102208004.0,652,652,610,652,653,540,652,610,652,652,640,650,652,655,650,652,630,630,652,650,530,652,550,630,652,652,653,530,652,652,652,652,650,652,530,653,0.12
102208002.0,652,652,652,652,652,630,652,652,650,652,652,652,652,652,652,652,652,654,652,652,652,652,540,652,652,652,655,654,653,652,652,650,630,652,630,652,0.133
102208001.0,652,652,652,630,610,530,652,653,652,652,652,652,652,652,652,652,652,652,652,652,652,652,653,655,652,652,640,630,652,652,610,652,652,652,640,652,0.134
102205095.0,652,652,650,652,652,652,652,652,652,652,652,652,652,650,652,652,652,652,652,652,652,650,650,652,650,652,652,652,652,652,652,652,652,652,652,652,0.134
102205092.0,652,652,652,650,610,610,652,654,652,652,652,630,652,652,650,652,652,530,652,654,652,652,100,653,652,650,652,520,652,652,652,652,652,652,400,652,0.3
102205081.0,652,652,650,652,652,652,652,652,652,652,652,330,652,652,652,652,652,660,620,653,660,652,652,620,652,652,652,652,652,652,652,652,652,652,652,652,0.43
102205051.0,652,652,630,652,652,652,652,652,652,652,653,660,652,652,652,652,360,660,652,660,652,652,530,653,652,650,652,653,620,652,652,650,630,652,655,652,0.131
102205033.0,652,652,652,652,652,652,652,652,652,652,652,620,652,652,652,652,652,660,652,652,540,652,652,652,652,652,652,652,620,652,652,652,652,652,652,652,0.134
102205030.0,652,652,652,652,610,200,652,652,652,652,652,652,652,652,652,652,652,610,652,550,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,0.16
102205024.0,652,652,652,652,652,652,652,652,630,652,652,652,652,652,652,652,652,652,652,652,652,200,652,652,652,654,652,652,630,652,652,652,652,652,652,652,0.136
102205022.0,652,652,640,652,652,100,652,640,652,652,652,652,652,652,652,652,652,660,652,652,652,653,652,652,652,652,652,652,652,652,652,652,652,652,652,652,0.16
102205020.0,652,652,630,610,652,520,652,652,652,652,652,610,652,652,652,652,652,360,652,652,652,652,652,620,652,652,652,652,620,652,652,652,652,652,200,652,0.63
102205017.0,652,652,650,650,650,652,655,652,652,630,652,652,655,652,652,650,652,652,655,655,652,652,652,652,652,652,650,652,655,652,652,652,652,652,652,652,0.134
102103012.0,652,654,652,652,100,640,652,620,360,654,652,660,652,652,652,652,652,620,654,652,652,652,652,652,652,650,655,652,652,652,652,652,652,652,652,652,0.18
101502012.0,652,652,652,652,653,653,652,652,652,652,652,650,652,652,652,652,652,650,652,654,652,652,652,660,652,652,652,652,655,652,652,652,650,652,652,540,0.134
101401042.0,652,652,652,652,652,530,652,652,652,652,652,530,652,652,652,652,652,652,652,652,652,652,530,652,652,652,652,650,540,652,652,652,652,652,100,652,0.63
101209037.0,652,652,652,652,530,530,652,652,652,650,655,550,652,652,650,652,610,653,652,655,652,652,630,550,652,652,660,540,530,650,652,660,652,652,540,540,0.15
101208094.0,652,652,652,654,652,530,610,652,652,652,652,660,652,652,652,654,652,630,652,652,652,652,540,520,652,652,652,654,660,652,652,652,652,652,100,655,0.63
101208091.0,652,652,630,654,650,200,652,652,630,652,653,652,652,652,652,652,652,652,652,652,652,652,660,652,652,652,652,530,652,652,652,652,652,652,652,652,0.16
101208090.0,652,652,652,652,650,610,652,610,200,650,652,310,652,652,652,652,640,652,652,652,652,652,200,652,652,654,610,200,652,652,652,652,652,652,610,652,0.83
101208084.0,652,652,655,652,652,530,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,530,652,652,652,520,652,652,652,530,652,653,520,652,0.12
101208082.0,652,655,652,650,655,540,652,652,652,652,655,320,652,655,654,652,652,660,652,630,653,653,660,655,652,650,630,540,660,652,652,652,652,652,540,660,0.43
101208080.0,652,652,652,652,650,652,652,652,652,630,652,652,652,652,652,650,652,620,652,652,652,200,652,655,652,652,652,652,652,652,652,652,652,652,652,652,0.136
101208079.0,652,650,654,610,652,652,652,652,652,652,652,654,652,652,652,652,650,654,630,630,652,654,630,652,652,650,652,630,653,652,630,652,650,652,530,655,0.134
101208078.0,652,652,652,652,652,653,652,652,652,652,630,653,652,652,652,652,652,652,652,652,652,652,520,100,652,652,652,652,100,652,652,652,652,652,652,100,0.53
101208070.0,652,652,652,652,652,652,652,652,652,652,654,652,652,652,652,652,652,652,652,652,652,652,652,652,652,650,652,652,652,630,652,650,652,652,652,652,0.134
101208065.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,650,652,652,652,652,650,652,652,653,652,652,652,652,652,652,652,652,0.134
101208064.0,652,652,652,652,610,652,652,652,652,652,540,652,652,652,630,652,652,652,652,652,652,650,100,655,652,652,652,652,540,652,652,652,652,652,540,530,0.3
101208062.0,652,650,652,654,652,652,652,650,655,652,652,652,652,652,652,652,652,652,652,652,630,652,652,660,652,652,652,400,652,652,652,650,652,652,650,630,0.12
101208060.0,652,652,650,652,652,652,652,652,652,652,652,400,652,652,652,652,652,620,652,652,652,652,530,653,652,652,652,652,630,652,652,652,652,650,610,630,0.45
101208058.0,652,100,630,330,650,520,652,660,652,654,630,100,200,652,652,652,652,620,652,540,652,652,652,520,652,652,652,652,100,652,652,652,652,652,652,530,0.23
101208056.0,652,652,652,652,630,652,652,652,652,652,630,100,652,652,652,652,630,652,652,652,652,652,100,520,652,652,652,100,520,652,652,652,652,652,100,652,0.82
101208055.0,652,652,652,530,652,652,652,520,652,652,652,660,652,652,652,652,652,652,652,652,652,652,540,650,652,652,652,100,652,652,652,652,652,652,330,652,0.85
101208054.0,652,652,652,652,530,630,652,652,652,652,652,540,652,652,652,652,652,652,650,652,652,652,652,530,652,650,652,652,540,652,652,652,652,652,652,540,0.15
101208053.0,652,654,652,652,652,652,652,652,652,652,652,652,652,610,652,200,652,652,652,654,652,652,652,660,652,650,652,652,652,652,652,530,200,652,652,652,0.17
101208052.0,652,654,654,652,652,610,654,652,654,640,654,100,654,650,652,652,652,630,652,654,652,652,652,520,652,652,652,652,100,652,630,652,652,652,652,100,0.21
101208050.0,652,652,630,652,652,100,650,652,652,652,652,350,652,652,652,652,652,652,652,652,652,610,652,100,652,652,652,530,620,652,652,652,652,652,652,540,0.56
101208034.0,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,653,652,652,530,650,650,652,655,652,0.134
101208031.0,652,652,652,654,652,630,652,650,620,652,652,652,652,652,652,652,652,652,652,652,652,652,655,653,652,652,652,652,652,652,652,652,652,652,100,340,0.63
101208025.0,652,652,630,630,652,520,652,652,652,652,200,200,652,652,652,652,652,610,652,652,100,652,652,510,652,652,652,652,510,652,652,652,652,652,652,100,0.55
101208017.0,652,652,630,630,540,630,652,652,652,652,652,330,652,652,652,652,652,660,652,530,652,652,660,654,652,652,652,655,530,652,652,640,652,652,652,655,0.43
101208015.0,652,652,652,652,655,630,652,652,652,652,652,100,652,652,652,652,652,660,652,652,652,652,652,100,652,652,652,652,520,652,652,652,652,652,100,540,0.61
101208008.0,652,652,652,652,650,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,653,655,0.134
101208005.0,652,652,652,652,640,652,652,652,652,652,652,660,652,652,652,653,652,654,652,652,652,652,530,652,652,652,652,652,655,652,652,652,652,652,652,652,0.133
101208004.0,652,652,652,652,652,650,652,652,652,652,652,655,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,540,610,652,652,652,652,652,652,0.134
101208003.0,652,652,652,652,652,660,652,652,652,652,652,660,652,652,652,652,652,652,652,652,652,652,652,340,652,652,652,652,660,652,652,652,652,652,652,350,0.52
101208002.0,652,630,640,652,610,652,652,652,652,652,652,660,652,652,652,630,652,652,652,652,652,652,100,653,652,652,652,652,530,652,652,652,652,652,652,652,0.3
101205093.0,652,652,652,630,650,650,652,652,652,652,530,400,630,650,652,652,652,100,660,652,652,660,652,320,652,652,652,530,652,652,652,330,652,652,652,100,0.51
101205043.0,652,652,652,652,652,530,652,652,630,652,652,652,652,652,652,652,652,540,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,200,0.52
101205029.0,652,650,660,652,652,610,652,652,652,650,620,610,652,620,660,652,652,652,652,620,660,620,620,640,652,652,630,660,630,652,652,620,652,660,652,630,0.134
101204026.0,652,650,652,610,650,652,652,652,654,652,100,652,630,654,652,652,652,340,652,340,652,652,652,652,653,652,630,653,652,650,652,652,652,652,652,652,0.7
101203054.0,652,652,652,360,652,652,652,652,640,652,652,340,652,652,652,652,652,652,652,652,652,530,652,650,652,650,650,660,652,630,652,652,652,652,654,653,0.41
101103034.0,652,652,652,652,652,652,652,654,660,652,652,640,652,654,652,652,652,610,652,652,652,652,530,652,652,652,652,652,652,652,652,652,652,652,652,652,0.133
101102026.0,652,652,652,652,652,630,652,652,652,652,652,630,652,652,652,652,652,650,652,652,652,630,655,652,652,650,652,652,660,652,652,652,652,652,610,652,0.134
101102025.0,652,652,652,650,630,610,652,630,652,652,652,650,652,652,654,652,652,640,652,652,652,655,530,652,652,652,650,652,652,652,652,655,652,652,653,652,0.133
101101050.0,652,652,652,652,652,652,650,652,652,652,652,652,652,652,652,652,652,652,652,652,653,630,652,652,650,654,652,650,652,650,652,650,652,652,652,652,0.134
100508018.0,652,652,655,655,610,652,652,652,652,652,652,654,652,652,652,630,200,652,650,655,530,652,652,655,652,652,652,652,653,652,652,652,652,650,100,652,0.65
100401072.0,652,652,652,652,650,655,652,652,653,650,530,360,652,650,620,652,200,620,652,530,652,654,650,652,100,652,652,560,653,652,652,652,652,652,652,540,0.46
100401044.0,652,652,654,652,652,620,654,653,652,652,652,330,652,652,652,652,610,620,652,620,652,652,200,652,652,652,652,620,653,652,652,652,652,652,330,660,0.3
100206009.0,652,652,653,652,653,620,652,655,652,652,652,660,650,652,652,652,652,654,652,652,652,652,520,100,652,520,100,653,652,652,652,652,652,652,652,100,0.53
100202044.0,652,652,652,630,652,652,652,652,652,652,640,610,652,652,652,652,652,200,652,652,652,655,652,610,652,652,652,530,652,652,652,650,652,652,652,200,0.51
100104041.0,652,652,652,652,652,652,650,652,630,630,630,652,654,652,654,654,652,200,652,655,652,652,652,652,630,652,652,652,655,652,652,652,652,652,540,652,0.11
100101021.0,652,652,652,652,654,650,652,652,652,652,652,653,652,654,654,650,655,652,652,654,652,654,652,652,652,652,652,660,652,652,652,652,652,652,652,652,0.134
