0,1,2,3,clustered_label
5.0,5.0,2.0,1.0,5521
0.0,4.0,6.0,2.0,0462
2.0,0.0,4.0,6.0,2046
2.0,2.0,0.0,4.0,2204
5.0,2.0,2.0,0.0,5220
4.0,6.0,2.0,2.0,4622
0.0,4.0,5.0,2.0,0452
2.0,0.0,4.0,5.0,2045
0.0,0.0,0.0,5.0,0005
5.0,2.0,2.0,0.0,5220
4.0,4.0,2.0,2.0,4422
0.0,4.0,4.0,2.0,0442
1.0,0.0,4.0,6.0,1046
3.0,1.0,0.0,5.0,3105
4.0,2.0,1.0,0.0,4210
4.0,5.0,2.0,1.0,4521
0.0,4.0,6.0,3.0,0463
4.0,0.0,4.0,6.0,4046
2.0,2.0,0.0,4.0,2204
5.0,2.0,1.0,0.0,5210
5.0,4.0,2.0,1.0,5421
0.0,4.0,6.0,2.0,0462
2.0,0.0,4.0,5.0,2045
2.0,2.0,0.0,4.0,2204
5.0,2.0,2.0,0.0,5220
4.0,6.0,3.0,2.0,4632
0.0,4.0,4.0,2.0,0442
1.0,0.0,4.0,4.0,1044
1.0,1.0,0.0,4.0,1104
5.0,3.0,2.0,0.0,5320
5.0,4.0,3.0,1.0,5431
0.0,5.0,5.0,1.0,0551
2.0,0.0,4.0,6.0,2046
3.0,2.0,0.0,4.0,3204
6.0,2.0,1.0,0.0,6210
5.0,4.0,2.0,1.0,5421
0.0,4.0,6.0,2.0,0462
2.0,0.0,4.0,5.0,2045
2.0,2.0,0.0,3.0,2203
4.0,2.0,3.0,1.0,4231
4.0,5.0,2.0,1.0,4521
0.0,4.0,5.0,2.0,0452
2.0,0.0,4.0,5.0,2045
2.0,2.0,0.0,5.0,2205
5.0,2.0,1.0,0.0,5210
4.0,4.0,3.0,1.0,4431
0.0,4.0,5.0,2.0,0452
1.0,0.0,4.0,5.0,1045
3.0,2.0,1.0,4.0,3214
4.0,1.0,1.0,0.0,4110
4.0,5.0,2.0,2.0,4522
0.0,4.0,4.0,1.0,0441
1.0,0.0,5.0,4.0,1054
1.0,2.0,0.0,4.0,1204
4.0,1.0,1.0,0.0,4110
4.0,5.0,3.0,2.0,4532
0.0,4.0,5.0,2.0,0452
2.0,1.0,4.0,4.0,2144
2.0,1.0,0.0,4.0,2104
5.0,2.0,2.0,0.0,5220
5.0,5.0,2.0,1.0,5521
0.0,4.0,6.0,2.0,0462
2.0,0.0,4.0,5.0,2045
1.0,1.0,0.0,5.0,1105
5.0,2.0,2.0,0.0,5220
4.0,4.0,2.0,1.0,4421
0.0,4.0,6.0,2.0,0462
3.0,0.0,4.0,5.0,3045
2.0,1.0,0.0,4.0,2104
5.0,2.0,2.0,0.0,5220
4.0,5.0,2.0,3.0,4523
0.0,4.0,4.0,2.0,0442
1.0,0.0,5.0,4.0,1054
2.0,1.0,0.0,5.0,2105
5.0,2.0,2.0,0.0,5220
5.0,4.0,2.0,1.0,5421
0.0,4.0,5.0,2.0,0452
2.0,0.0,4.0,6.0,2046
2.0,2.0,0.0,4.0,2204
5.0,2.0,1.0,0.0,5210
4.0,5.0,3.0,1.0,4531
0.0,4.0,6.0,2.0,0462
2.0,0.0,4.0,6.0,2046
2.0,2.0,0.0,4.0,2204
5.0,2.0,1.0,0.0,5210
5.0,4.0,2.0,1.0,5421
0.0,5.0,5.0,2.0,0552
1.0,0.0,5.0,5.0,1055
2.0,1.0,0.0,4.0,2104
5.0,2.0,2.0,0.0,5220
4.0,5.0,2.0,2.0,4522
0.0,4.0,5.0,3.0,0453
3.0,0.0,4.0,5.0,3045
2.0,2.0,0.0,4.0,2204
5.0,2.0,2.0,0.0,5220
5.0,5.0,2.0,1.0,5521
