clustered_label,0,1
5400,0,0
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5300,1,1
5300,1,1
5400,1,1
5300,0,0
5400,1,1
5400,1,1
5300,1,1
5300,0,0
5400,0,0
4133,0,0
5300,1,1
5300,1,1
5300,1,1
5300,1,1
4133,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
5300,1,1
4133,1,1
4180,1,1
4180,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
5400,1,1
4136,0,0
4136,1,1
4110,1,1
4110,1,1
4137,1,1
4137,1,1
4110,1,1
4110,1,1
4110,0,0
4110,1,1
4110,1,1
4110,1,1
4110,1,1
3900,0,0
4133,1,1
4133,1,1
1200,1,1
4340,1,1
4340,1,1
4340,1,1
4340,0,0
4340,1,1
4340,1,1
4340,0,0
4340,1,1
4340,1,1
4340,1,1
1300,1,1
1300,0,0
1300,1,1
1300,1,1
1300,0,0
1300,1,1
1300,1,1
1300,1,1
1300,1,1
1300,0,0
1300,1,1
1300,1,1
1400,1,1
1200,1,1
1300,1,1
1300,1,1
1400,1,1
3900,1,1
3900,1,1
3800,1,1
5200,1,1
5200,1,1
3900,1,1
3900,1,1
4132,1,1
3600,1,1
3600,1,1
3600,1,1
3600,1,1
3600,1,1
5200,1,1
3600,1,1
3600,1,1
5200,1,1
5200,1,1
3600,1,1
3600,1,1
3600,1,1
3600,1,1
5200,1,1
3800,1,1
3600,1,1
3900,1,1
5100,1,1
3600,1,1
5200,1,1
5200,1,1
3600,1,1
3600,1,1
5200,1,1
3900,1,1
3800,1,1
5400,1,1
3600,1,1
3600,1,1
3600,1,1
4110,1,1
3900,1,1
3600,1,1
3900,1,1
3800,1,1
3800,1,1
3800,1,1
3800,1,1
3600,1,1
3600,1,1
3600,1,1
5200,1,1
3800,0,0
4180,1,1
4180,1,1
4180,1,1
4180,1,1
5400,1,1
4133,1,1
4133,1,1
5400,1,1
4133,1,1
5400,1,1
5100,1,1
3800,1,1
5100,1,1
5100,1,1
5100,1,1
4138,1,1
4138,1,1
4138,1,1
4138,1,1
4138,1,1
4120,0,0
4136,1,1
4136,1,1
4136,1,1
4136,1,1
4137,1,1
4110,1,1
4137,1,1
3600,1,1
4137,1,1
4136,1,1
4133,1,1
4133,1,1
4110,1,1
1100,1,1
4133,1,1
4135,1,1
4135,1,1
4135,1,1
4135,1,1
1400,1,1
4131,1,1
4131,1,1
