TA_video,TA_text,Teacher_video,Teacher_text,id,week,clustered_label
0,0,0,12,101208058,week17,5521
3916,9,0,0,101208058,week18,5100
0,0,0,0,101208060,week1,5521
0,0,0,0,101208060,week2,5521
0,15,0,392,101208060,week3,5560
0,19,0,17,101208060,week4,5521
0,0,0,0,101208060,week5,5521
0,0,0,0,101208060,week6,5521
0,0,0,0,101208060,week7,5521
0,0,0,0,101208060,week8,5521
0,0,0,0,101208060,week9,5521
0,0,0,0,101208060,week10,5521
0,0,0,0,101208060,week11,5521
980,9909,10,0,101208060,week12,6200
0,0,0,0,101208060,week13,5521
0,0,0,0,101208060,week14,5521
0,0,0,0,101208060,week15,5521
0,0,0,0,101208060,week16,5521
0,12,0,0,101208060,week17,5521
5194,0,0,0,101208060,week18,5100
0,0,0,0,101208062,week1,5521
0,19,0,162,101208062,week2,5526
0,0,0,62,101208062,week3,5522
0,143,0,53,101208062,week4,5524
0,0,0,62,101208062,week5,5522
0,0,0,6,101208062,week6,5521
0,9,0,42,101208062,week7,5522
0,0,0,243,101208062,week8,5560
0,446,0,67,101208062,week9,5529
0,40,0,50,101208062,week10,5522
0,0,0,56,101208062,week11,5522
0,0,0,23,101208062,week12,5521
0,12,0,40,101208062,week13,5522
0,0,0,0,101208062,week14,5521
0,10,0,29,101208062,week15,5522
0,0,0,0,101208062,week16,5521
700,0,127,18,101208062,week17,5510
947,0,0,0,101208062,week18,5600
0,0,0,0,101208064,week1,5521
0,0,0,47,101208064,week2,5522
0,28,0,8,101208064,week3,5521
0,74,0,6,101208064,week4,5524
0,22,0,2763,101208064,week5,5230
0,0,244,22,101208064,week6,5523
0,0,0,108,101208064,week7,5526
0,24,0,16,101208064,week8,5521
0,0,0,30,101208064,week9,5522
0,0,0,27,101208064,week10,5521
652,6,10274,15,101208064,week11,4600
0,0,136,0,101208064,week12,5523
0,0,0,28,101208064,week13,5521
0,0,0,10,101208064,week14,5521
0,0,0,1117,101208064,week15,5400
0,0,0,0,101208064,week16,5521
0,0,0,141,101208064,week17,5526
0,0,0,0,101208064,week18,5521
0,0,0,0,101208065,week1,5521
0,0,0,112,101208065,week2,5526
0,0,0,26,101208065,week3,5521
0,0,0,5,101208065,week4,5521
0,0,0,6,101208065,week5,5521
6,0,0,5,101208065,week6,5521
0,0,0,0,101208065,week7,5521
0,0,0,13,101208065,week8,5521
0,0,0,0,101208065,week9,5521
0,0,0,12,101208065,week10,5521
0,0,0,8,101208065,week11,5521
0,0,0,53,101208065,week12,5522
0,0,0,0,101208065,week13,5521
0,0,0,0,101208065,week14,5521
0,0,0,0,101208065,week15,5521
0,0,0,0,101208065,week16,5521
0,0,0,14,101208065,week17,5521
0,0,0,8,101208065,week18,5521
0,0,0,0,101208070,week1,5521
0,9,6,12,101208070,week2,5521
0,31,0,0,101208070,week3,5521
0,8,0,25,101208070,week4,5521
0,0,0,39,101208070,week5,5522
0,0,0,0,101208070,week6,5521
0,10,0,25,101208070,week7,5521
0,9,0,10,101208070,week8,5521
0,8,0,16,101208070,week9,5521
0,7,0,5,101208070,week10,5521
0,190,0,5,101208070,week11,5529
0,0,0,0,101208070,week12,5521
0,7,0,28,101208070,week13,5521
0,6,0,8,101208070,week14,5521
0,0,0,21,101208070,week15,5521
0,0,0,0,101208070,week16,5521
0,0,0,18,101208070,week17,5521
0,0,0,0,101208070,week18,5521
0,0,0,0,101208078,week1,5521
0,0,0,33,101208078,week2,5522
0,58,0,37,101208078,week3,5524
0,0,0,21,101208078,week4,5521
0,0,0,44,101208078,week5,5522
0,0,934,284,101208078,week6,5300
0,0,5,19,101208078,week7,5521
0,0,0,0,101208078,week8,5521
0,0,0,34,101208078,week9,5522
0,0,0,0,101208078,week10,5521
0,0,0,768,101208078,week11,5400
0,0,1487,92,101208078,week12,5300
0,0,0,0,101208078,week13,5521
0,0,0,0,101208078,week14,5521
0,0,0,0,101208078,week15,5521
0,0,0,0,101208078,week16,5521
0,0,0,0,101208078,week17,5521
0,0,0,93,101208078,week18,5526
0,0,0,0,101208079,week1,5521
0,103,15,487,101208079,week2,5560
0,155,0,0,101208079,week3,5524
0,0,3478,4800,101208079,week4,4400
