,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_99,cluster,cluster_count,mean,std
0,0,0,0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,1000,7,71.0,19.405448424899348
1,0,0,0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,1100,4,72.0,15.795568998931314
2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1110,1,62.0,0.0
3,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1119,1,62.0,0.0
4,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1130,1,67.0,0.0
5,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1140,2,79.5,19.5
6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200,1,99.0,0.0
7,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,1,68.0,0.0
8,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1400,1,42.0,0.0
9,0,0,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,2000,7,79.28571428571429,12.267428252016284
10,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2100,1,83.0,0.0
11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200,1,93.0,0.0
12,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2300,1,87.0,0.0
13,0,0,0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,2400,4,73.0,12.589678312014172
14,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,2,66.0,2.0
15,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3200,1,68.0,0.0
16,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3300,1,64.0,0.0
17,0,0,0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,4000,7,76.42857142857143,12.431034238746909
18,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4100,1,89.0,0.0
19,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4200,1,86.0,0.0
20,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4300,3,77.0,0.816496580927726
21,0,0,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,4400,2,64.5,16.5
22,0,0,0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091,5000,11,67.36363636363636,17.221934889039446
23,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,5100,3,52.666666666666664,15.195028426721974
24,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5200,2,64.5,0.5
25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5300,1,99.0,0.0
26,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,5400,3,64.0,12.192894105447921
27,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5500,1,85.0,0.0
28,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5600,1,78.0,0.0
29,0,0,0,0.029411764705882353,0.014705882352941176,0.058823529411764705,0.20588235294117646,0.11764705882352941,0.14705882352941177,0.4264705882352941,6000,68,79.55882352941177,16.94053818242014
30,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6100,1,73.0,0.0
31,0,0,0,0.045454545454545456,0.0,0.045454545454545456,0.20454545454545456,0.11363636363636363,0.09090909090909091,0.5,6200,44,81.20454545454545,18.43363963648888
32,0,0,0,0.029411764705882353,0.0,0.029411764705882353,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.5294117647058824,6210,34,83.1470588235294,16.634712736325483
33,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,6211,2,81.0,13.0
