0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.23 0.146 0.146 0.146 0.146 0.146 0.146 0
0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.14400000000000002 0.146 0.146 0.146 0.146 0.146 0.141 1
0.146 0.146 0.146 0.141 0.141 0.146 0.146 0.146 0.14400000000000002 0.146 0.14400000000000002 0.146 0.146 0.146 0.146 0.146 0.45 0.146 2
0.146 0.142 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.14400000000000002 0.146 0.146 0.146 0.14400000000000002 0.146 0.146 0.146 0.146 3
0.146 0.146 0.146 0.13 0.146 0.63 0.146 0.146 0.146 0.146 0.146 0.153 0.146 0.146 0.146 0.146 0.146 0.23 4
0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.14400000000000002 0.116 0.23 0.146 0.146 0.146 0.146 0.14400000000000002 0.161 5
0.146 0.146 0.14400000000000002 0.146 0.113 0.146 0.146 0.146 0.113 0.142 0.14400000000000002 0.154 0.146 0.146 0.166 0.146 0.146 0.463 6
0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 7
0.146 0.146 0.14300000000000002 0.116 0.146 0.14300000000000002 0.146 0.63 0.14400000000000002 0.146 0.146 0.152 0.146 0.146 0.146 0.146 0.461 0.142 8
0.146 0.146 0.146 0.146 0.146 0.44 0.146 0.14400000000000002 0.146 0.146 0.146 0.161 0.146 0.146 0.146 0.146 0.146 0.21 9
0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.14400000000000002 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.142 10
0.146 0.146 0.146 0.146 0.146 0.14300000000000002 0.146 0.146 0.146 0.146 0.146 0.152 0.146 0.146 0.146 0.146 0.146 0.26 11
0.146 0.146 0.146 0.146 0.146 0.66 0.14300000000000002 0.116 0.146 0.146 0.146 0.115 0.146 0.146 0.146 0.146 0.146 0.146 12
0.146 0.146 0.146 0.146 0.146 0.61 0.146 0.146 0.146 0.146 0.146 0.113 0.146 0.146 0.146 0.146 0.146 0.146 13
0.146 0.146 0.146 0.14300000000000002 0.14300000000000002 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 0.146 14
0.146 0.146 0.146 0.146 0.146 0.14300000000000002 0.146 0.146 0.146 0.146 0.146 0.153 0.146 0.146 0.146 0.146 0.146 0.122 15
0.146 0.146 0.146 0.146 0.14400000000000002 0.146 0.146 0.146 0.141 0.13 0.14400000000000002 0.54 0.146 0.146 0.146 0.146 0.146 0.145 16
