clustered_label,0,1,2,3,4,5
2960,0.0,0.0,0.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,0.0,0.0
2960,0.0,0.0,0.0,0.0,0.0,0.0
2960,1.0,0.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,1.0,1.0,0.0,0.0
2930,1.0,1.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,0.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,1.0,1.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,0.0,0.0
4500,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,0.0,0.0
4500,1.0,1.0,1.0,1.0,1.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,1.0
4500,1.0,1.0,1.0,1.0,1.0,1.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,0.0,0.0
2930,0.0,0.0,0.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,1.0
2930,1.0,1.0,1.0,1.0,0.0,0.0
4500,1.0,1.0,0.0,0.0,0.0,0.0
2930,1.0,0.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,1.0
2930,1.0,1.0,1.0,1.0,1.0,1.0
4500,1.0,1.0,1.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,1.0,1.0,1.0,0.0,0.0
4500,1.0,1.0,1.0,1.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,1.0
2260,0.0,0.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,1.0
4500,1.0,1.0,1.0,0.0,0.0,0.0
2260,1.0,1.0,1.0,1.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,0.0,0.0
2960,1.0,1.0,0.0,0.0,0.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,1.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
2930,1.0,1.0,1.0,1.0,1.0,0.0
2960,1.0,1.0,1.0,1.0,0.0,0.0
2930,1.0,1.0,0.0,0.0,0.0,0.0
2960,1.0,1.0,0.0,0.0,0.0,0.0
2960,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,0.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,1.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8450,0.0,0.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,1.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,0.0,0.0,0.0
5400,1.0,0.0,0.0,0.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,1.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,0.0,0.0
8440,1.0,0.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8430,1.0,1.0,0.0,0.0,0.0,0.0
8500,1.0,1.0,1.0,0.0,0.0,0.0
8100,1.0,1.0,1.0,1.0,1.0,0.0
5500,1.0,0.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,1.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,0.0,0.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,0.0,0.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8440,1.0,0.0,0.0,0.0,0.0,0.0
8450,1.0,0.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
5200,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8500,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,1.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8100,1.0,0.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8100,1.0,1.0,1.0,1.0,1.0,1.0
8450,1.0,1.0,1.0,1.0,1.0,1.0
8440,1.0,1.0,1.0,1.0,1.0,1.0
