index,clustered_label,0,1,2,3
214,1300,1,1,1,1
215,4130,1,1,1,1
216,4300,0,0,0,0
217,4600,1,1,1,1
218,4244,1,1,1,1
219,4440,1,1,1,1
220,5240,1,1,1,1
221,3520,1,1,1,1
222,4246,1,1,1,1
223,3600,1,1,1,1
224,4244,1,1,1,0
225,4600,1,1,1,1
226,4440,1,1,1,1
227,4244,1,1,1,1
228,4600,1,1,1,1
229,4242,1,0,0,0
230,4600,1,1,1,1
231,4242,1,1,1,1
232,4244,1,0,0,0
233,4246,1,1,0,0
234,4800,1,1,1,0
235,4120,1,1,1,1
236,9000,1,1,1,1
237,4140,0,0,0,0
238,3600,1,1,1,1
239,4600,1,1,1,1
240,4800,1,1,0,0
241,1430,1,1,1,1
242,3200,0,0,0,0
243,4242,1,1,0,0
244,2400,1,1,1,1
245,5240,1,1,1,1
246,4242,1,1,1,1
247,4600,1,1,1,1
248,4244,1,1,1,1
249,4800,1,1,1,1
250,4246,1,1,1,1
251,5240,1,1,1,1
252,4245,1,1,1,1
253,4244,1,1,0,0
254,5230,1,1,1,1
255,4600,1,1,0,0
256,4140,1,1,1,1
257,5230,1,1,1,1
258,4130,1,0,0,0
259,4800,1,1,0,0
260,5400,1,1,1,1
261,3200,1,1,1,1
262,3200,1,1,1,1
263,5230,1,0,0,0
264,4800,1,0,0,0
265,7200,1,0,0,0
266,3600,1,1,1,1
267,4244,1,1,1,1
268,1200,1,1,0,0
269,5240,1,1,0,0
270,4244,1,1,1,1
271,4244,1,1,1,1
272,4800,1,1,1,1
273,4244,1,1,1,1
274,4244,1,1,1,0
275,4246,1,1,1,1
276,4600,1,1,1,1
277,4243,1,1,1,0
278,3540,1,1,1,1
279,4300,1,1,1,1
280,4246,1,1,1,1
281,4600,1,1,1,1
282,4440,1,1,1,1
283,4600,1,1,1,1
284,4600,1,1,1,1
285,3520,1,1,1,1
286,3520,1,1,1,1
287,4440,1,1,1,1
288,4244,1,1,1,1
