0,1,2,3,clustered_label
2.0,3.0,3.0,0.0,2330
2.0,3.0,2.0,0.0,2320
2.0,3.0,1.0,1.0,2311
2.0,4.0,0.0,2.0,2402
2.0,2.0,1.0,3.0,2213
3.0,2.0,3.0,1.0,3231
3.0,3.0,3.0,3.0,3333
2.0,2.0,4.0,0.0,2240
2.0,4.0,6.0,2.0,2462
2.0,4.0,3.0,0.0,2430
2.0,3.0,3.0,2.0,2332
1.0,3.0,5.0,1.0,1351
2.0,4.0,3.0,1.0,2431
3.0,3.0,3.0,1.0,3331
2.0,3.0,4.0,0.0,2340
3.0,3.0,2.0,1.0,3321
2.0,3.0,2.0,1.0,2321
2.0,2.0,4.0,1.0,2241
2.0,4.0,2.0,0.0,2420
2.0,3.0,2.0,0.0,2320
2.0,3.0,3.0,2.0,2332
1.0,3.0,4.0,1.0,1341
3.0,2.0,4.0,5.0,3245
1.0,4.0,6.0,0.0,1460
0.0,2.0,4.0,2.0,0242
3.0,2.0,3.0,1.0,3231
3.0,3.0,1.0,1.0,3311
1.0,2.0,4.0,4.0,1244
2.0,3.0,4.0,0.0,2340
2.0,2.0,4.0,3.0,2243
1.0,2.0,3.0,5.0,1235
1.0,2.0,5.0,2.0,1252
2.0,4.0,3.0,1.0,2431
3.0,3.0,1.0,3.0,3313
5.0,2.0,2.0,3.0,5223
2.0,3.0,3.0,0.0,2330
2.0,2.0,3.0,2.0,2232
2.0,1.0,3.0,3.0,2133
1.0,3.0,5.0,3.0,1353
2.0,4.0,4.0,3.0,2443
1.0,4.0,4.0,3.0,1443
4.0,3.0,2.0,1.0,4321
2.0,2.0,4.0,2.0,2242
2.0,3.0,5.0,2.0,2352
2.0,3.0,3.0,3.0,2333
2.0,4.0,4.0,0.0,2440
2.0,4.0,3.0,0.0,2430
3.0,3.0,2.0,6.0,3326
2.0,2.0,5.0,1.0,2251
0.0,3.0,6.0,2.0,0362
0.0,4.0,5.0,1.0,0451
4.0,4.0,2.0,1.0,4421
3.0,2.0,3.0,1.0,3231
2.0,3.0,4.0,3.0,2343
2.0,2.0,3.0,1.0,2231
1.0,5.0,3.0,2.0,1532
2.0,1.0,3.0,5.0,2135
2.0,2.0,5.0,2.0,2252
1.0,3.0,5.0,2.0,1352
4.0,3.0,1.0,1.0,4311
4.0,2.0,1.0,1.0,4211
3.0,2.0,3.0,0.0,3230
2.0,3.0,2.0,0.0,2320
2.0,3.0,3.0,7.0,2337
1.0,3.0,6.0,1.0,1361
2.0,5.0,6.0,4.0,2564
3.0,5.0,2.0,3.0,3523
3.0,1.0,3.0,2.0,3132
0.0,3.0,3.0,1.0,0331
3.0,2.0,4.0,2.0,3242
1.0,4.0,4.0,1.0,1441
1.0,4.0,2.0,0.0,1420
2.0,2.0,5.0,0.0,2250
2.0,4.0,2.0,2.0,2422
3.0,2.0,4.0,2.0,3242
1.0,4.0,4.0,0.0,1440
3.0,3.0,3.0,0.0,3330
2.0,3.0,6.0,4.0,2364
2.0,4.0,4.0,0.0,2440
2.0,4.0,4.0,2.0,2442
2.0,2.0,4.0,4.0,2244
2.0,3.0,4.0,0.0,2340
2.0,3.0,3.0,1.0,2331
3.0,4.0,2.0,0.0,3420
3.0,3.0,2.0,3.0,3323
2.0,3.0,3.0,2.0,2332
2.0,2.0,4.0,5.0,2245
1.0,3.0,5.0,1.0,1351
1.0,3.0,4.0,2.0,1342
2.0,4.0,4.0,0.0,2440
1.0,5.0,4.0,2.0,1542
0.0,3.0,3.0,1.0,0331
2.0,3.0,4.0,0.0,2340
1.0,3.0,4.0,0.0,1340
1.0,4.0,5.0,2.0,1452
3.0,4.0,2.0,2.0,3422
3.0,4.0,5.0,1.0,3451
3.0,5.0,3.0,1.0,3531
3.0,3.0,1.0,1.0,3311
2.0,2.0,4.0,2.0,2242
2.0,2.0,3.0,0.0,2230
1.0,3.0,4.0,1.0,1341
2.0,4.0,4.0,3.0,2443
2.0,3.0,4.0,2.0,2342
1.0,3.0,3.0,1.0,1331
2.0,4.0,2.0,0.0,2420
2.0,3.0,2.0,2.0,2322
2.0,3.0,4.0,4.0,2344
2.0,3.0,4.0,1.0,2341
4.0,3.0,1.0,1.0,4311
1.0,4.0,2.0,1.0,1421
3.0,3.0,3.0,2.0,3332
1.0,3.0,3.0,1.0,1331
3.0,3.0,2.0,0.0,3320
3.0,2.0,3.0,3.0,3233
3.0,1.0,3.0,3.0,3133
2.0,2.0,4.0,2.0,2242
1.0,3.0,3.0,1.0,1331
2.0,3.0,4.0,0.0,2340
3.0,3.0,1.0,0.0,3310
2.0,2.0,3.0,1.0,2231
2.0,3.0,2.0,1.0,2321
2.0,3.0,1.0,0.0,2310
2.0,3.0,2.0,1.0,2321
2.0,3.0,2.0,0.0,2320
2.0,4.0,4.0,1.0,2441
3.0,3.0,1.0,2.0,3312
3.0,2.0,4.0,3.0,3243
2.0,4.0,4.0,5.0,2445
3.0,2.0,4.0,0.0,3240
2.0,3.0,3.0,3.0,2333
2.0,3.0,4.0,1.0,2341
2.0,2.0,3.0,3.0,2233
2.0,1.0,5.0,2.0,2152
1.0,3.0,4.0,1.0,1341
2.0,2.0,4.0,2.0,2242
1.0,3.0,4.0,0.0,1340
2.0,3.0,0.0,0.0,2300
2.0,2.0,3.0,1.0,2231
3.0,3.0,3.0,2.0,3332
0.0,5.0,5.0,3.0,0553
5.0,2.0,2.0,3.0,5223
3.0,2.0,3.0,2.0,3232
2.0,3.0,3.0,2.0,2332
