id,week,TA_video,TA_text,Teacher_video,Teacher_text,median,clustered_label,x_label,y_label,x_y_label,clusterL1,clusterL2,clusterL3,clusterL4
102208007,week15,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.18295057475502693,-0.1750380112847939,0.1325,-0-2-1-0,-0-0-0-2,-0x0-2x0-1x0-0x2,0x0,2x0,1x0,0x2
102208007,week16,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208007,week17,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208007,week18,1.7634962520683617,-0.07051453860692257,-0.1750380112847939,-0.1917927643242064,-0.07051453860692257,0.26,-1-2,-0-1,-1x0-2x1,1x0,2x1,,
102208010,week1,-0.1790610684364638,-0.1226313575601998,-0.16554007672591836,-0.19621385910879605,-0.16554007672591836,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208010,week2,-0.1790610684364638,-0.06927366196517787,-0.1750380112847939,-0.15200291126289905,-0.15200291126289905,0.1323,-0-2-1-0,-0-0-0-1,-0x0-2x0-1x0-0x1,0x0,2x0,1x0,0x1
102208010,week3,-0.16765414202201614,-0.10525908457577406,-0.15604214216704285,-0.18737166953961665,-0.15604214216704285,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208010,week4,-0.1790610684364638,-0.089127688233093,2.9307865894675023,-0.15768717598594292,-0.089127688233093,0.156,-0-1-2,-0-1-1,-0x0-1x1-2x1,0x0,1x1,2x1,
102208010,week5,-0.1790610684364638,-0.1226313575601998,0.13522785097180648,-0.16779253549357653,-0.1226313575601998,0.131,-0-2-0,-0-0-0,-0x0-2x0-0x0,0x0,2x0,0x0,
102208010,week6,-0.1735688446072853,-0.1226313575601998,1.0624637122820293,-0.20189812383183994,-0.1226313575601998,0.154,-0-1-0,-0-1-1,-0x0-1x1-0x1,0x0,1x1,0x1,
102208010,week7,-0.17652619589991989,-0.11642697435147632,-0.1295270748568487,-0.14063438181681126,-0.1295270748568487,0.1326,-0-2-1-1,-0-0-0-2,-0x0-2x0-1x0-1x2,0x0,2x0,1x0,1x2
102208010,week8,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.1412659667860383,-0.1412659667860383,0.1326,-0-2-1-1,-0-0-0-2,-0x0-2x0-1x0-1x2,0x0,2x0,1x0,1x2
102208010,week9,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.19684544407802315,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208010,week10,-0.1790610684364638,15.296501792759395,-0.1750380112847939,-0.17726631003198304,-0.1750380112847939,0.33,-2-0,-0-1,-2x0-0x1,2x0,0x1,,
102208010,week11,-0.1790610684364638,-0.10029557800879528,-0.17226778037178853,-0.18989800941652504,-0.17226778037178853,0.1323,-0-2-1-0,-0-0-0-1,-0x0-2x0-1x0-0x1,0x0,2x0,1x0,0x1
102208010,week12,2.5902871777377703,-0.07671892181564605,-0.1750380112847939,-0.20189812383183994,-0.07671892181564605,0.25,-1-1,-0-1,-1x0-1x1,1x0,1x1,,
102208010,week13,-0.1790610684364638,-0.10029557800879528,-0.1750380112847939,-0.18168740481657275,-0.1750380112847939,0.1323,-0-2-1-0,-0-0-0-1,-0x0-2x0-1x0-0x1,0x0,2x0,1x0,0x1
102208010,week14,0.5868929163558911,-0.1226313575601998,-0.1750380112847939,-0.19495068917034186,-0.1226313575601998,0.16,-0-2,-0-1,-0x0-2x1,0x0,2x1,,
102208010,week15,-0.17652619589991989,-0.11518609770973162,-0.1750380112847939,-0.18358215972425404,-0.1750380112847939,0.1325,-0-2-1-0,-0-0-0-2,-0x0-2x0-1x0-0x2,0x0,2x0,1x0,0x2
102208010,week16,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208010,week17,-0.17314636585119464,-0.1226313575601998,-0.1750380112847939,-0.16337144070898682,-0.16337144070898682,0.1325,-0-2-1-0,-0-0-0-2,-0x0-2x0-1x0-0x2,0x0,2x0,1x0,0x2
102208010,week18,6.7208619760360895,-0.089127688233093,-0.1750380112847939,-0.19810861401647734,-0.089127688233093,0.64,-2-1,-1-1,-2x1-1x1,2x1,1x1,,
102208014,week1,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week2,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week3,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.17284521524739332,-0.17284521524739332,0.1325,-0-2-1-0,-0-0-0-2,-0x0-2x0-1x0-0x2,0x0,2x0,1x0,0x2
102208014,week4,-0.1790610684364638,-0.1226313575601998,8.377852058982612,0.7385318953473122,0.7385318953473122,0.55,-1-0,-1-2,-1x1-0x2,1x1,0x2,,
102208014,week5,-0.1790610684364638,-0.1226313575601998,1.3576911781537435,-0.11410781310927301,-0.11410781310927301,0.151,-0-1-0,-0-1-0,-0x0-1x1-0x0,0x0,1x1,0x0,
102208014,week6,-0.1744138021194666,-0.1226313575601998,-0.0796629184227522,-0.20189812383183994,-0.1226313575601998,0.1322,-0-2-1-1,-0-0-0-0,-0x0-2x0-1x0-1x0,0x0,2x0,1x0,1x0
102208014,week7,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week8,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.101476113724731,-0.1226313575601998,0.1326,-0-2-1-1,-0-0-0-2,-0x0-2x0-1x0-1x2,0x0,2x0,1x0,1x2
102208014,week9,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.1955822741395689,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week10,-0.17610371714382922,-0.1226313575601998,-0.1750380112847939,-0.05347565606347138,-0.1226313575601998,0.136,-0-2-2,-0-0-1,-0x0-2x0-2x1,0x0,2x0,2x1,
102208014,week11,-0.1790610684364638,-0.10401820793402937,-0.1750380112847939,-0.17789789500121014,-0.1750380112847939,0.1325,-0-2-1-0,-0-0-0-2,-0x0-2x0-1x0-0x2,0x0,2x0,1x0,0x2
102208014,week12,0.0558371199499396,-0.10898171450100816,0.09446588182329904,13.634233797026242,0.09446588182329904,0.43,-0-0,-1-1,-0x1-0x1,0x1,0x1,,
102208014,week13,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week14,-0.08020103951125085,-0.11518609770973162,-0.1750380112847939,-0.20189812383183994,-0.11518609770973162,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week15,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week16,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week17,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208014,week18,0.4462074905777035,0.06350013870150463,-0.15010593306774564,-0.14000279684758413,0.06350013870150463,0.16,-0-2,-0-1,-0x0-2x1,0x0,2x1,,
102208015,week1,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208015,week2,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208015,week3,-0.1790610684364638,-0.1226313575601998,-0.1750380112847939,-0.20189812383183994,-0.1750380112847939,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
102208015,week4,-0.1790610684364638,-0.1226313575601998,-0.16751881309235078,-0.19305593426266046,-0.16751881309235078,0.1321,-0-2-1-0,-0-0-0-0,-0x0-2x0-1x0-0x0,0x0,2x0,1x0,0x0
