0,1,2,3,4,layer
0.9304971988795518,0.8063725490196079,0.5861344537815126,0.8272058823529411,0.6244747899159664,"Layer [2, 1] "
0.930672268907563,0.8065476190476191,0.5868347338935574,0.8277310924369747,0.6255252100840336,Layer [1] 
