0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	231	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	231	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	231	0	0	0	231	0	0	231	0	0	234	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	231	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	234	0	0	231	0	0	0	231	0	0	0	235	234	0	0	234	0	0	234	0	0	0	231	0	0	0	231	0	0	231	0	234	0	234
0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	235	0	0	234	0	0	0	232	0	0	232	0	0	0	232	0	0	0	232	234	0	0	232	0	0	234	0	0	0	234	0	0	0	234	0	0	234	0	234	0	234
0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	236	0	0	221	0	0	0	224	0	0	224	0	0	0	224	0	0	0	224	224	0	0	224	0	0	232	0	0	0	224	0	0	0	224	0	0	232	0	224	0	224
0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	170	0	0	640	0	0	0	640	0	0	640	0	0	0	640	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	231	231	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	235	0	0	0	235	0	0	235	0	0	0	235	0	0	0	235	231	0	0	235	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	440	0	0	0	160	0	0	170	0	0	0	140	0	0	0	320	440	0	0	320	0	0	320	0	0	0	150	0	0	440	0	0	0	110	0	440	0	440
0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	235	0	0	0	231	0	0	231	0	0	0	235	0	0	0	233	440	0	0	160	0	0	256	0	0	0	440	0	0	440	0	0	0	256	0	430	0	440
320	0	0	0	0	360	0	0	0	0	380	390	0	0	390	0	320	0	0	0	0	0	0	320	0	0	0	0	320	0	0	0	360	0	0	0	0	380	0	380	0	0	380	0	0	0	0	380	0	0	390	0	0	390	0	0	380	390	0	0	390	0	0	0	380	0	0	0	380	330	0	0	380	0	0	380	0	0	0	380	0	0	380	0	0	0	380	0	660	0	690
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	235	0	0	0	235	236	0	0	234	0	0	236	0	0	0	236	0	0	236	0	0	0	236	0	236	0	236
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	0	0	0	231	0	0	0	231
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	0	0	0	231	0	231	0	231
0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	236	0	0	240	0	0	0	240	0	0	240	0	0	0	240	0	0	0	240	224	0	0	240	0	0	240	0	0	0	224	0	0	0	255	0	0	240	0	255	0	224
0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	231	0	0	231	0	0	0	231	0	0	231	0	0	0	231	0	0	0	231	231	0	0	231	0	0	231	0	0	0	231	0	0	0	0	0	0	231	0	231	0	231
