,id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,clustered_label,original,semester
72,102208001.0,146,146,144,130,465,111,146,146,146,146,146,146,146,146,146,146,146,146,4300,79.3,92
73,102205095.0,146,146,144,146,144,146,144,146,146,146,146,146,146,144,146,146,146,146,6615,87.2,99
74,102205092.0,146,146,144,144,461,465,146,144,146,146,146,125,144,146,144,146,146,113,4100,74.7,87
75,102205081.0,146,146,141,146,146,146,146,146,146,146,146,260,146,146,146,146,146,166,6640,49.7,62
76,102205051.0,146,146,130,146,146,146,146,146,146,146,146,166,146,146,146,146,151,162,6616,47.6,60
77,102205033.0,146,146,146,146,146,146,146,146,146,146,146,154,146,146,146,146,146,166,6616,59.5,72
78,102205030.0,146,146,146,146,465,540,146,146,146,144,146,146,146,146,146,146,146,450,4500,49.5,62
79,102205024.0,146,146,146,146,146,144,146,146,123,146,146,146,146,144,146,146,146,146,6614,91.3,99
80,102205022.0,146,146,420,146,146,650,146,130,146,146,146,145,146,146,146,146,146,166,7440,43.6,56
81,102205020.0,146,146,125,450,146,660,146,146,146,146,146,461,146,146,146,146,146,151,3400,52.3,65
82,102205017.0,146,144,141,144,141,146,142,146,146,141,146,146,142,146,146,141,146,146,6615,84.9,97
83,102103012.0,146,142,146,146,660,440,144,152,420,144,146,163,146,146,146,146,146,154,4200,60.0,72
84,101502012.0,146,144,146,146,146,143,146,146,144,144,146,144,146,146,146,146,146,141,6615,83.7,96
85,101401042.0,146,146,146,146,146,113,144,146,146,146,146,113,146,146,146,146,144,146,6620,46.8,60
86,101302049.0,146,146,146,146,146,144,146,144,146,146,141,141,146,146,146,146,141,440,2300,37.0,49
87,101209037.0,146,146,146,146,111,111,146,146,146,141,130,115,146,146,141,146,462,143,5400,63.2,76
88,101208094.0,146,146,146,144,146,113,450,146,146,146,146,165,146,146,144,144,146,124,6500,60.5,73
89,101208091.0,146,144,121,142,141,450,146,146,121,146,143,146,146,146,146,146,146,146,7630,76.5,90
90,101208090.0,146,146,146,146,141,465,146,465,450,144,146,240,146,146,146,146,440,146,5100,91.6,99
91,101208084.0,146,146,115,146,146,111,146,146,146,146,146,146,146,146,146,146,146,146,6619,70.7,83
92,101208082.0,146,142,146,144,115,630,146,146,146,146,130,260,146,142,144,146,146,163,7410,72.1,85
93,101208080.0,146,146,146,146,144,146,146,146,146,141,146,146,146,146,146,144,146,152,6615,86.3,99
94,101208079.0,146,141,144,430,146,146,146,146,146,146,146,144,146,146,144,146,141,144,6300,76.9,89
95,101208078.0,146,146,144,146,146,143,146,146,146,146,123,143,146,146,146,146,146,146,6618,55.0,67
96,101208070.0,146,146,146,146,146,146,146,146,146,146,142,146,146,146,146,146,146,146,6615,79.8,92
97,101208065.0,146,144,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,87.4,99
98,101208064.0,146,146,146,144,465,146,144,146,146,146,630,146,146,146,121,146,144,146,8400,61.4,74
99,101208062.0,146,144,146,144,146,146,146,144,142,146,146,146,146,146,146,146,145,145,6615,69.2,82
100,101208060.0,146,146,141,146,146,146,146,146,146,146,146,330,146,146,146,146,146,152,6640,57.4,70
101,101208058.0,146,650,126,260,141,660,144,165,146,144,126,620,510,146,146,146,146,152,3200,88.9,99
102,101208056.0,146,144,146,146,122,146,146,146,146,146,123,660,146,146,146,146,121,146,1119,66.6,80
103,101208055.0,146,146,146,111,146,146,146,660,144,146,146,163,146,146,146,146,146,145,6100,66.9,79
104,101208054.0,146,146,146,146,113,124,146,146,146,146,146,630,146,146,146,146,146,146,1119,67.1,80
105,101208053.0,146,144,146,146,146,146,146,146,146,146,146,146,144,465,146,450,146,146,6200,69.4,82
106,101208052.0,146,144,144,146,144,462,144,146,142,420,144,610,142,141,144,146,146,123,1400,70.7,83
107,101208050.0,146,146,130,146,146,640,144,146,146,146,146,220,146,146,146,146,146,145,7410,79.2,92
108,101208034.0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,83.2,96
109,101208031.0,146,146,146,144,146,143,146,144,466,146,146,146,146,146,146,146,146,146,6629,53.7,66
110,101208025.0,146,146,125,130,146,660,146,146,146,146,450,410,146,146,146,146,146,465,3300,29.9,42
111,101208017.0,146,146,123,141,630,123,146,146,146,146,146,230,146,144,146,146,146,166,4300,40.9,53
112,101208015.0,146,146,146,146,130,126,146,146,146,146,146,650,146,146,146,146,146,163,1119,63.0,75
113,101208013.0,146,146,146,146,141,146,146,146,146,146,146,130,146,146,146,146,146,146,6615,37.8,50
114,101208008.0,146,146,146,146,141,144,146,146,146,146,146,146,146,146,146,146,146,145,6615,49.6,62
115,101208005.0,146,146,146,146,440,146,146,146,146,146,146,166,146,146,146,143,146,144,4300,56.6,69
116,101208004.0,146,146,146,144,146,144,146,146,146,146,146,115,146,146,146,146,146,146,6620,90.7,99
117,101208003.0,146,146,146,146,146,166,146,146,146,146,146,163,146,146,146,146,146,146,6613,19.9,32
118,101208002.0,146,130,440,146,450,146,146,146,146,146,146,165,146,146,146,123,146,146,4600,74.9,87
119,101205093.0,146,146,146,122,141,141,146,146,146,146,113,310,123,144,145,146,146,650,2500,49.2,62
120,101205043.0,146,146,146,146,146,111,146,146,123,146,146,146,144,146,146,146,146,630,2500,51.3,64
121,101205029.0,146,144,166,146,144,462,146,146,145,144,154,466,146,154,163,146,146,146,1400,72.3,85
122,101204026.0,146,141,144,461,141,146,146,146,144,146,650,145,122,142,146,146,146,210,8200,79.0,91
123,101203054.0,146,146,146,151,146,146,146,146,130,146,146,210,146,146,146,146,146,146,6640,76.2,90
124,101203004.0,146,146,146,146,146,146,146,146,144,146,146,146,146,146,144,146,146,146,6615,43.8,56
125,101103034.0,146,146,146,146,146,146,146,146,162,146,146,420,146,146,146,146,146,465,2200,47.7,60
126,101102026.0,146,146,146,146,146,123,146,146,146,146,146,126,146,146,146,146,146,144,6620,52.1,65
127,101102025.0,146,146,146,141,122,465,146,122,146,146,146,141,146,146,146,146,144,130,7609,81.7,94
128,101101050.0,146,146,144,146,146,146,144,146,144,146,146,146,146,146,146,146,146,146,6615,68.8,81
129,100508018.0,146,146,130,142,465,146,146,146,146,144,146,144,146,146,146,122,520,146,5300,73.1,86
130,100401072.0,146,146,146,146,141,115,144,146,143,144,111,230,146,146,154,146,520,161,5400,68.1,81
131,100401044.0,146,146,144,146,146,163,144,146,146,146,146,250,146,146,146,146,463,152,5400,65.7,78
132,100208053.0,146,142,146,146,146,143,146,146,146,146,146,115,146,146,146,146,141,146,6620,83.8,96
133,100206009.0,146,146,143,146,143,163,146,130,146,146,146,163,141,146,145,144,144,142,6613,88.1,99
134,100202044.0,146,146,144,121,146,146,146,146,144,146,440,462,146,146,144,146,146,540,2100,54.2,67
135,100104041.0,146,144,146,146,146,146,123,146,430,462,440,146,142,144,142,142,146,540,2400,81.4,94
136,100101021.0,146,144,144,144,142,141,144,144,144,144,144,143,144,130,142,141,115,146,6611,85.8,98
