,id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,clustered_label,original,semester
0,101208087.0,146,146,146,146,146,146,146,146,146,146,146,230,146,146,146,146,146,146,6640,42.9,55
1,102205089.0,146,146,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,141,6615,78.6,91
2,101208066.0,146,146,146,141,141,146,146,146,144,146,144,146,146,146,146,146,450,146,5400,64.7,77
3,101208030.0,146,142,146,146,146,146,146,146,146,144,146,146,146,144,146,146,146,146,6615,91.5,99
4,102208075.0,146,146,146,130,146,630,146,146,146,146,146,153,146,146,146,146,146,230,7420,61.4,74
5,102205037.0,146,146,146,146,146,146,146,146,146,144,115,230,146,146,146,146,144,161,6640,53.5,66
6,102104031.0,146,146,144,146,113,146,146,146,113,142,144,154,146,146,166,146,146,462,2300,70.3,83
7,101208085.0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,58.4,71
8,101208069.0,146,146,143,115,146,143,146,630,144,146,146,152,146,146,146,146,461,142,5200,76.3,89
9,102208088.0,146,146,146,146,146,440,146,144,146,146,146,161,146,146,146,146,146,210,7640,44.0,56
10,102208081.0,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,146,142,6615,69.0,81
11,102208058.0,146,146,146,146,146,143,146,146,146,146,146,152,146,146,146,146,146,260,6650,20.9,33
12,102208049.0,146,146,146,146,146,660,143,115,146,146,146,115,146,146,146,146,146,146,7420,40.9,53
13,102208033.0,146,146,146,146,146,610,146,146,146,146,146,113,146,146,146,146,146,146,7420,54.9,67
14,102208008.0,146,146,146,143,143,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,79.7,92
15,101208074.0,146,146,146,146,146,143,146,146,146,146,146,153,146,146,146,146,146,122,6617,50.6,63
16,99304030.0,146,146,146,146,144,146,146,146,141,130,144,540,146,146,146,146,146,145,1110,20.1,33
17,99203054.0,146,141,166,123,146,145,146,146,151,121,152,121,146,146,166,146,146,146,6620,86.7,99
18,103302104.0,146,130,146,146,146,540,146,146,144,144,146,410,146,146,146,146,146,540,3100,95.8,99
19,103302103.0,146,146,146,130,146,121,146,146,146,146,122,410,146,122,146,146,123,465,2200,89.0,99
20,102306046.0,146,146,166,144,141,143,146,141,146,146,121,220,520,141,122,146,146,230,6700,65.1,78
21,102306041.0,146,146,121,141,141,146,146,144,146,146,123,145,146,146,146,146,540,162,5400,35.6,48
22,102209035.0,146,146,144,146,146,163,144,146,146,142,142,530,146,146,146,146,146,152,1110,42.3,55
23,102208090.0,146,146,146,144,144,462,144,465,420,141,146,142,146,146,142,146,146,463,7500,70.9,83
24,102208089.0,146,146,146,146,144,660,146,146,144,146,144,142,146,146,450,146,146,146,7430,66.1,80
25,102208086.0,146,146,146,146,123,141,146,141,146,141,130,146,141,141,141,146,146,121,6617,83.5,96
26,102208085.0,146,146,146,143,146,461,146,146,145,146,146,146,146,146,146,146,146,146,7609,71.8,84
27,102208084.0,146,146,122,146,146,141,146,146,146,146,111,141,146,146,146,462,146,440,2600,52.3,65
28,102208083.0,146,144,146,146,146,630,146,146,163,142,146,152,122,146,146,146,146,152,7420,48.2,61
29,102208082.0,146,146,146,146,141,115,146,146,146,146,143,166,144,146,146,146,146,145,6619,81.2,94
30,102208078.0,146,144,144,146,144,630,146,146,146,146,141,144,462,144,123,146,146,260,7300,53.3,66
31,102208074.0,146,146,146,144,146,146,146,146,146,146,143,620,146,146,146,144,146,260,1140,65.6,78
32,102208073.0,146,146,630,113,146,145,111,146,145,146,146,230,146,146,146,146,146,146,6800,67.4,80
33,102208068.0,146,146,123,146,146,630,146,146,144,146,146,163,146,146,146,146,144,145,7420,54.4,67
34,102208066.0,146,123,144,146,141,450,142,146,144,146,143,123,146,144,161,146,144,210,7640,64.2,77
35,102208065.0,146,146,146,123,146,146,146,144,146,146,146,146,146,146,121,146,146,146,6612,59.2,72
36,102208064.0,146,146,146,146,146,115,146,146,146,146,146,420,146,146,146,146,146,146,1130,34.1,47
37,102208063.0,146,146,146,121,141,143,146,141,146,146,650,154,146,520,146,510,146,520,8100,55.3,68
38,102208062.0,146,146,142,146,146,143,146,146,146,461,144,440,146,146,146,146,144,146,1300,28.2,41
39,102208061.0,146,144,146,146,146,410,121,146,146,146,146,146,146,146,146,146,146,146,7620,75.7,88
40,102208060.0,146,146,146,146,340,111,146,146,146,146,146,141,146,146,146,146,146,146,6659,44.1,57
41,102208059.0,146,130,142,146,144,440,440,163,166,146,143,260,163,146,146,146,130,146,7200,54.2,67
42,102208057.0,146,144,146,146,660,630,146,146,146,146,146,162,146,146,146,146,146,146,4100,74.8,87
43,102208056.0,146,146,420,146,520,450,146,123,146,146,146,154,146,144,146,146,146,660,4400,70.5,83
44,102208055.0,146,146,146,420,146,111,143,146,146,146,143,143,146,146,146,146,146,143,6300,77.9,90
45,102208054.0,146,146,122,465,144,440,146,146,146,146,146,430,146,144,146,146,146,230,3400,51.6,64
46,102208053.0,146,146,146,146,146,660,146,146,146,122,146,146,146,146,146,146,146,146,7420,19.1,32
47,102208052.0,146,146,146,141,146,450,144,146,144,146,114,230,146,146,130,146,146,166,7659,80.0,92
48,102208046.0,146,146,146,146,166,640,146,146,115,146,161,146,146,146,146,146,144,230,7420,88.1,99
49,102208045.0,146,146,144,146,146,146,146,146,151,146,146,152,146,146,146,146,146,152,6615,94.4,99
50,102208044.0,146,146,146,146,146,650,146,163,146,145,240,230,146,146,146,146,152,141,7410,45.8,58
51,102208043.0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,152,146,146,154,6615,60.3,73
52,102208042.0,146,123,465,146,430,146,146,146,146,146,146,146,146,146,146,146,146,420,4600,80.5,93
53,102208041.0,146,146,320,420,462,113,146,146,145,146,340,430,146,146,123,510,145,340,8300,51.2,64
54,102208038.0,146,146,146,146,144,462,146,146,146,146,111,125,146,146,146,146,146,146,7609,56.0,68
55,102208034.0,146,144,146,146,146,146,146,146,146,146,146,260,146,146,146,146,146,166,6640,63.6,76
56,102208032.0,146,146,146,146,146,630,146,146,146,146,146,660,146,146,146,146,146,660,3100,56.0,68
57,102208030.0,146,146,146,146,115,630,450,310,115,146,210,146,146,144,163,146,130,146,7200,70.2,83
58,102208029.0,146,146,115,141,115,462,146,146,146,144,230,230,146,146,146,146,146,146,7650,89.7,99
59,102208024.0,146,146,450,144,146,143,146,146,146,146,146,163,146,146,146,146,146,163,6800,86.4,99
60,102208023.0,146,146,146,123,122,143,146,146,163,146,146,143,146,146,146,146,146,146,6612,87.2,99
61,102208022.0,146,144,146,144,146,114,146,142,144,146,142,260,146,146,146,146,146,230,6640,78.9,91
62,102208021.0,146,146,146,146,146,146,146,146,146,520,146,146,146,146,146,146,146,145,6400,71.6,84
63,102208018.0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,81.7,94
64,102208017.0,146,142,146,146,146,146,146,146,146,142,142,154,142,146,146,146,146,230,6650,76.4,90
65,102208014.0,146,146,146,650,115,146,146,144,146,144,146,510,146,146,146,146,146,166,1200,56.7,70
66,102208010.0,146,144,146,111,143,115,144,144,146,330,146,154,146,163,146,146,146,260,6400,82.4,95
67,102208007.0,146,146,144,144,146,130,146,121,146,122,144,230,146,146,146,146,146,152,6640,53.7,66
68,102208006.0,146,146,146,144,146,166,146,146,146,146,210,146,146,146,146,146,146,230,6650,76.9,90
69,102208005.0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,6615,53.6,66
70,102208004.0,146,146,465,146,145,630,146,465,144,146,440,141,146,130,141,146,130,130,7100,93.7,99
71,102208002.0,146,146,146,146,146,122,146,146,144,146,146,146,146,146,146,146,146,144,6619,55.8,68
